Unnamed: 0,PROJECT_ID,PROJECT_TERMS,PROJECT_TITLE,DEPARTMENT,AGENCY,IC_CENTER,PROJECT_NUMBER,PROJECT_START_DATE,PROJECT_END_DATE,CONTACT_PI_PROJECT_LEADER,OTHER_PIS,CONGRESSIONAL_DISTRICT,DUNS_NUMBER,ORGANIZATION_NAME,ORGANIZATION_CITY,ORGANIZATION_STATE,ORGANIZATION_ZIP,ORGANIZATION_COUNTRY,BUDGET_START_DATE,BUDGET_END_DATE,CFDA_CODE,FY,FY_TOTAL_COST,FY_TOTAL_COST_SUB_PROJECTS,ABSTRACT
152,582234, Address; Alfalfa; Area; base; bean; Cereals; Colorado; County; Development; Diagnostic; Education; Entomology; Fabaceae; Goals; Lead; Maps; Monitor; Montana; Nebraska; North Dakota; Online Systems; Outcome; Pathology; Pesticides; Plants; Potato; Printing; programs; Reporting; Resources; Science; Secure; Secure; Seeds; skills; South Dakota; Specialist; System; Training; Wheat; wiki; Wyoming,MONTANA IPM EXTENSION PROJECT,USDA,NIFA,,2009-41534-05447,9/1/2008,8/31/2013,"JACOBSEN, BARRY JAMES","MANGOLD, JANE; BURROWS, MARY",0.0,625447982.0,MONTANA STATE UNIVERSITY - BOZEMAN,BOZEMAN,MT,59717-0001,UNITED STATES,,,10.5,2009,106000.0,,"The Montana Extension IPM Coordination Program will be lead by Dr. Barry J. Jacobsen, MT IPM Program Coordinator, Extension Plant Pathology Specialist. Co-project directors include: Dr. Kevin Wanner, Extension Entomology Specialist; Dr. Fabian Menalled, Extension Weed Science Specialist; Dr. Jane Mangold, Extension Rangeland Weed Specialist; and Dr. Mary Burrows, Extension Plant Pathology Specialist. The program will include continuation of stakeholder inputs (county agents, commodity groups and agribusiness), county-based IPM demonstrations, and development of statewide IPM educational support projects. Project focus will be on: IPM in Agronomic Crops (wheat, barley, seed legumes); IPM in High Value, High Input-Intensively Managed Crops (seed potatoes, sugarbeets, dry beans); IPM Support for Pest Diagnostic Facilities; Consumer and Urban IPM; and IPM Partnerships in Wide-Area Pest Monitoring and Reporting Systems. These program foci are built on the skills of the IPM team and state needs in terms of pest problems, technical assistance and IPM education. IPM will be incorporated into all Master Gardening and pesticide applicator training. The overall goals will be driven by the National Road Map for IPM. Specific new directions will include building a IPM Partnerships in Wide-Area Pest Monitoring and Reporting Systemsfor Montana crops (cereal grains, potatoes, dry beans, alfalfa, sugarbeets) and expanding the High Plains IPM Guide to include turf and ornamentals, more crops, weed management and diagnostic aids such as Lucid keys. The High Plains IPM Guide will be developed in a secure ?Wiki-like? format cooperatively with IPM specialists in Colorado, Wyoming, Western Nebraska, North Dakota and South Dakota. Outcomes will include new IPM educational print and web based resources and their utilization by target audiences and enhanced understanding of IPM by all audiences addressed"
153,582405, Agriculture; Bacillus thuringiensis; Biocontrols; Biological; Carbamates; Chemicals; Colorado; Development; Environment; feeding; Forestry; Future; Insect Control; Insecta; Killings; Larva; Life Cycle Stages; Measures; Nerve; Nurseries; Order Coleoptera; Organophosphates; Performance; Pesticides; Plant Roots; Plants; Poaceae; Population; Potato; Reporting; Residual state; Resistance; Resistance development; Seasons; Staging; Technology; Toxin,DEVELOPMENT OF BTBOOSTER SYNERGIST FOR BEETLE-ACTIVE BT,USDA,NIFA,,2009-33610-19679,9/1/2008,8/31/2010,"ABDULLAH, MOHD AMIR",,10.0,145182767.0,INSECTIGEN INC,ATHENS,GA,30602-1506,UNITED STATES,,,10.2,2009,80000.0,,"Coleopteran pests pose a significant threat to agriculture, ornamental plants, turf, and forestry. White grubs are the most cosmopolitan and damaging turfgrass pest of cool and warm season grasses in the U.S. White grubs feed on grass roots and are transported in sod and nursery plants. The older chemical pesticides, including organophosphates and carbamates, act as nerve toxins and kill many insects at any stage in their life cycle. These pesticides are highly toxic and are under examination and reregistration review by the U.S. EPA, and in most situations are not available for use. Increasing resistance development in Colorado potato beetle (CPB) against relatively new neonicotinoids that suppresses CPB populations has been reported. Thus, it is becoming critical to have environment-friendly effective control measures ready to manage white grubs and also manage CPB resistance. The synergistic combination of beetle-active Bacillus thuringiensis (Bt) with BtBooster would increase the control efficacy of Bts for pest beetles leading to wider user acceptance of biological pesticide. InsectiGen, Inc. has developed biological technologies that control these insects. Our products may enhance the performance of the leading biocontrol strategies. Specifically, BtBooster will serve as an additive for current and future Bt products. BtBooster may reduce the amount of Bt needed to kill larvae or may extend the activity of Bt products, by prolonging pesticidal activity via enhancing the residual activity of Bt."
154,585325, Agriculture; Arachis hypogaea; Area; Cereals; climate change; Data; Development; Environmental Impact; Equation; Evaluation; Fabaceae; Farming environment; Fiber; Gossypium; insect disease; Knowledge; Modeling; models and simulation; Peanuts - dietary; Plant Roots; Plants; Potato; Process; Research; research study; Resources; Rice; Simulate; Soil; Soybeans; System; United States; water quality; Wheat,MECHANISTIC PROCESS-LEVEL CROP SIMULATION MODELS FOR RESEARCH AND ON-FARM DECISION SUPPORT,USDA,ARS,,ARS-0414980,10/1/2008,3/8/2009,"TIMLIN, DENNIS J",,5.0,,CROP SYSTEMS AND GLOBAL CHANGE LABORATORY,BELTSVILLE,MD,20705,UNITED STATES,,,10.001,2009,,,"Objective(s): The overall objective of this project is to develop integrated crop simulators for resource management.  The specific objectives include the development of modular simulators for major U.S. crops, and evaluation of environmental impacts of global climate change, water quality issues, sustainable agriculture, precision farming, etc.  Research areas where knowledge gaps about plant and soil processes limit the accuracy of model predictions.Approach:Develop a suite of process level crop simulation models for wheat, potatoes, corn, rice, peanut, cotton, and soybean; and integrate these with models for weeds, diseases, and insects.  There are many crop models available; however to date there is no comprehensive crop management system developed for major crops grown in the United States.  The selected crops are important to the U.S. economy; in addition they represent a wide range of plant types:  C3 and C4, grain root and fiber, legume, and non-legume.  From such a suite of models it should be possible to assemble modules capable of simulating many other crops with appropriate parameter changes and additional rate equations to fill up the gaps.  The existing models for weeds, diseases, and insects will be further developed and integrated with crop models.  In instances where mechanistic models to describe some processes do not exist, or are inadequate, new models of those processes will be developed.  Where suitable data are not available, we will conduct experiments to generate needed data."
155,585361, Address; Agriculture; Algorithms; Area; Arts; Carbon; climate change; Computer Simulation; Computer software; Computers; Data; data management; economic impact; Equilibrium; falls; Fertilizers; Generations; Gossypium; graphical user interface; Growth; Growth and Development function; improved; Knowledge; Modeling; models and simulation; Morphology; Nitrogen; Nutrient; Output; Physiological Processes; Plant Components; Plant Roots; Plants; Potato; Practice Management; Process; Production; programs; Property; Research; research study; response; Rotation; Rye cereal; Seasons; Simulate; simulation; Soil; Soybeans; Stress; System; Testing; The Sun; Tissues; tool; uptake; Water; Weather,MECHANISTIC PROCESS-LEVEL CROP SIMULATION MODELS FOR ASSESSMENT OF AGRICULTURAL SYSTEMS,USDA,ARS,,ARS-0415286,3/9/2009,2/28/2014,"TIMLIN, DENNIS J",,5.0,,CROP SYSTEMS AND GLOBAL CHANGE LABORATORY,BELTSVILLE,MD,20705,UNITED STATES,,,10.001,2009,,,"Objective(s): The overall objective is to refine and improve existing simulation models for corn and potato by developing new, and improving existing functional relationships between physiological processes and nutrients in the soil and plant tissues.  Results of this research will be used to address existing knowledge gaps in the models.  The modified models will be evaluated by testing simulated responses at plant component and whole plant levels. The specific sub-objectives are to improve simulation of the above- and below-ground potato and corn processes in the areas of: (1) water and nutrient stress effects on growth, development, morphology, and yield, and (2) response of root growth and activity (water and nutrient uptake) to soil nutrients (N, P and K), and water.  The model and new components will be evaluated using experimental data.  The potato and corn models, along with a rye cover crop model and existing models for soybean and corn, will then be used for assessment of the environmental consequences of agricultural management practices on carbon sequestration and nutrient balances.  These practices include fertilizer applications, rotations, and cover crops.Approach:Mechanistic models for soybean (GLYCIM), cotton (GOSSYM), corn (MAIZSIM) and potato (SPUDSIM) have been developed in previous projects by this group. The proposed research will broaden the capabilities of the corn and potato models by utilizing data from experiments carried out in unique, state-of-the-art sun-lit growth chambers and field plots. Short and long term experiments will be employed to test hypotheses and develop algorithms for plant processes to be used in the computer models. Data collected by collaborators will be used to test and evaluate the models. A simple Rye model will be developed to simulate a cover crop during the fall-winter season. A computer graphical user interface will be developed using components from the existing software program, GUICS, to allow a user to simulate long term crop rotations over multiple growing seasons. Advanced data management capabilities will be added to the interface to help with interpretation and management of input and output data.  Tools for weather generation and estimation of soil hydraulic properties will be added to the interface to provide a wide range of environmental conditions for assessment. All crop models will be used within the new interface to assess the environmental and economic impacts of climate change on carbon sequestration, and nitrogen and water balances for relevant production systems."
156,585445, Biochemical; Cell Wall; Excoriation; Genes; Growth; Harvest; Homeostasis; Hormones; improved; institutional biosafety committee; Maintenance; Marketing; Molecular; Periderm; Physiological; Physiology; Potato; Process; Resistance; Role; Seeds; Skin; System; Wound Healing,IMPROVING POTATO MARKET QUALITY THROUGHT POSTHARVEST PHYSIOLOGY,USDA,ARS,,ARS-0418240,8/5/2009,7/1/2010,"SUTTLE, JEFFREY C",,0.0,,SUGARBEET AND POTATO RESEARCH,FARGO,ND,58102-2765,UNITED STATES,,,10.001,2009,,,"Objective(s): To determine the normal and molecular processes that control the initiation, maintenance and termination of potato bud dormancy and regulate early sprout growth wound healing and skin set suberization.Approach:Identify physiological/biochemical mechanisms that control potato tuber dormancy/sprout growth and wound-healing/skin set.  Determine the roles of endogenous hormones in tuber dormancy progression and identify the biochemical mechanisms governing hormone homeostasis in tubers as related to dormancy.  Identify and characterize genes controlling tuber dormancy/sprout growth and wound-healing/skin set.  Identify hormones and endogenous elicitor systems initiating and regulating wound-healing in harvest-damaged and cut-seed tubers.  Determine biochemical changes in tuber periderm cell wall conferring resistance to excoriation (skinning during maturation.)  Project has been classified as  Exempt  by the rating Institutional Biosafety Committee, ltr dated 6-12-02."
157,585446, analytical method; Breeding; Characteristics; Cryopreservation; Evaluation; Genotype; Harvest; improved; Industry; Potato; Process; programs; Protocols documentation; Research Project Grants; Resistance; Services; Stress; Temperature,EVALUATION OF PROCESSING AND STORAGE CAPABILITIES OF NEW AND ESTABLISHED POTATO GERMPLASM,USDA,ARS,,ARS-0418241,8/5/2009,7/1/2010,"GLYNN, MARTIN THOMAS",,0.0,,SUGARBEET AND POTATO RESEARCH,FARGO,ND,58102-2765,UNITED STATES,,,10.001,2009,,,"Objective(s): To cooperate with potato breeders, producers, and processors to improve post harvest potato quality by reducing storage and processing losses.  A major portion of this effort involves the evaluation of storage and processing characteristics of promising new varieties and advanced germplasm developed and submitted by U.S. potato breeding programs.  Identify new genotypes with the ability to process directly from a storage temperature of less than 7 degree C. Identify optimum storage conditions for new cold-sweetening resistant germplasm and field-stressed tubers.Approach:This research project is a service project that provides standardized storage, processing and analysis of advanced breeding clones submitted by public potato breeding programs.  All protocols, storage conditions, and analytical methods used have been standardized in accordance with current industry practices and are therefore invariant. Specific approaches include: 1) storage, processing and evaluation of new breeding lines, 2) determine cold storage potential of selected clones and cultivars, and 3) evaluate and identify optimum postharvest treatments to minimize quality loss in field-stressed potatoes."
158,586880, Biocontrols; Biological; Biological Assay; Chromosome Mapping; Chromosomes; defense response; Disease Management; Disease Resistance; functional genomics; fungus; Fusarium; Gene Expression; Gene Proteins; Genes; Genetic; genome sequencing; Host resistance; improved; Maps; Microarray Analysis; Molecular; molecular marker; pathogen; Pathogenicity; Pathogenicity Island; Peptides; Phytophthora; Plant Roots; Plants; Population; Population Sizes; Potato; Resistance; Resistance development; Resources; response; Reverse Transcriptase Polymerase Chain Reaction; rRNA Genes; Scabies; Severities; Severity of illness; Streptomyces; System; Time; Tomatoes; trait; Variant,MOLECULAR APPROACHES TO UNDERSTANDING HOST RESISTANCE AND PATHOGEN VARIABILITY FOR IMPROVING POTATO AND TOMATO DISEASE MANAGEMENT,USDA,ARS,,ARS-0415244,2/3/2009,4/1/2012,"JONES, RICHARD W",,5.0,,GENETIC IMPROVEMENT FOR FRUITS AND VEGETABLES LABORATORY,BELTSVILLE,MD,20705,UNITED STATES,,,10.001,2009,,,"Objective(s): Objective 1: Characterize genetic differences in isolates of plant pathogenic streptomycetes and Phytophthora using targeted PCR, markers, regional genome sequencing and biological assays.Sub-objectives:a. Characterize populations of Streptomyces causing common scab in the U.S., using PCR and regional genome sequencing of 16s ribosomal RNA genes and genes from the pathogenicity island.b. Identify and characterize genes and corresponding gene product proteins, peptides and other compounds produced by Streptomyces and Phytophthora that may contribute to pathogenicity.c. Identify critical components of pathogen genetic variability contributing to variation in severity of common scab and late blight.d. Identify critical components in the genetic variability of Phytophthora infestans which contributes to variation in disease severity.Objective 2: Characterize genetic differences in disease resistance of solanaceous hosts in response to Phytophthora and Streptomyces scabies.Sub-objectives:a. Characterize differences in gene expression in both hosts and pathogens to identify pathogenicity determinants, applying RT-PCR, microarray analysis, and functional genomics.b. Map genes for resistance to common scab onto potato chromosomes, and develop molecular markers for common scab resistance.Objective 3: Identify plant defense responses in tomato induced by the biocontrol agent F. oxysporum strain CS-20 and determine their contribution to observed biocontrol of Fusarium wilt? Other biocontrol-host-pathogen systems and biocontrol mechanisms will be included as time and resources permit, and as indicated by results.Objective 4: Identify and characterize genetic traits and gene expression related to biocontrol ability in the biocontrol fungus F. oxysporum strain CS-20.Objective 5: Determine the effects of phytopathogenic F. oxysporum and the biocontrol fungus F. oxysporum strain CS-20 on population sizes and root colonization of each other. Approach:Characterization of genetic differences in isolates of plant pathogenic Streptomycetes, Fusarium and Phytophthora will be performed using targeted PCR, markers, regional genome sequencing and biological assays. Populations of Streptomyces causing common scab in the U.S. will be characterized, using PCR and regional genome sequencing of 16S ribosomal RNA genes and genes from the pathogenicity island. Genes and corresponding gene product proteins, peptides and other compounds produced by Streptomyces, Fusarium and Phytophthora that may contribute to pathogenicity will be identified and characterized. Critical components of pathogen genetic variability contributing to variation in severity of common scab and late blight will also be identified. Mechanisms of biological control by non-pathogenic fusaria will be studied. Additionally, genetic differences in disease resistance of solanaceous hosts in response to Phytophthora and Streptomyces scabies are to be characterized, utilizing differences in gene expression in both hosts and pathogens to identify pathogenicity determinants, applying RT-PCR, microarray analysis, and functional genomics. Genes for resistance to common scab will be mapped onto potato chromosomes, and molecular markers for common scab resistance developed."
159,589492, Affect; Aphids; Asia; Chemicals; Data; Disease Outbreaks; Ecosystem; Epidemic; Fruit; Future; Harvest; Insect Vectors; Insecta; Insecticides; Minnesota; North America; Parasites; pathogen; Plant Viruses; Plants; Potato; prevent; Resistance; Soybeans; System; transmission process; vector; Viral; Virus,MANAGEMENT OF INSECTS AND INSECT VECTORS OF PLANT PATHOGENS IN MINNESOTA CROPPING SYSTEMS,USDA,NIFA,,0135343,10/1/2008,9/30/2010,"RAGSDALE, D. W.",,,555917996.0,UNIVERSITY OF MINNESOTA TWIN CITIES,MINNEAPOLIS,MN,55455-0356,UNITED STATES,,,10.203,2009,,,"Soybean aphid is a recently introduced insect from Asia that has forever changed how soybean is produced in North America. Prior to soybean aphid introduction in 2000, soybean was a crop that was rarely treated with insecticide, effectively making this crop a key untreated ecosystem in the landscape. This has now changed and it is not uncommon to have more than 50% of the soybean crop treated with one or more insecticide applications to control soybean aphid and to prevent devastating losses. Aphids in general and specifically soybean aphid are vectors of plant viruses. Virus can reduce yield, affect quality of the harvested fruit or tubers, and there is little that can be done to prevent viral epidemics. We have specifically focused on transmission of Potato Virus Y, a viral pathogen of potato and other crops that is readily transmitted by soybean aphid. One non-chemical approach to soybean aphid control is to allow natural enemies to control aphid outbreaks. We are focusing our efforts on understanding what situations favors control by natural enemies and what situations will natural enemies be overwhelmed. The best way to preserve natural enemies is to provide producers with reliable data on yield loss attributed to aphids and provide answers to questions like:  How many aphids are too many aphids? ,  Can predators, parasites and pathogens of aphids reliably control an aphid outbreak? ,  Are there safer alternatives when choosing an insecticide to use to control soybean aphid? ,  Will there be resistant soybean varieties that I can use available in the future? , and  If I plant a resistant soybean variety will aphids that can use this resistant variety develop? "
160,589590, Aflatoxins; Allergic Reaction; Arachis hypogaea; Area; Arthropods; Aspergillus; base; Breeding; Chemicals; Consumption; cost; Development; Direct Costs; Disease; disorder control; falls; Farming environment; Fatty acid glycerol esters; feeding; Flavoring; Food; food security; Genetic; Goals; Harvest; improved; Insecta; interest; Investments; Leafhoppers; Life; Marketing; Methods; Nematoda; Oils; operation; Parents; pathogen; Peanuts - dietary; Pesticide Residues; Pesticides; Petroleum; Potato; Predisposition; Price; Process; Production; programs; Proteins; Resistance; Risk; Rural; Sclerotinia; Seasons; Seedling; Seeds; Soil; Spiders; stem; Time; Tobacco; tomato spotted wilt virus; vector; Vegetable Oils; Virginia; Weight,PEANUT BREEDING AND GENETICS,USDA,NIFA,,0154608,10/1/2008,9/30/2013,"ISLEIB, T.","BRANDENBURG, R ; JORDAN, D ; MILLA-LEWIS, S ; PATTEE, H ; SANDERS, T ; SHEW, B ; STALKER, H ; TALLURY, S ",,42092122.0,NORTH CAROLINA STATE UNIVERSITY RALEIGH,RALEIGH,NC,27695-0001,UNITED STATES,,,10.203,2009,,,"Changes in the US farm program resulted in a decline in peanut area in NC as well as a decline in the per-acre return. Under the Food Security and Rural Investment Act of 2002, support price for virginia-type peanut declined from $610 to $353 per ton. Further reductions are likely under the terms of GATT and NAFTA. With lower price, growers who formerly relied heavily on applications of chemicals for control of diseases and pests have been forced to reconsider these practices. To maintain profitability, the cost of peanut production must be reduced. Diseases and arthropod pests in NC are estimated to reduce yields by about one third in spite of the application of pesticides costing approximately $120 per hectare or 24% of the grower's direct cost of production. Important fungal diseases of peanuts include Cylindrocladium black rot or  CBR,  leafspots, southern stem rot, and Sclerotinia blight. Aflatoxin produced by Aspergillus species has been found in peanuts particularly after long periods of storage under suboptimal conditions. Nematodes occasionally cause stunting or wilting of peanuts in NC and may increase susceptibility to CBR or other soil-borne pathogens. Southern corn rootworm or  SCR  is the most important insect pest. Potato leafhopper, lesser cornstalk borer, and spider mitesmay cause serious damage in dry seasons. Corn earworm and fall armywormmay cause yield reductions due to foliar feeding late in the season. Tobacco thrips cause stunting of seedlings and are a vector for tomato spotted wilt virus (TSWV). Peanut producers need to improve their efficiency while reducing their use of pesticides. Reduction of pesticide use would have the additional benefit of reducing environmental degradation and pesticide residues in foods. One means achieving this goal is to grow high-yielding pest-resistant cultivars. Early-maturing cultivars would reduce the risk of damage to the crop in seasons that are unusually wet or cold during the customary harvest period. Early cultivars would allow growers to spread harvest operations over a longer period of time. While earliness is desirable, yield, pod and seed attributes, shelf life, processing quality, and flavor of the virginia type must be maintained or improved. Peanuts contain over 50% oil on a dry weight basis. Consumers enjoy peanuts' unique flavor but may be averse to consumption of high fat foods. Reduced oil content may be a reasonable breeding objective. Conversely, the steady rise in prices of petroleum products has sparked interest in biofuels including vegetable oil for biodiesel production. Because of their high oil content, peanuts may be a candidate crop for this niche market. The occurrence of severe allergic reactions to peanuts and peanut storage proteins continues to be a concern. Effective utilization of the available germplasm in the development of peanut cultivars and breeding lines requires the use of efficient methods of selecting parents for crosses and of evaluating the segregating progenies after hybridization."
161,589600, Agricultural Workers; Agriculture; Appearance; bean; Biological; Biology; Cabbage - dietary; Carrots - dietary; Celery; Chemicals; Conflict (Psychology); Cosmetics; cost; Cost Control; Economics; Effectiveness; Environment; food quality; Future; Harvest; Injury; Insect Control; Insecta; Insecticide Resistance; Insecticides; Knowledge; Marketing; Michigan; Onions; Outcome; Outcomes Research; Pest Control; Pesticides; Petroleum; Potato; prevent; Process; Production; Pumpkins; Regulation; Research; research and development; response; Risk; Safety; System; Vegetables,BIOLOGY AND MANAGEMENT OF INSECT PESTS OF VEGETABLE CROPS,USDA,NIFA,,0155096,1/1/2009,12/31/2013,"GRAFIUS, E.","DOUCHES, D ; HAUSBECK, M ; PETT, W ",,193247145.0,MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,48824-1046,UNITED STATES,,,10.203,2009,,,"SITUATION Michigan has one of the most diverse agricultural systems in the U.S. and much of this diversity comes from vegetable crops produced. Michigan ranks in the top 10 nationally for nine vegetable crops in spite of the fact that we are limited to summer production only. These rankings include 1st in pickling cucumber and squash production; 2nd in celery production; 3rd in asparagus and snap beans; 4th in processing carrot and fresh market cucumber production; sixth for pumpkins; and 9th for potatoes. Commercial vegetable production in Michigan, including potatoes, is valued at >$350 million/yr. Along with our diversity of vegetable crops comes equally diverse vegetable insect pests, pest/crop situations, pesticide registrations, and pest management systems. Control of insect pests is particularly critical on vegetable crops where appearance is a major consideration and crop value and risk of loss are high. For example, in 2000, average gross value of celery harvested in Michigan was $6,800/A, peppers were valued at $8,600/A, onions were valued at $2,300/A, cabbage was valued at $4,800/A, and potatoes were valued at $2,940/A. Insecticide use in vegetables is primarily aimed at preventing cosmetic injury or contamination and is often much higher than would be required to protect from yield loss. However, unlimited use of pesticides is no longer a practical or desirable alternative for pest control. Costs of pesticides continue to rise (the result of increased costs of petroleum products and increased research and development costs) and the regulation of pesticides under the 1996 Food Quality Protection Act continues to become more restrictive in response to increased concern for public health and safety and increased knowledge about the effects of pesticides on non-target systems. In addition, insecticide resistance problems are severely limiting the effectiveness of insecticides for control of insect pests in Michigan vegetables. To avoid severe economic losses and serious conflict between agricultural, environmental, and public health needs in the future, we must identify cultural and biological controls that can be integrated with or substitute for chemical controls to manage insect pest problems in Michigan vegetables. The benefits derived from such research will include: 1) Increased efficiency and effectiveness of pest control, 2) Decreased costs and numbers of pesticide applications, 3) Increased safety for agricultural workers, 4) Decreased potential risk to consumers and the environment, and 5) Increased sustainability and stability of pest/crop systems. EXPECTED OUTCOMES/BENEFITS AND ANTICIPATED BENEFITS Outcomes of this research will be directly applicable to the efficient and economical production of vegetables in Michigan. Expected benefits are reduced control costs and losses to insect pests and reduced need for insecticide applications to control pests."
162,589783, Agriculture; Alberta province; Area; base; Brassica; Cost Control; Cyst; density; economic impact; Economics; Ensure; Environmental Impact; Environmental Risk Factor; Food; Fumigation; Health; Human; Industry; Korea; Laboratories; Lead; Life Cycle Stages; Manure; Marketing; Meloidogyne; Methods; Mexico; Nematoda; Organism; Outcome; Parasitic nematode; Pesticides; Plant Roots; Plants; Population; Potato; Production; programs; Quarantine; Seasons; Seeds; Source; Testing; Vegetables; Washington,"VARIABILITY, ADAPTATION, AND MANAGEMENT OF NEMATODES IMPACTING CROP PRODUCTION AND TRADE",USDA,NIFA,,0169708,10/1/2008,9/30/2013,"ELLING, A.",,,41485301.0,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,99164-0001,UNITED STATES,,,10.203,2009,,,"The economic impact of potatoes on the Washington State economy is greater than $ 3 billion. The semi-arid irrigated conditions where a majority of potatoes are grown is ideal for supporting high populations of plant parasitic nematodes like the Columbia root knot nematode, Meloidogyne chitwoodi, which can complete 5 - 7 life cycles per growing season, leading to high potato infestations. Recently, this nematode species also causes exportation concerns as several shipments of potatoes to Mexico and Korea have been rejected and returned to Washington due to the presence of the nematode on the tubers. In potatoes alone, the estimated annual cost for controlling nematodes in Washingtonwith synthetic nematicides exceeds $20 million. Further threat to Washington potatoes comes from the quarantined golden potato cyst nematode (PCN) which was found recently in seed potato lots in Alberta. This same area of Alberta has been a source of potato seeds for Washington growers in excess of 15 years and is a direct threat to our industry. Due to public concern of the environmental risks of synthetic nematicides, several compounds have been withdrawn from the market, resulting in limited options for growers to use. We have demonstrated that the naturally produced biofumigants of the fungal endophyte, Muscodor albus, are able to control four species of plant parasitic nematodes resulting in the protection of several vegetable crops including potatoes. In addition, the biofumigant potential of various new varieties of Brassica crops on plant parasitic nematodes was investigated under field conditions. The nematicidal ability of Brassica crops protected potatoes against low densities of plant parasitic nematodes. Green manures are also used as part of the PCN eradication program. New Brassica crops, meals and organisms that produce naturally derived nematicides are constantly tested in our laboratory. We have also demonstrated that using double fumigation i.e., bio-fumigants from incorporation of green manure crops, followed by a synthetic fumigant application, we can protect potato tubers against root knot nematodes. This program was developed to minimize the environmental impact of standard fumigation practices based on the application of two synthetic pesticides, and to provide growers with control methods that can ensure high quality of exported potatoes. Greenhouse, and field trials were performed to develop the above sustainable nematode control methods. Expected outcomes/impacts from this project will be the implementation of new nematode management tactics that lead to reduction of synthetic pesticide usage, are environmentally friendly, and therefore benefit human health. In addition, the new nematode control strategies promote healthier food and sustainability, thus leading to economic benefits for the producers and the consumers. The new nematode control strategies provide us with efficient means to respond to invasive species, and deal effectively with trade product contamination issues. The benefits from this project are reduction in synthetic pesticide use, and protection of Washington agriculture against invasive nematode species."
163,589983, Development; Epidemiology; Etiology; Fruit; Grapes; Health; improved; Knowledge; medical specialties; Nuclear; Nurseries; Nuts; outreach; Pathogen detection; Plants; Productivity; Research Project Grants; Strawberries; Sweet potato - dietary; Techniques; Technology; Trees; Virus; Virus Diseases,"ETIOLOGY, EPIDEMIOLOGY, AND CONTROL OF VIRUS DISEASES OF GRAPEVINES, FRUIT AND NUT TREES, ROSES, AND STRAWBERRIES",USDA,NIFA,,0179203,10/1/2008,9/30/2013,"GOLINO, D.",,,47120084.0,UNIVERSITY OF CALIFORNIA DAVIS,DAVIS,CA,95618-6153,UNITED STATES,,,10.203,2009,,,"Virus infections can have a severe effect on the health and productivity of perennial crops like grapes, fruit trees, strawberries, roses and sweet potatoes. These viruses are most commonly spread when these crops are propagated. This research project is planned to develop knowledge that will allow nurseries and growers to reduce the damage caused by these viruses by improving techniques to produce healthy planting stock. Outreach and extension efforts to reach both commercial nurseries and specialty crop growers will include information about the latest developments in pathogen detection technology and improvements in the availability of clean plant nuclear propagating material."
164,590001, Affect; Agricultural Crops; Agriculture; Arthropods; Chemicals; Colorado; Development; Effectiveness; Environment; feeding; Food Safety; Genes; Goals; Growth; Health; Host resistance; Human; improved; Insecta; jasmonate; Mediating; Michigan; Molecular Genetics; Order Coleoptera; pathogen; Pesticides; Plant Diseases; Plant Growth Regulators; Plants; Play; Population; Potato; Process; Productivity; Reliance; Research; Resistance; Role; sound; System; Tissues; Toxin; trait; United States; Waxes; Work; wound,MOLECULAR GENETICS OF PLANT DEFENSE AGAINST INSECTS,USDA,NIFA,,0180263,10/1/2008,9/30/2013,"HOWE, G.",,,193247145.0,MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,48824-1046,UNITED STATES,,,10.203,2009,,,"Arthropod herbivores pose a significant threat to agricultural crops in the United States. In addition to yield losses resulting directly from tissue destruction, these pests play a significant role in transmitting pathogens that cause a variety of plant diseases. Nowhere better are these problems echoed than in the state of Michigan, where pests such as the Colorado potato beetle can cause millions of dollars in crop losses in a single year. Despite the effectiveness of chemical pesticides in controlling herbivore populations, it is widely recognized that many of these compounds adversely affect the environment, food safety, and human health. These considerations justify the need develop alternative pest management strategies that reduce the nation's reliance on environmentally persistent chemicals. One way to achieve this goal is to make greater use of  built-in  plant defense systems that are known to provide durable resistance to a broad spectrum of arthropod pests. For example, physical barriers (e.g., trichomes and cuticular waxes) effectively inhibit feeding by many arthropod herbivores. Other defense traits involve toxins that perturb the insect's growth, or volatile compounds that attract natural predators of the pest. Recent studies indicate that the plant hormone jasmonate (JA) plays a central role in regulating the wound-induced expression of defensive processes that confer durable host resistance. This form of induced resistance has been documented in well over 100 plant species throughout the plant kingdom. The widespread occurrence of induced defenses, together with their effectiveness of thwarting insect attacks, suggests potential applications for improving plant resistance to insect pests. Our research is broadly aimed at identifying genes that play an important role in JA-mediated plant anti-insect defense. Results obtained from this work may find application in the development of environmentally sound strategies for crop protection that benefit agricultural productivity in Michigan and elsewhere."
