Unnamed: 0,PROJECT_ID,PROJECT_TERMS,PROJECT_TITLE,DEPARTMENT,AGENCY,IC_CENTER,PROJECT_NUMBER,PROJECT_START_DATE,PROJECT_END_DATE,CONTACT_PI_PROJECT_LEADER,OTHER_PIS,CONGRESSIONAL_DISTRICT,DUNS_NUMBER,ORGANIZATION_NAME,ORGANIZATION_CITY,ORGANIZATION_STATE,ORGANIZATION_ZIP,ORGANIZATION_COUNTRY,BUDGET_START_DATE,BUDGET_END_DATE,CFDA_CODE,FY,FY_TOTAL_COST,FY_TOTAL_COST_SUB_PROJECTS,ABSTRACT
626,582069, Affect; Allergens; Animals; Arachis hypogaea; Arts; base; Communities; Development; Disease Outbreaks; Domestic Fowls; Economics; Escherichia coli O157; Farming environment; Food; Food Safety; Food Supply; Investigation; Meat; Methods; news; Occupations; pathogen; Peanuts - dietary; Plants; Poultry Products; Process; Research; Salmonella typhimurium; Spinach - dietary; Taxes; Techniques; Technology; Toxin; United States; Ursidae Family; Vegetables,FOOD SAFETY: FARM TO TABLE,USDA,NIFA,,2009-34476-20073,9/1/2008,8/31/2011,"MURIANA, PETER MICHAEL","MARQUIS, BRENT; VANOVERBEKE, DEBORAH LYNN;  HILTON, GRETCHEN; MCGLYNN, WILLIAM",3.0,49987720.0,OKLAHOMA STATE UNIVERSITY STILLWATER,STILLWATER,OK,74078-1030,UNITED STATES,,,10.206,2009,356134.0,,"We see the impact of food safety almost daily now in the local news. Since January 1, 2008 the United States recalled over 60 meat and poultry products equating to 150 million pounds for pathogen contamination alone. Traditionally meat and poultry have been the primary products affected by product recalls, with Escherichia coli O157:H7 in red meat representing the bulk of the pounds recalled. Unfortunately, we are now seeing the traditional pathogens of concern for red meat becoming pathogens of concern for horticulture products. Examples are the discoveries of E. coli O157:H7 in spinach and Salmonella Typhimurium in peanuts. In the past year, over 3,900 peanut containing products have been recalled as a result of a S. Typhimurium outbreak at one processing plant alone. Food Safety recalls affect the producer, processor, and consumer. In the best case scenario it is only an economic hardship that the processor and producer have to bear. In the worst case scenario it results in a company shutting its doors, people losing jobs, a tax base being lost by the community and state, and people losing their lives. Research is being conducted to find processes and technologies that will mitigate the negative impact harmful bacterial pathogens, toxins, and allergens have on our food supply. It encompasses investigations of on-farm treatments to reduce E. coli O157:H7 in both animal and fresh cut vegetable products. It seeks alternative techniques to further reduce this and other equally harmful pathogens/toxins in food products during processing. Finally, it also includes investigations into the development of rapid state-of-the art methods to detect pathogens/toxins/allergens in foods before they make it to the consumer's table."
627,582083, Access to Information; Agriculture; base; Biomass; Censuses; Cereals; County; design; Family; farmer; Farming environment; Food Industry; Growth; Hour; improved; Income; Information Resources Management; interest; Kentucky; Knowledge; Marketing; medical specialties; Organic Food; Outcome; Phase; Play; Potential Energy; Production; Research; Research Personnel; Research Project Grants; Role; skills; Source; Soybeans; success; symposium; System; Tobacco; Universities; Vegetables; web site; Wheat,"NEW CROP OPPORTUNITIES, KY, PHASE X",USDA,NIFA,,2009-34419-19891,8/15/2008,10/14/2010,"HOUTZ, ROBERT L.","DILLON, CARL; SANFORD, DAVID VAN ",6.0,939017877.0,UNIVERSITY OF KENTUCKY,LEXINGTON,KY,40546-0057,UNITED STATES,,,10.206,2009,487059.0,,"Agricultural production is an important part of Kentucky's economy, and tobacco has played a major role. Many of Kentucky's family farms have been highly dependent upon tobacco as a primary source of income. But the number of farms growing tobacco in Kentucky declined 72% from nearly 30,000 in 2002 to 8,112 in 2007. The market value of tobacco sold in Kentucky in 2008 was $382 million, down from $674 million in 2000. Many of Kentucky's farms are small, averaging 164 acres, compared to the U.S. average of 418 acres. There were 85,300 farms in the state in 2008. According to the 2007 census, 67 percent of all Kentucky farms sold less than $10,000 worth of agricultural products. Interest in alternative crops, including horticultural enterprises, has risen dramatically. This interest continues to increase because of the tobacco quota buyout. Horticultural crops offer Kentucky growers potential alternatives. A number of farms have successfully initiated commercial vegetable enterprises. Other farms are seeing the potential success of horticultural crops, but many lack the technical knowledge and management skills for immediate success with these production/marketing systems. Kentucky's grain producers are searching for ways to improve the market value of the crops they grow. Examples of potential specialty grain types include edamame (green vegetable soybean) and soft white winter wheat. An emphasis on bioenergy has increased the need for research on a variety of crops that have potential for energy production, including hulless barley, sweet sorghum, and biomass crops such as switchgrass. Growth in the organic food industry has led to a need for research on organic production of both horticultural and grains crops. This project is designed to develop and deliver Kentucky farmers the knowledge they need to assess new crop opportunities. Eleven horticulture and specialty grains projects will be conducted by researchers at the University of Kentucky as part of this overall New Crop Opportunities, KY, project. The New Crop Opportunities Center will feature a Web site for 24-hour access to information on new crops for Kentucky, including the horticultural and specialty grains crops that are the focus of the Center's research. Center staff will answer questions from Extension agents and farmers, and will distribute new crop information at field days and conferences. The Center will facilitate the packaging of information from its research and other sources for dissemination. The expected outcomes/impacts of this project will be an increase in knowledge among Kentucky farmers and county extension agents about production and marketing systems for a variety of new crops. This increase in knowledge should allow farmers to make informed decisions about which new crops to try, and how to market those crops, based on information available on the Center's research projects, as well as through its crop and marketing profiles. Anticipated benefits include greater profitability for Kentucky's farmers as they successfully transition to a variety of crops that are new to them."
628,582102, Age; Agriculture; Animals; Area; Cattle; Complement; computerized; cost; County; Coupled; Evaluation; Fabaceae; farmer; Farming environment; feeding; Fertility; Fertilizers; Funding; Harvest; Herbicides; Human Resources; improved; Institutes; Maps; Milk; Nitrogen; Pennsylvania; Performance; Photography; Plants; pressure; Price; Production; programs; Proteins; Recruitment Activity; Relative (related person); Research; Research Personnel; research study; Rotation; Secure; Secure; Site; Soil; Soybeans; System; Technology; Testing; tool; Universities; Urea; Volatilization; Work,IMPROVING SUSTAINABLE AGRICULTURE THROUGH ON-FARM RESEARCH AND DEMONSTRATION,USDA,NIFA,,2009-34309-19798,9/1/2008,8/31/2010,"SYLVIA, DAVID","HOOVER, RONALD J",5.0,3403953.0,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,UNIVERSITY PARK,PA,16802-1505,UNITED STATES,,,10.2,2009,123994.0,,"This proposal seeks to continue some projects already begun and to initiate several others in The Pennsylvania State University's On-Farm Research (OFR) program. The proposed and recently initiated research will explore areas to improve sustainability of various production systems. Some will be organic, others will be conventional production. Several cover crop studies presently underway will be continued on several farms. They will be continued through the end of 2008, the termination date for a NE SARE Partnership project that was secured to provide additional support for this work. The focus of cover crop studies will be to reduce weed pressure on cash crops in the rotation and improve soil fertility. Increasing nitrogen production from legumes in an age of increasing energy costs will be a necessity. The OFR coordinator will continue to provide guidance to a county extension educator for a dairy feeding study begun in 2007. The focus of this effort is to demonstrate that through reducing the amount of protein fed lactating dairy cows, animal performance can be maintained and possibly improved while reducing the feeding cost of milking cows. The project is being conducted on ten farms. A Pennsylvania Soybean Promotion board funded project will be initiated during 2009 to develop a soybean network in PA of growers who seek to conduct their own on-farm evaluations. They employ some of the latest computerized planting and harvesting mapping capabilities. Coupled with aerial photography, these tools will aid in the identification of yield and profit-limiting factors in soybean production. Researchers from Penn State and Rodale Institute will continue a project that seeks more consistent performance for farmers who want to grow heavy cover crops and use the relatively new concept of crop rolling to control them. The OFR program is supporting this project through three on-farm sites in PA, NY, and MD. Proven and experimental practices/treatments will be utilized on these private farms to demonstrate the potential for this technology to reduce or eliminate the use of herbicide in a subsequent corn or soybean crop. The recent large increase in fertilizer prices, especially nitrogen, has prompted strong promotion of several products that are added to N fertilizer to reduce losses to volatilization and leaching. Two on-farm studies will be conducted during 2009 to complement one being conducted at the experiment station to quantify relative efficiencies of N utilization when urea is treated with commercially available products. A dairy cropping systems trial, supported by NE SARE, will commence during 2009 at the Agricultural Experiment Station at Penn State. Components of this study, overseen by the OFR program, will be tested on several smaller dairy farms. The OFR coordinator will assist project leaders in recruiting farmers to serve on a project advisory panel. Other areas of research are identified as the on-farm research coordinator continues to discuss production problems and possibilities for collaborative research with producers, county and state Cooperative Extension personnel, PASA organizers, and representatives of other agencies."
629,582121, Alder plant; Amebic colitis; Anemia; Angina Pectoris; Attention; bean; Buffaloberry; Burn injury; Cherokee Indian; Contusions; Coughing; Development; Disease; Ecology; economic value; Ecosystem; Ensure; Eye; Flowers; Food; foot; Fruit; Furuncles; Germination; Gray unit of radiation dose; Growth; Habitats; Harvest; Hemorrhage; improved; Incentives; Inflammation; Malaria; Medicinal Herbs; Native Americans; Nuts; Pesticides; Plants; Play; Population; Production; Property; reproductive; Research; respiratory; Role; Seasons; Seeds; Sister; Skin; Sprain; success; Techniques; Therapeutic; Time; Traditional Medicine; Trees; Tribes; web site,CULTURALLY IMPORTANT PLANTS:NEW PROPAGATION TECHNIQUES FOR DECLINING POPULATIONS,USDA,NIFA,,2009-38424-05618,9/1/2008,8/31/2013,"MURPHY, JONI","FISHER, MEGAN",3.0,27210728.0,HASKELL INDIAN NATIONS UNIVERSITY,LAWRENCE,KS,66046-4817,UNITED STATES,,,10.216000000000001,2009,150000.0,,"Certain plants have always played an important role in Native American culture. There are the Three Sisters: corn, beans, and squash, grown together by the Haudenosaunee, and lodgepole pines, used as the framework for dwellings in the West. Less well known are the varieties of sage and cedar used in the blessing ceremonies of the Potawatomi and Ponca, or the medicinal herbs used by the Creek or the Cherokee. Many of these native plants are in decline. The threats are numerous: introduced pests and diseases, habitat destruction, competition from exotic weeds, misuse of pesticides, inappropriate harvesting. USDA's website, www.plants.usda.gov, lists several thousand plants that are threatened or endangered at the federal or state level. There are 260 plants listed as culturally significant. A comparison of the two lists finds several dozen that are both culturally important and threatened or endangered. Many native plants receive scant attention from breeders and growers. There is little incentive for commercial ventures to put research dollars into projects that have low potential return. Many plants, however, have more than monetary value. They are part of the natural and cultural heritage of this nation and they serve an important part in maintaining the integrity of the ecosystems that sustain native wildlife. The benefit of diversity is one of the cornerstone concepts in ecology. An ecosystem made up of many different species provides stability and a synergistic energy to a habitat. For instance, differences in the timing of plant germination, growth rates, flowering, and fruit/nut/seed production among different species, provides food for a wide variety of wildlife across the growing season. The loss of a wide diversity of plants in favor of a few opportunistic growers diminishes our natural landscapes. This two-year study will investigate new techniques for the propagation of red elm, gray alder and russet buffaloberry. All three of these plants are of cultural significance to Native American tribes because of their medicinal properties. All three of these species have low reproductive rates and subsequent declining populations. Red elm is an upright tree of 60 to 70 feet. It is used to treat skin conditions such as boils, burns, and inflammation. Poultices made from the gummy secretions from the elm's bark were applied to infected wounds. Red elm is also used in traditional medicine to treat respiratory conditions, coughs, and as an eye wash. Gray alder is a tree or shrub used to treat anemia, as a compress or wash for sore eyes, for internal bleeding, sprains, bruises, flux and piles. Russet buffaloberry is a shrub or small tree with dark gray, sometimes spiny branches. The fruits are red and berrylike. It has therapeutic value in treating amoebic dysentery, angina pectoris and malaria. This project will apply cutting-edge propagation techniques to try to improve seed germination or cutting establishment success for these three species. The success of this propagation enhancement project will be determined by the development of new techniques that will help ensure the long term survival of these culturally significant species."
630,582132, Address; Adopted; Arachis hypogaea; Area; cost effectiveness; Decision Aid; density; Development; Ecology; Economics; Environment; Goals; Gossypium; Habitats; Health; holistic approach; Human; improved; Injury; Insecta; Insecticides; Lead; Location; Maps; Methods; Peanuts - dietary; Pesticides; Plants; Population; Practice Management; prevent; programs; Risk; Sampling; Savings; Seasons; Source; South Carolina; Soybeans; sucking; Time; trend; United States; Wheat; Work,FARMSCAPE ECOLOGY OF STINK BUGS AND THE DEVELOPMENT OF ENVIRONMENTALLY FRIENDLY CONTROL STRATEGIES,USDA,NIFA,,2009-34103-19813,8/1/2008,7/31/2010,"REAY-JONES, FRANCIS","GREENE, JEREMY",3.0,42629816.0,CLEMSON UNIVERSITY,CLEMSON,SC,29634-0001,UNITED STATES,,,10.2,2009,139711.0,,"The management of stink bugs on all field crops currently relies on scouting and the use of insecticides. Frequency of insecticide applications to manage sucking bugs (stink bugs and plant bugs) in cotton has increased from 1/ha in 1992 to 3/ha in 2005. To reverse this trend in cotton and other crops, improved control strategies of stink bugs are needed, which require a better understanding of the ecology of the main stink bug species. This work will (1) provide key information on the ecology of the main stink bug pests and their natural enemies in the Southeast, and (2) evaluate a method for substantially reducing insecticide use to manage stink bugs in cotton, a major susceptible crop in the Southeast United States. To determine the qualitative and quantitative changes in populations at the spatial scale of the farmscape, both stink bugs and their natural enemies will be sampled on their main crop hosts (cotton, soybeans, corn, peanuts and wheat) and alternate host plants. A holistic approach to stink bug management is needed, as these insects develop on a sequence of hosts and crops throughout the season. The spatial and temporal dynamics of stink bugs and their natural enemies across the farmscape in both South Carolina and Georgia will be studied (objective 1), which will lead to improved sampling as a function of within field location and surrounding vegetation. GPS coordinates of fields and sampling locations will allow the use of geostatistical methods. A major concept of studying stink bugs at the farmscape scale is to consider simultaneously the source and sink effects of a variety of habitats and crops. The second objective will evaluate in-field border applications of insecticide in cotton to manage stink bugs. We know that stink bugs infest cotton fields from the edge first, and then move towards the interior of the field. Rather than applying insecticides over the entire field, applications will be made only for border populations upon first signs of damage, which may prevent the need to treat the entire field. Stink bug densities and associated injury to cotton bolls will be recorded throughout the season. The pesticide savings would be important from the perspective of reducing active ingredient applications, reduced time to make applications, and finally conserving natural enemies by not treating the entire field. The cost effectiveness of this management strategy will be assessed. This project will address two priority areas defined by the Southern Region Information Exchange Group for Integrated Pest Management (IPM) (SERA003-IPM) in 2007: (1) Managing sucking bugs using ecological approaches, (2) Development of decision aids for management of pests for all crops. The objectives of this multistate proposal with an integrated approach fit well with the goal of the National IPM Program as presented in the IPM Road Map:  to improve the economic benefits of adopting IPM practices and to reduce potential risks to human health and the environment caused by the pests themselves or by the use of pest management practices. "
631,582141, Active Learning; Africa; African; Agriculture; base; bean; Breeding; college; Communities; design; Development; Disease; disorder control; Eastern Africa; Economics; Environment; experience; Faculty; Food; graduate student; International; Knowledge; Laboratories; Learning; Malawi; Methodology; Methods; Mozambique; multidisciplinary; Phosphorous; Phosphorus; Production; Science; Social Network; social science research; Soybeans; Students; Survey Methodology; Surveys; System; Tanzania; Training,AG 2 AFRICA: DEVELOPMENT OF AN INTERNATIONAL-US LEARNING LABORATORY,USDA,NIFA,,2009-51160-05490,9/1/2009,8/31/2010,"FINDEIS, JILL L.","SHARMA, AMIT; DEMEKE, BAYOU; SMITH, RACHEL",5.0,3403953.0,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,UNIVERSITY PARK,PA,16802-1505,UNITED STATES,,,10.212,2009,66014.0,,"The ISE project, Ag 2 Africa, involves development of a field-based learning laboratory in Eastern Africa. The project is designed to build knowledge and experience using economic and social network methods, survey methods, and systems science to understand important interrelationships among food production, distribution and disease control. Ag 2 Africa integrates Penn State upper-level undergraduate students into multidisciplinary science-social science research now underway by a team of faculty and graduate students on low-phosphorous soybean/common bean breeding, supply and value chain development, and disease control in Eastern Africa (Mozambique, Malawi, and Tanzania). Further, to have an even greater impact on students and to directly benefit producers in the US, the proposed project involves a US component using the same methods and a systems approach to understand 1) food system-disease interactions and 2) barriers to supply and value chain development supporting agriculture. Both issues concern agricultural producers and processors locally. Finally, the African and US field experiences are integrated with training in the new Community, Environment and Development major in the College of Agricultural Sciences at Penn State. Taken together, the complementary field-based experiential learning in Africa and the US are expected to strengthen the competencies of Penn State students in survey and network science-based methodologies and systems approaches needed to solve important problems facing agriculture in an interconnected world."
632,582145, Address; Affect; Arachis hypogaea; Bacillus anthracis; Bacteriophages; base; Biosensor; Complex; Detection; Dust; Ensure; Equipment and supply inventories; Excision; Food; Food Contamination; Food Safety; Food Supply; Goals; Grant; improved; Information Technology; Methodology; Methods; particle; pathogen; Pathogen detection; Peanuts - dietary; Plants; Process; Research; Salmonella; sensor; Source; Spinach - dietary; stem; System; Technology; Time; Tomatoes; United States; Wireless Technology,"DETECTION AND FOOD SAFETY, AL",USDA,NIFA,,2009-34605-19805,8/1/2008,7/31/2013,"CHIN, BRYAN","CONNER, DONALD; VODYANOY, VITALY",3.0,66470972.0,AUBURN UNIVERSITY AT AUBURN,AUBURN UNIVERSITY,AL,36849-0001,UNITED STATES,,,10.206,2009,1629638.0,,"The U.S. food supply chain is one of the most complex delivery systems in the world. Ensuring the safety of the food from naturally occurring or deliberate acts of contamination is a national priority that affects all citizens of these United States. The principal impediments to identification and removal of unsafe food include the lack of rapid food pathogen detection methods, a cumbersome inventory-traceability system, and the inability to identify the source of the problem requiring correction. Recent instances of food contamination stemming from Salmonella contamination in the field (spinach and tomatoes) and during plant processing (peanuts) have emphasized the need for new detection methodologies. The research being conducted under this grant seeks to address these contaminations with introduction of the Magnetoelastic Phage-Based Biosensor. These biosensors are smaller than particles of dust, wireless, require no on-board power, are biodegradable, and are inexpensive. These biosensors may be sowed onto plants in the field and then analyzed to detect the presence of pathogens such as Salmonella or Bacillus anthracis on the leaves of crops such as spinach and tomatoes. New phage-based detection technologies with anticipated detection limits several orders of magnitude better and with shelf-lives up to five times longer are also being investigated. The goal is to improve our ability to detect naturally or deliberate contaminations of our food supply through improved sensor and information technologies."
633,582146, Agriculture; Award; base; Breeding; Chickpea (food); Communication; Development; Disease; Fabaceae; Food; Funding; Grant; Idaho; Industry; Insecta; Interdisciplinary Study; interest; Lentils - dietary; meetings; Nematoda; North Dakota; northern plains; Pacific Northwest; Physiologic pulse; Pisum sativum; Production; programs; Qualifying; Request for Proposals; Research; Research Project Grants; Research Support; Resources; Scientist; Seasons; Soil; System; Technology; Universities; Washington; water quality,"COOL SEASON LEGUME RESEARCH - IDAHO, NORTH DAKOTA AND WASHINGTON (FY2009)",USDA,NIFA,,2009-34239-19898,7/15/2008,7/14/2011,"BOHACH, GREGORY A",,1.0,75746271.0,UNIVERSITY OF IDAHO,MOSCOW,ID,83844-0001,UNITED STATES,,,10.2,2009,219087.0,,"The USDA-CSREES Cool Season Food Legume Grant will stimulate critical research and extension activities focused in rapidly growing agriculture regions, the Pacific Northwest and Northern Plains. Pulse crops are grown on over 900,000 acres and their value is $115 million each year. This USDA-CSREES special research grant will cooperatively and successfully stimulate and support the development and implementation of cool season food legume production, crop management systems and technology. The technology being generated is essential for the pea, lentil, and chickpea industries to remain competitive and profitable. Research being conducted cooperatively by federal and state university scientists focuses on identification of genetically superior varieties in the breeding program; management of nematodes, insects, plan disease and weeds; the reduction of soil erosion and improvement of water quality; and the development of value-added new products and new uses. Funding received from the CSLFRP will provide support for research on a regional basis and, thus, efficiently enhance limited state and industrial resources. These special research grant funds are awarded on a competitive basis via a request for proposals (RFP) that is directed to qualified scientists who are involved or interested in cool season food legume research. Emphasis is placed upon meeting the needs of producers and upon collaborative, multidisciplinary research projects that encourage team-building and communication among the scientists."
634,582166, Agriculture; Air; Area; base; California; Cities; Communities; Complex; Development; Economics; Educational workshop; Environment; Environmental Risk Factor; Farming environment; Fruit; Funding; Goals; Hand; Human; Information Management; International; Interview; Knowledge; Knowledge acquisition; Marketing; Measures; medical specialties; meetings; Methodology; Monitor; Municipalities; Nuts; Online Systems; Outcome; outreach; Pattern; Pesticides; Population; programs; Reporting; Research; Resources; Rosa; Sales; sound; Surveys; System; United States; Universities; Vegetables; Water; Work,"FY2009 EIPM-CS COORDINATION PROJECT, CA (UC): IPM FOR CALIFORNIA`S COMMUNITIES AND AGRICULTURE",USDA,NIFA,,2009-41534-05495,5/15/2008,5/14/2013,"AL-KHATIB, KASSIM","PICKEL, CAROLYN; STRAND, JOYCE F. ",9.0,47120084.0,UNIVERSITY OF CALIFORNIA DAVIS,OAKLAND,CA,94607-5201,UNITED STATES,,,10.5,2009,262937.0,,"California has more than 36 million residents, about 12.5% of the population of the United States, and 3 of the 10 largest cities in the U.S. The state grows more than half of the nation's fruits, nuts, and vegetables, many of which are produced only in California. More than 350 commercial crops are grown in the state, with cash receipts from farm marketing rose to a record high of $31.8 billion in 2004, representing 13.2% of the U.S. total?more than the second and third producing states combined. There were 77,000 farms and ranches (26.7 million acres) in California in 2004, with an average farm size of 347 acres and average farm sales of $413,000. Developing and delivering pest management information to meet the needs of such a large, complex, and diverse environment is a challenge. For nearly 30 years, University of California?s Statewide Integrated Pest Management (UC IPM) Program has helped to develop a network that supports pest management research, incorporates research results into relevant and practical products, and delivers these products to constituents as part of IPM programs, including a large national and international audience. Through the close interaction with stakeholders, teams are formed to prioritize key IPM issues, identify gaps in research and extension, develop and deliver information, knowledge, and practices through workshops, field meetings, hands-on demonstrations, and web-based outreach. Short- and intermediate-term outcomes will be measured using audience survey, knowledge acquisition methodology, web-based survey instruments, interviews and product use patterns. Long-term impacts may be measured using Pesticide Use Reporting, water and air quality monitoring via partnerships with other public agencies. UC IPM programs have always targeted the goals represented by the National IPM Roadmap. Our current activities focus on the development and delivery of economic and environmentally sound IPM systems to limit human and environmental risks caused by pest management activities. This has required a close partnership with water boards, water coalitions, CDPR, and USDA NRCS, local municipalities, water agencies, and the UC Master Gardener Program. Smith-Lever 3(d) IPM funding has been an important part of the resource base to support the development and delivery of IPM in California. We are proposing work in areas of emphasis that represent agriculture (agronomic and high value specialty crops), conservation partnerships, recreational areas and parks, and urban and consumers."
635,582179, Agriculture; Arachis hypogaea; Economics; Employment; Ensure; Fiber; Food; Gossypium; Industry; Outcome; Peanuts - dietary; Pecans; Production; programs; Research Infrastructure; Sales; Services; success; Vegetables,IPM IN GEORGIA,USDA,NIFA,,2009-41534-05508,9/1/2008,8/31/2009,"GUILLEBEAU, PAUL","SPARKS, ALTON N.;  DAN, HORTON; HINKLE, NANCY",10.0,619003127.0,UNIVERSITY OF GEORGIA,ATHENS,GA,30602-0000,UNITED STATES,,,10.5,2009,323568.0,,"Production of food and fiber in GA ranks first among all economic sectors with annual sales greater than $92 billion. Total value added is the third greatest sector ($34,287 billion)after 1) wholesale and retail trade other than food, and 2) the aggregate financial, real estate and rental services. Virtually all commodities produced in Georgia require successful pest management programs for profitable production. The purpose of the project is to maintain an IPM infrastructure that will ensure the success of GA agricultural industries and provide successful IPM programs. The outcomes and impacts will be the continued production of several crops and commodities which comprise a major sector of our agricultural economy and in which Georgia is a regional and nationalproduction leader, Examples include pecans, peanuts,cotton, vegetables, and pooultry. These commodities and the associated value added activities provide employment for a significant percentage of our workforce."
636,582204, Address; Agriculture; Avena sativa; bean; Beta vulgaris; Cereals; Climate; combat; Diagnostic; Disease; Disease Outbreaks; Education; Electronics; Entomology; Fabaceae; Family; farmer; Flax; Fusarium; Head; Helianthus species; Herbicides; indexing; Industrial fungicide; Industry; Insecticides; Lentils - dietary; Modeling; North Dakota; Oats; outreach; Pesticides; Pisum sativum; Plants; Potato; Practice Management; Production; programs; Questionnaires; Reporting; Research; Resources; Seasons; Services; Soybeans; statistics; Surveys; tool; Wheat,NORTH DAKOTA EIPM COORDINATION PROJECT PROPOSAL,USDA,NIFA,,2009-41534-05450,9/1/2008,8/31/2013,"MCMULLEN, MARCIA","KNODEL, JANET J.;  RANSOM, JOEL K.;  KINZER, KASIA; KALB, THOMAS J. ",0.0,803882299.0,NORTH DAKOTA STATE UNIVERSITY,FARGO,ND,58102-3400,UNITED STATES,,,10.306,2009,106788.0,,"ND has critical needs and for IPM information: Those needs include the following: 30,000 family farmers produce grain, legume, and oilseed crops on > 25 million acres. ND is number one in US production of 10 crops - durum wheat and hard red spring wheat, barley, oats, flax, all dry edible beans, dry edible peas, lentils, sunflower, and canola - is third in sugar beet, fourth in potato, and ninth in soybean (ND Ag. Statistics No. 77, 2008). The value of all crops ranges from $ 4 to $ 6.5 billion/year (ND Ag. Statistics No. 77, 2008). Pest problems may severely impact yield and quality any given year, threatening the economy of the state and region, and export capacity. Examples: Fusarium head blight of wheat and barley resulted in several billion dollars loss to the state's economy from 1993-2005 (Nganje et. al., 2004; McMullen, 2005); other pests impact crops each year (Sugarbeet Research and Extension Report, http://www.sbreb.org; ND Crop and Pest Report (http://www.ag.ndsu.nodak.edu/aginfo/entomology/ndsucpr/index.htm). ND producers use pesticides as one management tool to combat pest outbreaks. For example, in 2004, 45.4% of cropland was sprayed with herbicides, 2.3% with insecticides, and 5.4% with fungicides (Pesticide Use and Pest Management Practices Survey in ND, 2004). This survey also showed that ND producers increased their use of IPM practices, such as use of field scouting and forecasting models, between 2000 and 2004 surveys. ND has a short growing season and a harsh winter climate. Citizens place high value on urban plantings which can survive the winter and which are relatively free of pest problems. A recent electronic questionnaire about urban IPM needs, sent to extension educators in 8 states of the High Plains region, including ND, indicated that almost 40% of their pest questions. This IPM project addresses those critical needs, by coordinating a statewide IPM program, providing collaborative efforts in pest management education across two states for two key crops, wheat and soybean, by demonstrating the value of integrated strategies for controlling a key disease of wheat, Fusarium head blight, by supporting the valuable resource of the NDSU Diagnostic Lab that services agriculture, homeowners, and the ornamental industry, and by increasing the outreach capabilities of the Urban IPM programs."
637,582207, Adoption; Alabama; Ants; Applied Research; Arachis hypogaea; Area; Cereals; Citrus; Collaborations; Communication; Communities; Diagnostic; Discipline; Environment; Evaluation; Farming environment; Fire - disasters; Food; Fostering; fruits and vegetables; Funding; Goals; Gossypium; Health; Housing; Human; Institution; Monitor; Outcome; outreach program; Peach; Peanuts - dietary; Pesticide Residues; Pesticides; Positioning Attribute; Production; programs; Reporting; Research; Risk; Schools; Services; Soybeans; Specialist; Surveys; System; Tomatoes; Training; Universities; Vegetables,EXTENSION IPM COORDINATION PROGRAM FOR AUBURN UNIVERSITY AND ALABAMA COOPERATIVE EXTENSION SYSTEM,USDA,NIFA,,2009-41534-05448,9/1/2008,8/31/2013,"FADAMIRO, HENRY Y.","MONKS, DALE; SIKORA, EDWARD; MULLEN, JACKIE; FLANDERS, KATHY; BOOTH, LAURA B.;  HU, XING",3.0,66470972.0,AUBURN UNIVERSITY AT AUBURN,AUBURN UNIVERSITY,AL,36849-0001,UNITED STATES,,,10.5,2009,247541.0,,"This project provides funding support for the Alabama IPM program at Auburn University and Alabama Cooperative Extension Service. Alabama currently has active IPM programs in the following key commodity areas/settings: agronomic/row crops (e.g., grain crops, soybeans, and peanuts), cotton, fruit and vegetable crops (e.g., citrus, peaches, tomato, cruciferous crops, and organic vegetable production), fire ants, and school/community IPM. We have active applied research programs and have established a team of extension/research IPM specialists with expertise from across all pest disciplines in most of these areas. General IPM-related activities in Alabama include evaluation and training of clientele, stakeholders and extension agents on IPM tactics, and applied research. Survey programs are active in most areas to detect introduced and exotic pests. The project will allow the IPM Coordinator to continue to perform the numerous duties related to the position including communication, outreach, and program administration. The project will facilitate increased IPM implementation in our established IPM programs in agronomic crops, cotton, fruit and vegetable crops, and School IPM, as well as support expansion of the program into new areas such as IPM support for pest diagnostics and IPM partnerships in wide-area pest monitoring and reporting systems. It will also support increased collaboration with Alabama's 1890 institutions (Alabama A & M and Tuskegee Universities). The project will enhance the goals of the National IPM Roadmap by enhancing timely access of growers and other stakeholders to IPM information and fostering communication among IPM stakeholders. Expected outcomes of this program include increased adoption and implementation of environmentally friendly and economically sustainable IPM tactics and programs in Alabama, increased profitability of Alabama farms, reduced pesticide residues in foods, reduced pesticide use in schools and housing, reduced potential for human health risks from pests and pesticides, and a safer environment."
