,ABSTRACT,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
10,"Objective(s): Through basic and applied research, new technologies for converting rice bran, hulls, endosperm components, in situ and isolated, into high value, high demand products that incorporate their unique nutritional and functional properties will be developed targeting the following objectives: 1) develop technologies for health-beneficial products from rice bran and hulls; and 2) develop technologies for rice-sweet potato products.Approach:Physical and chemical methodologies will be employed for converting rice bran, rice hulls and their components into value-added products.  Anticipated new processes and value-added products are: 1) efficient, environmentally-friendly processes for extraction of protein from full-fat and defatted rice bran for infant formulations, nutritional supplements, and food ingredients; 2) rice wax, bran, and hull fractions with desirable functional and health-beneficial properties (e.g., cholesterol-lowering, anti-oxidative); and 3) gluten-free rice and rice -sweet potato products with enhanced nutritional (e.g., vitamin- and antioxidant-rich, cholesterol-lowering) and unique functional (e.g., low oil-uptake) properties.",0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
11,"Objective(s): While extensive fundamental research on fungal pathogens of insects has been conducted worldwide, much remains unknown with respect to how these pathogens survive and successfully infect their insect hosts in various environments and how they can best be used for pest management. The goal of this project is to develop and integrate fungi with other organisms for management of key insect pests of greenhouse and other cropping systems, including the invasive pest emerald ash borer.  Our objectives are to 1) develop fundamental knowledge of insect-fungus interactions to identify factors that characterize virulence, 2) improve virulence and efficacy of entomopathogenic hyphomycete fungi, and 3) Integrate fungi into insect pest management systems.Approach:The goals of this project are to increase fundamental knowledge of insect-pathogenic fungi and use that knowledge to develop these pathogens as biological control agents. This work encompasses fundamental as well as applied greenhouse and field research. This project will provide basic information on insect mycoses and lead to incorporation of fungi as tools in pest management. Fungi used in this way will provide safe, effective biological alternatives to synthetic chemical insecticides. Laboratory research will be focused on factors that affect fungal viability, infectivity and insect susceptibility. We will also study fungal strain differentiation to facilitate identification of isolates recovered from test plots and evaluate the probability and consequences of strain recombination in vivo and in vitro. In studies of greenhouse crops, we will determine effectiveness of fungi against aphids on a variety of bedding and potted flowering plants of commercial importance in the Northeast. We will determine the effectiveness of commercially available and novel fungal strains and evaluate the suitability of integrating fungi with other biocontrol agents for more effective control. In field studies with the Colorado potato beetle on potatoes, we will investigate alternative application schemes for fungi and determine the efficacy of interactions of fungi with other pest control methods. We will use this field system as a model to evaluate the impact of inundative releases of a fungal biocontrol agent on indigenous conspecific strains. Findings will aid in assessing risks associated with this approach to microbial control.  For studies of the emerald ash borer, we will assess the impact of fungal applications to determine fungal infection mechanisms.  We will use this information to improve the use and impact of these methods for management of this invasive pest.",0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
12,"Objective(s): 1. Determine the prevalence, diversity, and quantity of bacteria associated with organic as compared to conventional fresh produce in Maryland and Virginia.2. Determine colonization and survival rates of bacterial pathogens associated with selected organic and conventional fresh produce.3. Investigate the mechanism(s) of introduction and transference of E. coli O157:H7 to lettuce and leafy greens during growing, harvest, postharvest handlings and processing operations.4. Determine the persistence and survival of Escherichia coli O157:H7 on fresh and fresh-cut leafy green produce.5. Compare the extent of enteric pathogen transmission by a chewing insect, Colorado Potato Beetle, in organically- and conventionally-grown produce.Approach:A farm-based investigation will be conducted to assess the prevalence, diversity, and quantity of epi- and endophytic saprophytes and gastroenteric bacteria associated with organic as compared to conventional fresh produce.  Bacterial analyses will include use of microbial cultural and molecular methods to characterize the enteric and saprophytic microflora on fresh market produce types most commonly reported in foodborne illness outbreaks: tomatoes, salad greens:  lettuce, arugula, mesculin, spinach, beets; herbs: basil, cilantro, parsley; strawberries; cucurbits: cucumbers and melons.  In addition, practices at each farm will be identified and characterized to associate analytical results with microbial quality of farm inputs and operations. Bacterial analysis will include total aerobic heterotrophic bacteria, enteric bacteria (coliforms), Aeromonas spp., Bacillus cereus, C. perfringens, E. coli, Enterococcus spp., L. monocytogenes, and Salmonella.  Microbial community analysis of epi- and endophytic bacteria by DGGE will be used for tomato fruit and salad greens from organic and conventional farms. Growth chamber and field plot experiments will be conducted to establish the pathogen concentrations required to establish populations that survive on different plants (e.g., tomatoes, greena, basil, scallions, carrots, and strawberries).  Survival of pathogens (Aeromonas, EHEC, L. monocytogenes, and Salmonella) on/in plants grown in organic and conventional soils with composted or aged manure (spike with pathogens) and irrigated with contaminated river water or sprayed with compost tea will be determined by enrichment and enumeration of rhizosphere, cortical root tissue, and/or on the edible portion of plants. Organic practices that can prevent pathogen growth in compost tea and internal plant tissues will be evaluated in growth chamber and field studies with tomato.  Finally, the potential for a chewing insect, Colorado Potato Beetle, to transfer bacterial pathogens to the surface and interior tissue of tomato plants and initiate systemic colonization will be investigated for organic and conventional production methods.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
13,"Objective(s): 1)	Develop improved management strategies for enhancing nutrient use efficiencies to produce crops on irrigated land.	2)	Develop management practices to effectively and efficiently use amendments in irrigated systems.a.	Polyacrylamide (PAM), biopolymers, surfactants, alum, etc.1.	Extend the beneficial effects of subsoil barrier-disruption tillage through several growing seasons without the need for additional subsoil tillage.2.	Determine the effects of a new class of soil surfactants on infiltration, erosion, water retention, aggregate stability and soil strength. 3.	Determine if the surface application of alum to sites receiving manure and fertilizer application can be used to sequester excess phosphorus and reduce phosphorus export from irrigated fields.4.	Identify and conduct field tests to verify efficacy of one or more biopolymers for use in water clarification and erosion control.5.	Compare the effectiveness of emulsion vs granular PAM for erosion control and infiltration enhancement over consecutive, multiple-year applications; and characterize soil and field properties effecting PAM efficacy.b.	Manure1.	Determine dissolved organic carbon losses occurring under traditional vs dairy-manure fertilizer applications on furrow-irrigated, calcareous soils.2.	Assess the use of composted dairy manure and whey for improving surface soil structure. 3.	Develop soil management systems for utilizing manure and/or compost to increase infiltration and reduce surface sealing and crusting4.	Determine the influence of roller harrow (shallow; 5 cm) and chisel (deep; 20 cm) tillage in combination with high and low applications of dairy manure to irrigated agricultural land managed for organic C sequestration in soil. (This objective contributes to the GRACEnet CLEAR project.)The objective of this research will be to determine the influence of roller harrow (shallow; 5 cm) and chisel (deep; 20 cm) tillage in combination with high and low applications of dairy manure to irrigated agricultural land managed for organic C sequestration in soil. 3)	Determine irrigation-specific runoff, intake and infiltration relationships needed for irrigation design, management, and development of an irrigation-induced erosion model.Approach:Objective 1a. Develop K fertilization and management guidelines for irrigated row crops with initial emphasis on K in potato production.Objective 1b.i)	Determine ruminant animal consumption of alfalfa hay cut at 3-hour intervals.ii)	Evaluate milk yields when cows are fed total mixed rations (TMR) containing PM- and AM-cut alfalfa hay. iii) Determine dry matter intake and weight gain by lambs offered TMRs containing PM and AM-cut alfalfa.Objective 2a1.  Extend the beneficial effects of subsoil barrier-disruption tillage through several growing seasons without the need for additional subsoil tillage.Objective 2a2.  Determine the effects of a new class of soil surfactants on infiltration, erosion water retention, aggregate stability and soil strength.Objective 2a3.  Determine if the surface application of alum to sites receiving manure and fertilizer application can be used to sequester excess phosphorus and reduce phosphorus export from irrigated fields.Objective 2a4.  Identify and conduct field tests to verify efficacy of one or more biopolymers for use in water clarification and erosion control.Objective 2a5.  Compare the effectiveness of emulsion vs granular PAM for erosion control and infiltration enhancement over consecutive, multiple-year applications; and characterize soil and field properties effecting PAM efficacy.Objective 2b1.  Determine how recent dairy manure applications influence the amount of dissolved organic carbon moving into the vadose zone beneath furrow irrigated calcareous soils.Objective 2b2.  Assess the use of composted dairy manure and whey for improving surface soil structure. Objective 2b3.  Develop soil management systems for utilizing manure and/or compost to increase infiltration and reduce surface sealing and crusting.Objective 2b4.  The objective of this research will be to determine the influence of roller harrow (shallow; 5 cm) and chisel (deep; 20 cm) tillage in combination with high and low applications of dairy manure to irrigated agricultural land managed for organic C sequestration in soil.Objective 3.  Determine irrigation-specific runoff, intake and infiltration relationships needed for irrigation design and management, and development of an irrigation-induced erosion model.  Replacing 5368-12000-008-00D.",0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
14,"Objective(s): Objective 1: Characterize genetic differences in isolates of plant pathogenic streptomycetesand Phytophthora using targeted PCR, markers, regional genome sequencing and biological assays.Sub-objectives: a.	Characterize populations of Streptomyces causing common scab in the U.S., using PCR and regional genome sequencing of 16s ribosomal RNA genes and genes from the pathogenicity island.b.	Identify and characterize genes and corresponding gene product proteins, peptides and other compounds produced by Streptomyces and Phytophthora that may contribute to pathogenicity.c.	Identify critical components of pathogen genetic variability contributing to variation in severity of common scab and late blight.d.	Identify critical components in the genetic variability of Phytophthora infestans which contributes to variation in disease severity.Objective 2: Characterize genetic differences in disease resistance of solanaceous hosts inresponse to Phytophthora and Streptomyces scabies.Sub-objectives: a.	Characterize differences in gene expression in both hosts and pathogens to identify pathogenicity determinants, applying RT-PCR, microarray analysis, and functional genomics.b.	Map genes for resistance to common scab onto potato chromosomes, and develop molecular markers for common scab resistance.Objective 3: Identify plant defense responses in tomato induced by the biocontrol agent F. oxysporum strain CS-20 and determine their contribution to observed biocontrol of Fusarium wilt.  Other biocontrol-host-pathogen systems and biocontrol mechanisms will be included as time and resources permit, and as indicated by results.  Objective 4: Identify and characterize genetic traits and gene expression related to biocontrol ability in the biocontrol fungus F. oxysporum strain CS-20.    Objective 5: Characterize interactions between the biocontrol fungus F. oxysporum strain CS-20 and other components of the tomato rhizosphere community.    Approach:Characterization of genetic differences in isolates of plant pathogenic streptomycetes and Phytophthora will be performed using targeted PCR, markers, regional genome sequencing and biological assays. Populations of Streptomyces causing common scab in the U.S. will be characterized, using PCR and regional genome sequencing of 16S ribosomal RNA genes and genes from the pathogenicity island. Genes and corresponding gene product proteins, peptides and other compounds produced by Streptomyces and Phytophthora that may contribute to pathogenicity will be identified and characterized. Critical components of pathogen genetic variability contributing to variation in severity of common scab and late blight will also be identified. Additionally, genetic differences in disease resistance of solanaceous hosts in response to Phytophthora and Streptomyces scabies are to be characterized, utilizing differences in gene expression in both hosts and pathogens to identify pathogenicity determinants, applying RT-PCR, microarray analysis, and functional genomics. Genes for resistance to common scab will be mapped onto potato chromosomes, and molecular markers for common scab resistance developed.  BL1/BL1-P  03/20/07.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
15,"Objective(s): Effective genetic strategies are needed to address major crop loss due to pathogen disease and provide alternatives to current chemically based crop protection strategies that impose human health and environmental risks. The long-term objective of this project is to gain an improved understanding of the structure, function and evolution of key components of the plant innate immune system for strategic deployment of key components of this highly regulated system to reduce the threat of crop loss by pathogens. Our specific objectives are to use evolutionary models and molecular-genetic strategies to identify durable pathogen resistance genes, to use genomics and genetics to identify and understand functional and regulatory components of the plant innate immune system, and to use comparative structural and functional genomics to understand the mechanism of induction and function of cellular and systemic events that constitute effective induced defense responses and plant innate immunity. Identification of functional and regulatory components of the innate immune system, and understanding the process of induction of defense responses will provide the conceptual base for deploying strategies for broad-spectrum resistance.Approach:  1. Use an evolutionary model developed by this project, in combination with positional cloning, to isolate the PVX resistance gene, Nb.   Develop DNA markers for fine genetic mapping of the virus disease resistance locus Nb.    Develop PCR methods to isolate candidate disease resistance locus Nb. Perform complementation tests for functional confirmation of Nb isolation. Test performance of Nb in potato cultivars.2. Identify and analyze transposable elements in the Solanaceae and assess their impact on gene expression in plant innate immunity.   Perform comparative analysis of Solanaceae genomic sequences to identify repetitive transposable element-derived sequences inserted within R-gene hotspots and other genes and intergenic regions for further exploration of their role in structural diversity and genome evolution.   Explore transcription of MITE-derive candidate regulatory sequences by  mining Solanaceae EST databases for the presence of MITE sequences.   Explore functional role of candidate MITE sequences in biotic stress by: identifying MITE-derived small RNAs, studying their biogenesis and comparing expression of MITE small RNAs and their candidate targets in biotically challenged and unchallenged wild-type and RNAi plant lines.3. Understand induced defense responses associated with plant innate immunity by studying host and pathogen effector interaction with cell proteins.  BSL-1; 7/1/06  REPLACES: 5335-21000-006-00D (04/07).",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
16,"Objective(s): Research of this project will focus on genetics and genomics of sweet potato and other speciality crops for improved quality and resistance to biotic and abiotic factors and enhanced nutrition.  Objectives are as follows:  1) develop new sweet potato germplasm that are suited to nutritional needs and consumer-ready product development; and 2) develop superior sweet potato and specialty crop germplasm to replace older varieties that decline in vigor due to biotic and abiotic stresses.Approach:Identify and map genes associated with desirable phenotypic traits (e.g. enhanced nutrition, resistance to biotic or abiotic stress) that will result in the development of superior sweet potato and specialty crop germplasm.  Gene identification will be through various techniques like EST libraries from key tissues, differential gene expression studies, or candidate gene isolation.  DNA molecular markers will be developed and utilized to assist in the mapping of chosen phynotypic traits which can be further used for marker assisted selection for enhanced development of superior germplasm.  Development of a genetic map based on DNA markers might be utilized to assist in mapping phynotypic traits.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
17,"Objective(s): Objective 1:  Discover and develop new biocontrol agents that are active against an emerging disease, such as pink rot in stored potato tubers or sudden death syndrome of soybeans, and that possess superior potential for commercial development.Objective 2:  For newly identified biocontrol agents and/or currently researched agents active against Fusarium head blight or storage maladies of potato tubers, devise methodologies that optimize cell production and efficacy.  Objective 3:  Develop and characterize the impact of culture variants, cultivation conditions or formulation protocols that proactively enhance convective drying, storage, rehydration, and deployment success of antagonist biomass. The encompassing objective of this project is to elucidate the impact of fermentation and formulation on the fundamental nature of biomass efficacy and tolerance of stress during the processing and deployment of biocontrol agents in order to facilitate overcoming this crucial hurdle in biocontrol product development.  Two subobjectives for main objectives 2 and 3 further clarify our research strategy and are presented in the ôApproach and Research Proceduresö section.  Our research team is pleased to possess a unique blend of expertise and interactive research experience in plant pathology, chemical engineering, biochemistry and molecular biology to draw on in advancing this research plan.Approach:Assay whole microbial populations or individual candidate antagonist strains selected from key infection sites of pink rot on stored potato tubers against the pathogen using whole tuber bioassays that mimic natural infection conditions.  Industrial economics and market needs will be considered in crafting novel screens to select optimal biocontrol products and manufacturing processes.  Use batch liquid cultivation techniques to develop biomass production media and protocols to maximize biomass quantity and quality, efficacy, survival of processing (dewatering and/or drying processes such as freeze-, air-, or spray-drying), formulation and storage, and host compatibility.  Selected Gram negative and positive bacterial strains shown to be superior in reducing Fusarium head blight of wheat and potato maladies will be screened for excretion of active antifungal compounds.  Utilize DNA microarray technology to discover genes involved in biocontrol agent cell response to environmental stresses, especially those encountered during drying.  Employ knowledge of stress-response genes to design novel reporter-gene technologies, microbial cultivation protocols, and down-stream processing systems to foster and retain desired gene expression for surviving stress.",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
18,"Objective(s): The long-term objective of this project is to develop an improved understanding of how endemic and emerging pathotypes of nematodes and viruses become established and are subsequently maintained in potato and grain crops. This knowledge is critical to the development of effective and sustainable control strategies, and obtaining this knowledge has become more imperative due to recent events. The emergence of new pathotypes of the golden potato cyst nematode (GN, Globodera rostochiensis), has raised new concerns about the ability of scientists and regulatory agencies to detect the nematode and about the continued effectiveness of current quarantine and management strategies. Similarly, national surveys of Potato virus Y (PVY) in seed potato production areas indicate an increase in the genetic diversity of PVY and emergence of necrotic forms of the virus. All of these findings are restricting interstate and international movement of potatoes. Over the next 5 years we will focus on the following objectives: Objective 1: Improved detection and characterization of emerging pathotypes of the GN and emerging strains of PVY. Sub-objective 1.A. Develop molecular markers that differentiate pathotypes of the GN based on divergence in nematode parasitism gene sequences.Sub-objective 1.B. Determine the geographic and genetic distribution of PVY strains affecting the U.S. potato crop and develop improved diagnostic assays.Objective 2: Identification and characterization of genes regulating the pathogenicity and transmission of viruses and nematodes affecting potato, and viruses affecting small grains.  Sub-objective 2.A. Identify and characterize nematode parasitism genes. Sub-objective 2.B. Identify and characterize aphid and virus genes regulating virus transmission.  Objective 3: Development of industry and consumer acceptable potato genotypes that express novel or improved resistance to virus and nematode pathogens.Approach:Genetic diversity and diagnostic studies will identify differences in nematode parasitism genes that may be involved in pathogenicity or virulence/avirulence of the nematode. This information will be used to develop molecular diagnostic tools that will distinguish these two pathotypes. Serological, biological, and molecular characteristics of PVY isolates representative of each state, potato variety and production area will be used to group virus isolates and develop improved diagnostic assays to detect the strains of the virus that are potentially the most economically damaging in terms of yield and trade.  Functional studies of pathogenicity and transmission genes will focus on secretory proteins encoded by parasitism genes expressed within the nematodeÆs esophageal gland cells known to be the principal molecular signals regulating both pathogenicity and virulence/avirulence of the nematode; as well as on aphid genes expressed in gut and salivary tissues whose products interact with specific domains on the two virus structural proteins. Genomic and proteomic based technologies will be employed to identify and characterize nematode and aphid proteins, and determine their functional role in the host-parasite/pathogen interaction. The development of nematode resistant potato varieties will focus on conventional breeding practices to transfer known nematode resistance genes to new germplasm with improved horticultural traits. Transgenic technologies will be used to isolate potato genes required by viral pathogens for replication, modify these potato genes and re-introduce them into accepted potato varieties so the altered forms no longer support virus replication.",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
19,"Objective(s): Objective 1: Characterize plant viral genomes and develop novel plant virus-based vectors for expression of foreign gene sequences in plants.Objective 2: Evaluate plant and pathogen gene function in host/pathogen interactions and disease resistance (functional genomics), and candidate sequences for plant disease control.Objective 3: Develop new practical strategies for the production of vaccines and other biomedical products in plants for prevention, treatment, and control of animal diseases.Approach:In Objective 1, we will 1) develop novel plant virus-based gene expression vectors, and 2) develop novel vector strategies based on foreign gene expression from defective interfering RNAs and subgenomic RNAs.In Objective 2, we will 1) develop virus-induced gene silencing to suppress pathogenic and disease-related genes of cellular and subcellular pathogens, 2) determine the role of plant protein phosphorylation signaling pathways in host/pathogen interactions, and 3) evaluate genes with potential for conferring resistance to cellular and subcellular  pathogens and modulation of biochemical pathways involved in host/pathogen interactions and innate immunity.In Objective 3, we will 1)test the ability of an epitope presentation system based on Cucumber Mosaic Virus coat protein expressed from a Potato Virus X vector to produce novel vaccines and applications for nanotechnology, 2) develop a new strategy for treatment and control of coliform mastitis in dairy cows by utilizing a plant-manufactured antimicrobial agent, 3) develop stable transient expression modules for production of useful biomedical products in plants, and 4) develop multi-component vaccines and diagnostic reagents by expression of multiple foreign epitopes on the surface of a plant virus-like particle.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
