,ABSTRACT,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
100,"Fungi are ubiquitous and serve both beneficial and detrimental roles in the environment for plants, humans and other animals. Many of the most serious plant pathogens are fungi, or fungus-like organisms, while other fungi that interact with plant roots are critical to plant growth. Fungi are used extensively in the food industry in the production of food processing enzymes and food additives such as citric acid, and in the production of alcoholic drinks, bread, cheese and soy sauce. The purpose of this meeting is to bring together experts to present their results on the latest advances in fungal biology and to interact with each other. This meeting brings together scientists from over 25 countries from around the world who are working on diverse fungi including plant pathogens, animal pathogens, those that are responsible for decomposition of dead organic material and the beneficial fungi. This internationally acclaimed meeting stimulates people to learn of the latest advances in fungal research and to take new approaches in their own work. A greater understanding of the biology of fungi will aid our ability to control both their beneficial and detrimental activities.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
101,"Sufficient supply of clean water is essential to public health, ecosystem protection, as well as economic development. Improving water management to conserve water resources and protecting watershed from hazardous runoff and discharges was one of USDA?s primary agricultural policies in the 1990s because the large consumptive use of fresh water in agricultural sector and also significant fertilizer and other chemical runoffs to national water ways. Water conservation has become a challenging task with the presence of diminishing water supplies due to population growth and climate change, expansion of energy feedstock production due to a strong national interest in ethanol from corn and cellulose, and growing competition for limited resource along with initiatives of rural development that has put an emphasis on ethanol refinery industries. A plant that produces 25 million gallons of ethanol per year can provide 23 direct jobs and 73 additional indirect jobs. Ethanol refinery plants require large amount of water for processing and operation. Producing 25 billion gallons of ethanol would require approximately 75 billion gallons of water annually (using the ratio of 3 gallons of water to 1 gallon of ethanol commonly featured in ethanol plant proposals), just to convert feedstock to ethanol. A biorefinery that produces 100 million gallons of ethanol per year would use the equivalent of the water supply for a town of about 5000 people. Not only do conversion facilities require water, but also the plants providing the grain and cellulose require water. It is, however, quite uncertain whether or not producing corn as ethanol feedstock will require more or less water, which will depend on where the crop is grown. Switching from soybean production to corn production does not mean less water consumptive use, although corn generally uses less water than soybeans in the Pacific and Mountain regions. However, the reverse is also true in the Northern and Southern Plains. Impact on water quality may be even more difficult to monitor because the fertilizer or other chemical runoffs are related to both the application rate and the time and amount of water applied to field production. Ethanol feedstock production might drive the expansion of agricultural lands, especially in dry western areas, which has the potential to dramatically affect water demand. De La Torre Ugarte pointed out that the important determinant of agricultural land use and associated water use and quality changes will be the commercial introduction of cellulose-to-ethanol technology and the tillage production methods used in producing ethanol feedstocks. The commercialization of this technology will depend on several significant problems to be overcome including lower the cost of enzymes and improvement of the pretreatment. Development of ethanol industry is a national energy strategy, but its impacts on water demand and quality are local or regional in nature and hard to monitor. The United States is relatively well endowed with water; however, abundant supplies in one area are of no help to water scarce areas unless there are facilities to transport supplies among regions.",0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
102,"Canola is a crop with the potential to greatly increase acreage in the Southeast in the next few years. Canola fits into southern cropping systems as a winter crop and can be double-cropped with soybeans or cotton. Equipment used for soybeans, corn, and small grains can be used for canola and equipment used for pressing soybeans can be adapted for canola. Currently there is limited germplasm available and limited information about its adaptation. Years of breeding and crop research are necessary to develop high yielding germplasm adapted to a specific region. This project is designed to make canola production feasible in the Southeast by developing high-yielding, well adapted varieties and developing mangement systems to grow them. One of the most important traits for varieties to be adapted in the Southeast is resistance to Blackleg. Incorporation of genetic resistance needs to be addressed if canola is to be a sustainable, profitable part of the cropping system in the southern USA. This proposal will work to select resistance to Blackleg. This study will identify both herbivorous and beneficial insects, as well as obtaining basic information on the bionomics of major pest species, which is crucial to formulating future control tactics. Nutrient management recommendations are needed to identify the optimal rates and times of fertilizer application. This research will conduct research to determine these factors for N, P, K, S, B, and Zn. The research will be a cooperative effort among four southern land-grant Universities.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,"The soybean cyst nematode (SCN), Heterodera glycines, is a devastating pathogen on soybean, a major crop in the Midwest. This project will use the SCN as a model pathogen to study the ecology of nematode-suppressive soil in the Midwest cropping systems. The long-term goal of this project is to develop biologically-based, sustainable management of the SCN by characterizing the composition and function of suppressive soils and by understanding how production practices affect biological suppression of the SCN. A four-year field experiment will be conducted at two locations in southern Minnesota. We will study the effects of rotation with non-host crop and resistant soybean, and tillage on soil suppressiveness to SCN; functional groups and key species of fungi and bacteria involved in suppression of SCN and their response to the cropping systems; the effects of the cropping systems on the composition and structure of nematode communities; and the relationship between changes in community parameters associated with suppression of SCN. We expect that the results of this project will aid in the effort in managing the SCN and improving soybean productivity.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
104,"USDA/CSREES funded the Ready Ag project in the last Special Needs Funding cycle. That project is well underway with full collaboration from the team of production specialists from 5 Land-Grant Universities. The funded project is being developed specifically for Dairy (University of Vermont), Fruit (Cornell), Vegetables (Rutgers), Poultry (University of Maryland), and Swine (Penn State University). This multi-state collaborative project utilizes the expertise of Cooperative Extension professionals from multiple Land-Grant universities in the development of a set of disaster planning and continuity of operations modules for each the major agriculture commodities. Ready Ag, Phase II, proposes to add to the expertise and commodity base by expanding the original Ready Ag project to include the two remaining major agriculture commodities. Included will be a module for cattle production, including cow/calf, feedlot and feeder/background operations. The other major commodity included in Phase II would be a module for agronomic crop production, including feed grain, food grain, for corn, soybeans, and small grain production. By including these two major commodities into the existing project, all major Ag production commodities will be represented. Nationally recognized Extension Specialists identified to lead the commodity specific efforts are: Cattle Production ? Dr. Derrell Peel and Dr. David Lalman, University of Oklahoma; and Agronomic Crops - Dr. Emerson Nafziger, University of Illinois at Urbana-Champaign. Phase II will add to the existing work on Ready Ag ? Disaster and Defense Preparedness for Production Agriculture to provide a more complete product which addresses disaster planning and continuity of operations for production agriculture.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105,"With 78 of Iowa's 99 counties declared federal disaster areas, clientele needs are almost overwhelming. Iowa State University Extension has mobilized staff expertise and resources for disaster response and recovery needs caused by tornados in May 2008 and severe flooding in June 2008. Additional resources are necessary to increase community capacity for disaster response and recovery in the coming months. The project will increase the capacity for disaster response and recovery by delivery of research-based information and education on food safety; household cleanup; stress management; wells and water quality; mold and air quality; corn and soybean conditions and crop disease; emergency crop insurance and risk management tools; livestock handling and animal welfare issues; agricultural and family housing structures; economic impacts for individuals, families, farmers, communities, business, and industry; and other topics. Two statewide hotlines will be expanded to offer crisis counseling and appropriate referrals. Farm financial planning assistance will be expanded. Print materials will be made available from other land-grant universities through EDEN. Teams of Extension specialists will expand direct delivery of research-based information and education to individuals, families, and communities. Information and material resulting from this project will be shared with the EDEN community.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
106,"Huge demands on petroleum based polymers and chemicals are needed for consumer's products. About 20 billion lb adhesives and coatings are annually produced in the U.S.A. Not only using petroleum resources, these materials cause pertinent environmental pollution, especially air pollution due to hazardous chemicals emission from the adhesives and coatings. The goal of this Critical Agriculture Materials program is to support the development and demonstration of novel, environmentally friendly technologies for use in paints and coatings, and adhesives for composites. The long term goal is to develop biobased adhesives and coatings using the residues from biofuel production. For this proposed research, we will use soybean flour from biodiesel production as main starting raw materials to accomplish the proposed objectives. The outcomes of this research will have great impact on other protein based biofuel residues utilizations, such as corn meals from ethanol production (DDGS), biomass meals from biofuel productions, such as algae proteins and duckweed proteins.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
107,"This section includes discussions of the rationale for this program from two different perspectives. First, there is an examination of the justifications for the respective CIFT program components. The second discussion focuses on why the CIFT organization is appropriate for performing this work. Agriculture is a very significant part of total revenues in States like Ohio. Individual farm and total sector income is stagnant or even declining, causing decreases in the number of independent operations. In 1910, for example, 44% of total food expenditures were returned to the farm, but by 1990, that number was less than 10%. This is a clear indication that efforts are needed to try to enhance income by developing new methods of generating revenue. Short term prices for grain crops have increased due to increased demand for them as feedstocks for biofuels, but many continue to believe that value added crops remain viable long term solution. Economists point to the fact that other similar events in the past have led to short term price increases, but market mechanisms have led to increased supplies and lower prices. Additionally, many feel strongly that alternatives to corn and soybeans, such as palm oil, canola oil, switchgrass, and perhaps even algal-based oils will take over as primary feedstocks for ethanol and biodiesel The rationale and justifications for the involvement of CIFT in this program fall into four major classifications. First is its location. CIFT is located and has operated in Ohio for more than fifteen years. Ohio is unusual, even unique in the Nation in the composition of its business structure. Agriculture, food, and the  green sector  represent a $77.5 billion dollar industry in the State. More than 50% of Ohio's 41,000 square miles of land can be classified as prime farmland. Ohio is home to more than 2,500 agbioresource processors, and currently has more than 15 million acres of agricultural land. These demographics, particularly when combined with Ohio's agricultural and entrepreneurial heritages, make the State a fertile location for the generation of new and novel approaches to agricultural income enhancement. The CIFT staff is comprised of professionals with backgrounds and credentials in several different disciplines, each of which is supportive of value added economic development activity. CIFT employs professionals in Industrial Engineering, Environmental Engineering, Marketing, Agricultural Economics, and Energy Engineering, and can thus create multidisciplinary teams that can evaluate multiple facets of various agricultural and agribusiness environments. Additionally, the CIFT model for operations is one that relies heavily on networking. CIFT has long standing working relationships with scientists at academic institutions (The Ohio State University, The Ohio Agricultural Research and Development Center, The University of Toledo, Bowling Green State University.), and many private sector companies. These relationships expand CIFT core competencies, and create a much more robust organization. In creating this network model, CIFT has also formed strategic partnerships with many other agricultural stakeholders",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
108,"As this is a National Conference, that rotates among various areas of the country, the outcome and impact will focus on many tradional crops of the midwest (corn/soybeans) and the innovative biotechnology, sciences and transportation methods that are associated with the midwest. Weather permitting, the Mississippi River and the transportation of commodity groups as raw products will be viewed, in a way that many participants have only seen in video format. The St. Louis metro area is also home to a number of national commodity groups as well as national agribusiness leaders, providing the opportunity to bring in world renowned speakers in specialty areas including the World Institute on Soy in Human Health (WISHH), Monsanto Compaanies, the Danforth Science Center, in addition to the US Army Corp of Engineers along the Mississippi. Traveling workshops, workshops and speakers to discuss sustainable agriculture, agritourism, renewable fuels, food versus fuel as well as developments in agriculture will also be sought by the National Planning Committtee.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
109,"Corn and soybean crops growing in the Delmarva region are damaged by Lepidopteran pest, corn earworm and silver spotted skipper. These pests have become resistant to conventional chemical and biological insecticides through naturalistic developent. Public pressures have decreased usage of chemicals for safety of the environment. Therefore, biocontrol agents similar to Bacillus thuringiensis must be expanded addressing this resistance. Bacillus previously isolated from E. clarus larvae with insecticidal properties were tested in 2004 through 2007. Fifty percent of the isolates caused 80 percent larvae mortality in 5 to 7 days. Bacilli identification was based on 16S rRNA Gene alignment. These new bacilli and other unidentified bacilli could have the potenial of replacing present resistant microbial control agents in alleviating the corn ear and foliar plus pod damage from corn earworm and silver spotted larvae. Therefore, the main goal of this project is to develop a biological insecticide to enhance soybean growth while maintaining the environmental stewardship of Delmarva.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,"This project???Ts intent is to develop beneficial new non-smoking uses for tobacco including exploitation of its phenomenal biomass, potentially useful leaf proteins and other compounds. We plan to establish a ???obiorefinery??? capable of using tobacco as a feedstock to produce a combination of food, feed, industrial raw materials and energy products. We envision a process which recovers leaf proteins from tobacco, and then utilizes the residual biomass for a combination of food, fuel and industrial products. Our goal is to establish a commercial production facility capable of producing leaf proteins and co-products from tobacco in Southern Maryland in approximately three years. Our project is multidisciplinary: Agronomy: Cultivation of tobacco for proteins and biomass is very different from traditional tobacco production. The process is largely mechanized, involves very high plant densities, and multiple harvests in a single growing season. We propose several studies to examine seeding techniques, weed control and cultivation practices associated with this new non-traditional tobacco production. Harvesting and Post-Harvest Handling: Tobacco must be harvested and handled in a manner which minimizes protein degradation and other product loss, as well as transportation costs. We have proposed several studies which examine whether techniques used to harvest and handle perishable agricultural products are suitable for handling tobacco biomass. Proteins and Other New Products: Tobacco naturally produces large volumes of leaf proteins which have nutritional value comparable to milk protein and are considered non-allergenic. These proteins also have excellent binding and emulsifying characteristics. Tobacco also produces other potentially useful materials including solanesol, which is used in the manufacture of nutraceuticals and dietary supplements. We will assess the feasibility of recovering solanesol as a co-product in a biorefinery along with leaf proteins. Other potentially useful compounds in tobacco will be sought. Industrial Scale-Up. We have already developed techniques for recovering tobacco leaf proteins on a pilot scale. Several studies regarding the scale-up of our pilot technology to an industrial level in preparation for commercial production are proposed. Success of this project could help maintain a viable agricultural base in the historically tobacco-producing region of Southern Maryland based on the production of tobacco for safe and beneficial purposes. It could also provide a model for revitalizing tobacco-producing regions across the southeastern United States. The commercial establishment of tobacco biorefineries would lead to new jobs, markets and industries in tobacco-growing regions. Success of this project could also result in the commercial production of a new source of protein - leaf proteins - which may ultimately rival milk, soy or egg protein in importance. The residual biomass which remains following protein extraction could also become a new source of renewable energy.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
111,"Dr. Diers' aphid project should ensure that soybean producers have high-yielding varieties with new, effective resistance genes. Dr. Diers' SCN project using G. soja genes will achieve broad-based resistance to SCN isolates that can overcome PI 88788 resistance. Dr. Hudson's project will strive to provide secure and continuing genetic defense against soybean rust by genetic characterization of every line in the germplasm collection where soybean rust has been described. Dr. Lambert will show the primary role of the nematode CM is to lower defense signaling compounds and suggest a way to mitigate the effects of nematode CMs via metabolic engineering of the host soybean plant. Dr. Vodkin's project will apply knowledge from the smRNA sequencing results to produce a wealth of novel and important information on the soybean defense transcriptome, which is essential to discern key defense responses of soybean to challenges by pathogens. Dr. Caetano-Anolles' project will contribute to the overall goal of characterizing the functions of genomic sequences of the Phakopsora pachyrhizi. Dr. Zhao's work will help us to understand the evolution of pathogen effector genes and to identify unknown effector genes that are responsible for inducing HR in soybean differential lines. Dr. Bullock will begin to explain underlying contributors to yield and how they predict yield performance in replicated variety trials. Dr. Kokini will endeavor to communicate, educate, and thus enable scientists to seek out and use all available research tools, especially nanotech applications, for agriculture. Dr. Kull will attempt to construct a nanotechnology-based decision support tool to assist producers in deciding if and when to apply fungicides for effective management of soybean rust. Dr. Padua will contribute to the management of SDS by measuring early stage root stress caused by the disease. Dr. Agarwal-Tronetti will strive to understand the many entrepreneurial opportunities of the evolving technological landscape of an emerging soy-based biodiesel market given that small- and medium-sized farms entering this industry face the challenge that their activities now encompass non-farming activities related to new zones of competition. Dr. Endres will show that soybean variety innovation is critical for food security, biofuel production, and creation of commercially relevant pharma-industrial compounds; however, innovation is dependent upon return on research investment [and protection for plant innovation is a critical component of the return on investment], and many nations who are leading soybean producers are characterized by weak intellectual property regimes. Dr. Gomez will improve a soybean model that addresses the uncertainty aspects of soybean rust expansion, its impact on yields, farmers' actions, and efficiency and effectiveness of public policies to control the disease in different geographic areas. Dr. Goldsmith will ensure that the Center effectively communicates all research efforts to the soybean industry in easy to understand formats using several communication tools.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
112,"Conjugated linoleic acid (CLA) is an anticarcinogenic, anti-atherosclerotic, anti-obesity and anti-mutagenic agent that is a product of rumen fermentation and found naturally in dairy and beef products. However, to obtain the optimum nutritional levels of bovine CLA would require ingesting significantly more saturated fat. We have produced a high CLA oil containing 20% CLA that will allow an optimum level of dietary CLA without any real increase in saturated fat. The proposed work will produce oil concentrates with even higher levels of CLA. The main outputs of this project are the development of new knowledge to on how produce new nutritional products from soy oil to promote the national health. This will provide a simple means for the US population to obtain significant amounts of CLA without increase in dietary saturated fat.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
113,"Common bean (Phaseolus vulgaris L.) is economically very important and the most important source of legume protein in the world. In the United States, in FY 2005 common beans yielded $526 Millions in revenue with 1,666,000 acres planted. One of the most important diseases affecting United States bean production is rust caused by the fungal pathogen Uromyces appendiculatus (Pers. Ex Pers.) Unger var. appendiculatus. We plan to use a comparative genomics strategy by utilizing sequence information that is being generated from the model legumes soybean, Medicago and Lotus. Additionally, we plan to conduct deep sequencing of transcripts (i.e., expressed genes) by using the latest cutting-edge methodologies of Illumina/Solexa and the Roche/454 FLX technology that have been developed in molecular biology and genomics. This will advance not only legume research but will also aid in the mentoring and training of all levels of researchers at Delaware State University, an 1890 HBCU as well as middle-school and high-school teachers and students.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114,"The overall goal of this project is to identify alternatives to conventional chemical pesticides currently used for pest control in vegetables and specialty crops. The general public is becoming increasingly concerned about pesticide residues in food, toxic effects of chemicals on non-target organisms, and environmental contamination. Developing and evaluating alternative practices that are ecologically sound, economically feasible, and acceptable to growers will be a high priority. This project will achieve these goals by: 1) developing and evaluating microbial pest control agents and botanical products for control of insect pests and plant pathogens on vegetable and specialty crops, such as collard, cucumber, squash, and edamame edible soybean; 2) developing integrated pest management practices for leafy greens in South Carolina that reduce losses to bacterial diseases, and 3) evaluating cucurbit rootstocks for resistance or immunity to Fusarium wilt and for use in seedless watermelon production. These objectives will be achieved through carefully planned research projects carried out at Clemson University's Coastal Research and Education Center in Charleston, SC, at the Calhoun Field Laboratory organic farm in Clemson, SC, and in grower fields throughout the state. Scientists at Clemson University already have identified many insect viruses and botanical materials for testing against pests. Data will be analyzed with appropriate statistical techniques, and results will be published in refereed journals and communicated to Extension agents and growers. All approaches emphasize conservation of indigenous biological control agents and sustainable agriculture. This project will immediately focus on research and technology transfer for developing sound pest management options.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
115,"Avian influenza and soybean rust are two economically significant diseases that will be studied. The molecular basis that determine why a virus strain will cross the species barrier will be investigated using molecular techniques. The distribution of soybean rust across production areas, diagnosis of the disease, and risk factors will be studied.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,"As a nation, we are faced with multiple challenges from global climate warming, rapid depletion of fossil oil, a strong desire to become independent from foreign oils, and a moral obligation to preserve our environment for future generations. In response to these challenges, many consumers have changed their purchasing behavior, preferring bio-based products over fossil-based products with a willingness to pay a premium. This green socioeconomic movement is now prevalent in many commercial markets. Many companies which manufacture and market finished consumer products are actively seeking new bio-based raw materials to develop their green products for this growing segment of consumers. As a result, the market opportunity for bio-based raw materials is growing very rapidly. Our patent-pending vegetable oil gel technology is geared towards taking advantage of this growing market opportunity. This technology blends an advanced polymer into liquid vegetable oil, forming a microscopic three-dimensional network of polymer springs within the oil matrix, conceptually similar to the spring structure of a mattress except at a nano-molecular level. Depending on the density and strength of these oil matrix embedded molecular polymer springs, the resulting gelled material can exhibit a wide range of unique properties, from a strong and tough material, to a jell-O like soft gel, to a pudding-like soft solid, and to even a thickened but flowable liquid. Additionally, this gelled material can be produced with a clear or opaque color. The versatility of this material allows us to consider many different applications in a wide variety of industries. As a result of our work in the Phase I project, we have already developed two commercial prototypes as value-added ingredients for the Cosmetic and Toiletry Industry (CTI) and candle industry, and have verified some of their unique benefits when incorporated in the end formulations of CTI products. The brand names we've chosen for these two commercial prototypes are NatureVgelTM Soya - 100 and NatureVgelTM Soya Butter-100. The unique benefits we have verified for the CTI include: a) imparting a very silky and cushiony skin sensory in the finished cosmetic and skin care products; b) increasing product stability; c) controlled delivery of essential oils and fragrance, and d) longer wear. In addition to the Cosmetic and Toiletry market and candle market, there are many more potential commercial markets such as toy market, shoe and back pack cushion, burn beds, etc.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
117,"According to the National Petrochemical Refiners' Association, the US uses well over 4 billion gallons of lubricant products; much of this volume ends up in the environment as  lost-in-use  products. At the same time, the United States is the world's leading producer of soybeans, generating over 12 billion pounds annually, and accounting for half of world soybean production. Soybeans alone can replace a large portion of these lubricants, creating market opportunities for farmers and reducing our dependence on oil imports. Additional oilseeds can be grown throughout the US, to provide renewable oil supplies with desirable properties for lubricant applications, as well. Some of the benefits derived from soybean-based lubricants are summarized below: Biolubricants possess inherent performance features that add value to the lubricants industry, such as substantially higher viscosity index, better lubricity, and better adherence to metals than conventional alternatives. Bioblubricants offer environmental, health and safety value, including low toxicity and higher flash and fire points. ABIL's soy products are formulated to be  readily  biodegradable (biodegrading by a minimum of 60% within a 28-day period) and lower in toxicity to the extent possible. Value-added opportunities for farmers and agri-business are realized, providing potential for rural development and enhanced commodity prices. A GMO soybean variety cultivated exclusively for lubricant use provides a $1/bu premium to growers, with minimal yield drag. Biolubricants, derived from renewable resources, lessen our dependence on imports, and offer to lessen upstream pollution associated with petroleum extraction and refining. Cooperative field testing has verified operational benefits to industry such as increased productivity and efficiency gains, and energy savings (decreased water usage, etc.). To date, the Program's primary focus has been on development and commercialization of lubricants and greases. It is anticipated that market growth will continue for biobased lubricants, amplifying the demand for quality assurance support to ensure that biobased products meet industry performance standards. In addition, areas of biolubricants research remain relatively unexplored, i.e., biodegradability and toxicity, and health and safety questions persist.",0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
118,"Plastics based packaging is commonly used for food and other products, but it is non degradable, thereby leading to waste disposal problems. Moreover, plastic packaging uses up valuable and scarce non renewable natural resources like petroleum. This project will focus on development of a new generation of high performance packaging materials utilizing naturally occurring biodegradable polymers such as proteins and starches with or without modifications in combination with synthetic biodegradable polymers such as poly(vinyl alcohol). To ensure that a substantial component of these biodegradable packaging materials is derived from bio based, renewable polymers, which usually have poor properties, nanocomposites with nanoclay and other particles will be developed, leading to improved strength, water resistance and processability. These new bio nanocomposites will be used for food packaging, and also other applications such as manufacture of containers, utensils, and non food packaging. In order to achieve the overall objective in a systematic manner, the study will also develop a fundamental understanding of interactions between biopolymers, such as corn starch and soy protein, and nanoparticles of different chemistry. This cross disciplinary, multi institutional project addresses the important CSREES priority of novel, cost effective, and affordable industrial biobased products that are direct substitutes for petroleum based products.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
119,"Soybeans are the second largest food crop in the U.S.A., with about 87 million metric tons produced in 2006. Soybeans provide high-quality protein, and in 1999 the Food and Drug Administration gave food manufacturers permission to put labels on products high in soy protein indicating that these foods may help lower the risk of heart disease. Generally, high-fat foods that have been exposed to excessive levels of free radical activity smell rancid, and are not considered acceptable for human consumption. However, purified proteins are capable of acting as free-radical traps and thus can lead to the unintentional ingestion of high levels of free-radicals, as well as poor shelf-life and loss of nutritional qualities. Using solid-state electron paramagnetic resonance (EPR) spectroscopy of commercial samples of isolated soy proteins (ISP) we found a symmetrical free-radicals signal typical of carbon-centered radicals (g=2.005) ranging from 296 trillion to 642 trillion spins per gram (Boatright and others, 2008). The level of free-radicals in ISP was 14 times greater than similar radicals in sodium caseinate, 29 times greater than egg albumin and about 100 times greater levels than casein. Nine soy protein powdered drink mixes contained similar types of free-radicals, but at levels up to 4,100 trillion spins per gram of drink mix, or up to 6.4 times greater than the highest free radical content found in commercial ISP. Laboratory prepared ISP samples contained trapped radicals similar to the levels in commercial ISP samples. Preliminary stability studies of the ISP stored in the dark at 23°C in sealed containers found that the level of free-radicals increase by as much as 35 fold during the first 9 weeks of storage. This indicates a mechanism for the formation of these radicals in ISP that differs from previously proposed mechanisms. The high levels of free radicals in the commercial soy protein products examined can contribute to numerous degradation reactions once the protein is hydrated, and consuming such high levels of free radicals may have harmful consequences in humans. This is the first time the levels of free radicals in commercial ISP, and food products high in ISP, has been reported. It is also the first time the large increase in free radicals during ISP storage (which appears to account for the majority of free radicals) has been reported. The goal of this project is to investigate the mechanism that free-radicals in ISP are formed and stabilized within the  dry  protein, and to investigate the reactions catalyzed by carbon-centered radicals in ISP once the protein is hydrated. Results from these findings should allow us to minimize the occurrence of the free-radicals in commercial soy protein products, and to begin to determine how harmful these free-radicals can be when consumed.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
120,"While soybean ranked 2nd among U.S. crops in farm value in 2005 with over 67 million acres planted in 2007, U.S. dominance of global soybean markets has eroded, in part because of increased production in Brazil. Farmers in Brazil protect soybean using low cost pest control strategies, which include the baculovirus AgMNPV. Because natural baculoviruses are available to organic farmers in the U.S. for controlling crop pests and inexpensive to produce, they constitute an underutilized strategy for reducing economic damage to soybean by lepidopteran larvae. AgMNPV and AcMNPV are the most widely used baculoviruses, but little is known regarding the pathogenesis of these biological control agents in the lepidopteran pests of soybean. The goal of the proposed research is to research baculovirus pathogenesis in the two most significant lepidopteran pests of soybean: the velvetbean caterpillar (Anticarsia gemmatalis) and the soybean looper (Pseudoplusia includens). For the purpose of researching AgMNPV pathogenesis, we will genetically modify AgMNPV the genome so that we may easily track the cell-to-cell movement of the virus as it infects the insect. Additionally, we will develop research methods that permit the study of baculovirus infection within individual cells with the intent to better understand the insectÂ¿s antiviral response to infection. The overall goal of the proposed research is to provide the research community with effective tools for studying baculoviruses and to increase our understanding of baculovirus infection so that more organic farmers include baculoviruses in their integrated pest management program.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,"1. Domestication and modern breeding has narrowed the number of species used for food such that only a small fraction of the extant plant biota is utilized. The goal of this sub grant is to examine minor crops and non-domesticated plant species for their potential nutritional or pharmaceutical value by screening plants that have been the focus of the Composite Genome Project (CGP) for their biological activity including a) total anti oxidant activity; b) vitamin A content; c) cell proliferation; d) cell cytotoxicity; e) transcript abundance of apoptotic genes. 2. Most dairy rations use imported corn and soy to satisfy energy and protein needs for the lactating dairy cow. This represents the largest portion of feed expenditures for most dairymen, roughly 50 to 60 percent of total milk production costs. The goal of this sub grant is to establish the economic and production efficiency of alternative feeds common to the western region of the United States as replacements for costly imported grains currently used in the dairy industry. 3. Microalgae will be one of the most desired feedstock for biofuels production in the future. Theoretically, biodiesel produced from algae appears to be the only feasible solution today for replacing petrodiesel completely by a renewable source. The long-term objective of this sub grant is to help convert energy consuming farms to energy generating, locally sustainable rural communities through the use of microalgae in the production of biofuel. 4. The increased utilization of cereal grains, particularly corn, for ethanol production in the U.S. has resulted in a major increase in the cost of livestock production. The objective of this sub grant is to obtain matching funds for the acquisition of a microcapillary flow cytometer for animal health monitoring to determine the effect of various feed additives on animal performance, animal health and feed cost reductions. 5. The current method of determining the amount of rot in wine grapes at harvest, visual inspection by members of the wine grape inspection service, is flawed. This sub grant proposes to develop an objective, rapid, impartial, accurate and precise quantification protocol that requires minimal technical expertise by personnel of fungal (microbial) rot of grapes in the vineyard and at the winery receiving station. 6. About 50% of the US winegrape production is located in the warmer regions of California that are generally considered too hot for making premium wines. Temperature in these regions often exceeds the optimum for fruit color development. The goal of this sub grant is to explore the potential of abscisic acid (ABA) application in enhancing color development and extractability as well as fruit and wine chemistry for major red winegrape varieties that will result in a significant increase in wine grape quality and value. .",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
