,ABSTRACT,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
18,"The first objective will be to increase in North Dakota the understanding of the organic agriculture market and increase awareness of what opportunities in organic production could exist for North Dakota producers. North Dakota farmers already grow a wide variety of organic crops, including soybeans, hard red spring wheat, rye, oats, sunflowers, barley, yellow flax, peas, corn, beef cattle and alfalfa. Organic agriculture offers a significant opportunity for North Dakota producers. The intent of this project is to continue increasing awareness of this opportunity through education and research and continue actions to take advantage of the opportunity. The second objective is to continue UMC/NGP's research on the impact of private sector protocols and the trend towards a globally harmonized system of on-farm production protocols on the region's producers and to develop regional strategies for gaining marketplace advantage for producers and processors in the Region through this research and analysis. The work will include development of the AmeriGAP system of protocols that could be benchmarked with the GlobalGAP standard.",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19,"There has been an increased awareness in recent years of the many benefits of replenishing lost organic materials from soil. Many studies have been conducted to show the benefits of cover crops in preventing erosion, recycling nutrients, increasing organic matter and improving soil quality in general. However, only few studies have focused on the effect of specific cover crops on the common vegetable root rot pathogens and the losses of their diseases in the northeast. This study will focus primarily on assessing the efficacy of selected cover crops (wheat, clover, oat, sudex, rye/vetch, radish, buckwheat, rapeseed) in reducing the severity of root diseases under varying disease pressure regimes as well as their impact on soil health parameters and productivity. Replicated field trials will be conducted in experimental fields and also in collaboration with interested vegetable growers. Snap bean will be used as the main indicator crop in comparing the effects of the different cover crops, thus enabling us to replicate conditions encountered on farms in the northeast. For educational training, demonstration trials will be established in commercial fields during the third year using the most promising cover crops identified. At the end of the project we will publish a ranking of cover crops based on their ability to manage root diseases and improve specific soil health constraints. Results will be made available to stakeholders by incorporating them into vegetable production guidelines, websites, fact sheets, and presentations at local and regional meetings. Grower adoptions of developed guidelines on cover crop use will be assessed following the completion of the proposed work.",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
20,"There has been an increased awareness in recent years of the many benefits of replenishing lost organic materials from soil. Many studies have been conducted to show the benefits of cover crops in preventing erosion, recycling nutrients, increasing organic matter and improving soil quality in general. However, only few studies have focused on the effect of specific cover crops on the common vegetable root rot pathogens and the losses of their diseases in the northeast. This study will focus primarily on assessing the efficacy of selected cover crops (wheat, clover, oat, sudex, rye/vetch, radish, buckwheat, rapeseed) in reducing the severity of root diseases under varying disease pressure regimes as well as their impact on soil health parameters and productivity. Replicated field trials will be conducted in experimental fields and also in collaboration with interested vegetable growers. Snap bean will be used as the main indicator crop in comparing the effects of the different cover crops, thus enabling us to replicate conditions encountered on farms in the northeast. For educational training, demonstration trials will be established in commercial fields during the third year using the most promising cover crops identified. At the end of the project we will publish a ranking of cover crops based on their ability to manage root diseases and improve specific soil health constraints. Results will be made available to stakeholders by incorporating them into vegetable production guidelines, websites, fact sheets, and presentations at local and regional meetings. Grower adoptions of developed guidelines on cover crop use will be assessed following the completion of the proposed work.",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,"Currently, corn ethanol provides 3% of the US gasoline supply but consumes 30% of US corn crop, increasing the price of corn. Therefore, cellulosic ethanol from waste biomass would be an ideal source for ethanol production but would require development of new technology. We have recently produced several biomass degrading enzymes in tobacco chloroplasts. Based on three cuttings of tobacco in one year, 49, 64 and 10,751 million units of three important enzymes can be obtained each year. Based on enzyme activity observed in plant crude extracts, there is no need for purification. Therefore, excluding processing cost, enzymes could be produced 1000-3000 fold less expensive than current commercial recombinant enzymes. We have demonstrated for the first time that plant-derived enzyme cocktails enhanced hydrolysis of wood or citrus peel, releasing more fermentable sugars than commercial cocktails. Therefore, in this project, we propose to express in tobacco chloroplasts different classes of biomass degrading enzymes including endoglucanases, exoglucanases, lipases, pectate lyases, xylanases, acetyl xylan esterases, beta glucosidases, mannannase, lignin peroxidase, arabinofuranosidase, etc from bacterial and fungal genes. We will also express enzymes that increase their access for enhanced hydrolysis like cutinase and swollenin (expansin). Enzyme cocktails will be optimized to hydrolyze a variety of waste biomass including corn stover, rye straw, wood pulp, switchgrass, sugar cane bagasse or citrus peel to release fermentable sugars. Commercial production of recombinant enzymes in fermentation systems is limited by both higher cost and lower production capacity. Both these concerns will be addressed by chloroplast-derived enzyme cocktails. &#8194;&#8194;&#8194;&#8194;&#8194;",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
22,"(A) IPM Coordination - We will maintain a coordinated IPM effort and use these efforts to leverage funding from other sources. Current programs will be maintained that result in increased profits to producers and reduced environmental impacts. New innovative IPM programs will include new clientele and incorporate higher level IPM technologies. (B) Agronomic Crops - New sampling guidelines and treatment thresholds will be adopted by producers resulting in improved decision making and reduced losses from insect and disease pests on up to 10,000 acres of soybeans. New fact sheets will be developed to help growers not involved in the demonstrations better manage these insect and disease pests. A new focus on SCN education will be used by seed companies to further their development of SCN resistant varieties for Delaware. It will also result in improved nematode management and reduced crop losses through soil sampling and increased use of crop rotation on up to 30,000 acres of soybeans. New threshold and disease forecasting information will help wheat growers make better insect and disease management decisions resulting in improved crop quality and yield on 20% of the statewide acreage. Clients will improve their knowledge of the emerging/reemerging pests and the integrated pest management methods that are most appropriate to avoid economic losses. (C) Vegetables- Cucurbit programs can result in reduced sprays for insects and diseases; increased worker safety and a two fold reduction in the amount of active ingredients in the environment when using seed treatments compared to at planting insecticide; and improved timing of fungicide applications and prevention of economic losses from downy mildew in pickling cucumbers. Producers will increase the adoption of cover crops (particularly cereal rye) on 30% for no-till pumpkin acreage by improving weed control through use of the shielded sprayer. Although the overall success of the soil health program cannot be easily measured in a one year period, it is expected that 25-50 vegetable growers will adopt these practices on farm as a result of this program initiative. (D) Ornamentals- Nursery and greenhouse professionals will to learn how to use IPM techniques and how they can be tailor-made for their business. Knowledge of pest ID and IPM tactics will help businesses avoid accepting contaminated material resulting in reduced operation costs. (E) Coordination with Conservation Partnerships- State NRCS staff will gain a greater understanding of the complexities and details of the implementation of integrated pest management programs. Newly developed field crop IPM standards will be used by NRCS staff to evaluate pest management plans and their implementation.(F) Consumer/Urban- Homeowners will learn to use natural enemies to control pest, plant native plants to increase biodiversity and learn to tolerate moderate to low levels of insects to conserve biological control agents. Professionals will learn which pesticides have a less severe impact on non-target arthropods and when they should be used instead of broad spectrum pesticides.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
23,"Objective(s): The overall objective is to refine and improve existing simulation models for corn and potato by developing new, and improving existing functional relationships between physiological processes and nutrients in the soil and plant tissues.  Results of this research will be used to address existing knowledge gaps in the models.  The modified models will be evaluated by testing simulated responses at plant component and whole plant levels. The specific sub-objectives are to improve simulation of the above- and below-ground potato and corn processes in the areas of: (1) water and nutrient stress effects on growth, development, morphology, and yield, and (2) response of root growth and activity (water and nutrient uptake) to soil nutrients (N, P and K), and water.  The model and new components will be evaluated using experimental data.  The potato and corn models, along with a rye cover crop model and existing models for soybean and corn, will then be used for assessment of the environmental consequences of agricultural management practices on carbon sequestration and nutrient balances.  These practices include fertilizer applications, rotations, and cover crops.Approach:Mechanistic models for soybean (GLYCIM), cotton (GOSSYM), corn (MAIZSIM) and potato (SPUDSIM) have been developed in previous projects by this group. The proposed research will broaden the capabilities of the corn and potato models by utilizing data from experiments carried out in unique, state-of-the-art sun-lit growth chambers and field plots. Short and long term experiments will be employed to test hypotheses and develop algorithms for plant processes to be used in the computer models. Data collected by collaborators will be used to test and evaluate the models. A simple Rye model will be developed to simulate a cover crop during the fall-winter season. A computer graphical user interface will be developed using components from the existing software program, GUICS, to allow a user to simulate long term crop rotations over multiple growing seasons. Advanced data management capabilities will be added to the interface to help with interpretation and management of input and output data.  Tools for weather generation and estimation of soil hydraulic properties will be added to the interface to provide a wide range of environmental conditions for assessment. All crop models will be used within the new interface to assess the environmental and economic impacts of climate change on carbon sequestration, and nitrogen and water balances for relevant production systems.",1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
24,"Objective(s): Objective 1: Develop and document crop and animal production practices that improve productivity and benefit natural resources by improving soil and water management and nutrient cycling. ò	Sub-objective 1.A. Develop improved irrigation management strategies for corn-based conservation tillage systems in the Coastal Plain using increased quantities of crop residues to maximize efficient use of water in corn production. ò	Sub-objective 1.B.  Determine how forage, animal, and crop production systems in the Piedmont can be managed to reduce water transport of nitrogen and phosphorus at the field and landscape scales, and improve system-wide nutrient use efficiency.Objective 2: Quantify key system components of mixed cropped and grazed systems that can be optimized to improve whole-farm economic and natural resource sustainability in the Southern Piedmont. The focus is to take advantage of synergies that exist from using cattle for cover crop management within a conservation cotton production system. Objective 3: Identify most appropriate methods for delivering new information and technologies to promote adoption by customers and stakeholders of National Program (NP) 216 research products, and develop customer-based impact indicators and metrics to determine outcomes from use of new information and technology. ò	Sub-objective 3.A. Determine customer knowledge and recognition of accomplishments, products and benefits resulting from NP216 research.ò	Sub-objective 3.B Identify customer perceptions of effectiveness of technology transfer efforts addressing their identified problems.ò	Sub-objective 3.C. Determine the level of application and adoption of products resulting from research. ò	Sub-objective 3.D. Identify customer preferences for updates on accomplishments, products and benefits of research and distribute this information to projects to aid in developing effective technology transfer vehicles. ò	Sub-objective 3.E. Quantify the economic, environmental and social impacts and benefits following application and adoption of products developed by research. NOTE: Objective 3 is a national effort directed and funded by the ARS National Program Staff and Office of Technology Transfer. Scientists at the Watkinsville location have been tasked to lead the coordination of this project and document the effort in this plan. Approach:Hypothesis 1.A û High-residue conservation tillage systems save water in Coastal Plain corn production while maintaining or improving productivity.  Soil, plant and remotely sensed data are quantified in irrigated corn-cotton-peanut rotations at Camilla and Tifton, GA with U of GA scientists to evaluate variable tillage, residue, and irrigation regimes. Ground based and remotely sensed data provide instantaneous and non-destructive spatial measures of crop response. Treatments are: conventional tillage (CT) no cover crop and strip-till (ST) with rye, and irrigation treatments: (1) no-irrigation; (2) full irrigation, maintaining soil water tension above 30 mb; (3) irrigation beginning at V10; and (4) irrigation beginning at V14.Hypothesis 1.B ûPasture management strategies designed to maintain nutrients (N and P) in the rooting zone and/or remove nutrients through harvested products will increase profitability and decrease N and P losses to streams in Piedmont systems.  Systems are evaluated on-farm using eight Piedmont stream-side fields. Historical baseline data (1999 û 2003) from unimproved hayfields and pastures are compared to data following establishment of improved management (2005 to 2008): no-till pearl millet/with rye grazed, alfalfa hay, bermudagrass/ryegrassûhay,  and over-seeded pastureûgrazed in winter.  Soil chemical (C, N, and P) and physical properties, water quality data (N & P) upstream, downstream, and surface runoff, are combined with agronomic costs to estimate environmental impact.Hypothesis 2 û Grazing winter cover crops in a conservation system will impact cotton production and economic return, and negatively affect soil properties influencing water quality and water and nutrient availability.  the winter rye cover crop is grazed in the spring and compared to fields that are not grazed. Cotton is planted in May and spatially delineated areas are sampled for biomass, plant height, and nutrient status at first bloom and mid-bloom to determine grazing and landscape effects. Soil water availability is measured using TDR. A picker equipped with yield monitor and GPS is used for harvest. Cotton for fiber analysis is collected from zones in each field. Water conservation and water quality are evaluated from runoff and water use. Objective 3: National Program Staff and Office of Technology Transfer are supporting this NP216 effort to develop tools for customer-based assessment of effectiveness of technology transfer. Scientists from Watkinsville, Auburn, and Mandan working with K.S.U. Jayaratne, Extension Program Evaluator, NCSU, will design and conduct the following studies: 1. Baseline determination of current awareness of NP216 research and technology transfer by customers. Identify preferred technology delivery methods and barriers and challenges in transferring technology to end users.  2. Annual evaluations at 2, 3, and 4 years to facilitate improvements in technology transfer. 3. Comprehensive end of cycle (5 yrs) evaluation to assess economic, environmental, or social impact of new technologies generated and disseminated in NP216.",0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
25,"Objective(s): Objective 1Develop ecologically-based soil and pest management strategies that enhance soil quality, nutrient cycling, and profitability, and reduce off-farm inputs in high-value, organic vegetable production systems.Sub-objective 1.A. Evaluate the effects of cover cropping frequency and compost application on soil quality, vegetable yield and quality, and system profitability.Sub-objective 1.B. Evaluate the effects of a legume-rye mix versus non-legume cover crops on vegetable yield. Sub-objective 1.C. Evaluate the effects cover crop seeding rates on weed density and weed management costs in subsequent vegetable crops grown in rotation sequences.Objective 2Evaluate the energy efficiency, costs, and effectiveness of standard and alternative technologies and strategies for managing cover crop residue in high-value organic vegetable production.Sub-objective 2.A. Compare fuel use, labor costs, and agronomic effectiveness of cover crop residue incorporation with standard primary tillage implements (disc-and-chisel) versus with an alternative implement (spader).Sub-objective 2.B. Evaluate the roller-crimper implement for killing cover crops on beds for no-tillage organic vegetable production. Approach:Organic production is increasing in the U.S., a response in part to public concerns about agricultural sustainability, food safety, & environmental quality. While farmers may consider moving to an organic system, continuity of economic viability during the transition from conventional to organic farming systems is a serious challenge. There is little scientific, organic-based information for farmers as they choose among the options available for the build-up of soil organic matter, maintenance of soil fertility, crops and cultivars, and disease and insect pest management practices. Improved understanding of the processes that occur during the transition to mature organic production systems is necessary to ensure the economic success of organic farming systems.Replacing 5305-21620-011-00D (9.08).",0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
26,"Plants differ in their capacity to grow at and survive low temperatures. At one extreme are tropical-climate cereals such as maize and rice that suffer chilling injury when exposed to 10C for an extended period; while at the other extreme are the temperate-climate cereals such as wheat, barley, and rye that are capable of surviving the temperate-climate winter. This ability to survive the temperate-climate winter is known as winter hardiness. Two key genetic loci are now known to affect winter hardiness, Frost Resistance-1 (FR-1) and FR-2. The FR-1 locus is tightly linked to VRN-1, a gene that determines whether these cereal plants require an extended period of low, nonfreezing temperatures to induce flowering, while FR-2 encompasses a cluster of genes encoding C-Repeat Binding Factor (CBF) proteins, which are DNA binding proteins that activate genetic and biochemical pathways conferring freezing tolerance. A question of fundamental importance in the quest to understand how these cereals survive freezing temperatures is whether FR 1 and VRN 1 are the manifestation of the same gene, or are the affects of two tightly-linked and inseparable genes. Recent studies also indicate that VRN-1/FR-1 is a negative regulator of the CBF genes at FR-2 suggesting that an important aspect of winter hardiness is mediated not only by these two loci but through interactions between them. Multiple lines of evidence also suggest that FR-1 and FR-2 affect drought tolerance, a trait much more difficult to measure, quantify, and breed for than low temperature tolerance. Goals of the work proposed here are (1) to better understand the nature of the interaction between VRN-1/FR-1 and FR-2, (2) to gain greater insight into the regulation of the CBF genes at FR-2 in the absence of the negative affects of VRN-1/FR-1, (3) and to integrate this information with a more complete structural analysis of the FR-2 locus. These studies will contribute fundamental knowledge that will allow for the enhanced productivity of cereal plants through increased tolerances to freezing and drought conditions.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
27,"With this award, the Chemical Synthesis Program is renewing support for the work of Professor James B. Gloer of the Department of Chemistry at the University of Iowa. With his collaborators, Patrick F. Dowd and Donald T. Wicklow of the U.S. Department of Agriculture, Professor Gloer is isolating new natural organic compounds from fungi. The project will continue this distinctive research program in fungal natural products chemistry. Primary focus will be placed on chemical studies of mycoparasitic/fungicolous fungi, and on fungal endophytes that occur in cereal crop plants. Mycoparasitic/fungicolous fungi attack and colonize other fungi in nature. Invasion by these colonists often involves antibiosis toward the host, and therefore, such colonists may be valuable, underexplored sources of natural antifungal agents. Results from prior NSF support provide strong evidence for the validity of this hypothesis. Efforts during the proposed grant period will focus on completion of the studies of a collection of nearly 800 diverse fungal colonists obtained from varied microclimates found on the island of Hawaii. A second direction follows from the discovery that isolates of widespread corn endophytes produce natural products of various types that show antagonistic activity against other, competing fungi encountered in corn plants, including important disease-causing and mycotoxin-producing species. Studies of the occurrence and significance of these metabolites will continue, and will be expanded to include fungi from other crop plants (rye, wheat, barley, sorghum), and a limited number of prairie grasses, in search of further metabolites that show similar biological effects and potential significance. In both projects, the search for new chemistry is guided by assays for activity against two important fungal species and/or an agriculturally important insect pest. An assay for Hsp90 activity will also be included based on a discovery in the most recent grant period that a common corn endophyte produces a potent inhibitor of Hsp90 function. Many new bioactive natural products have been discovered through these hypothesis-guided studies, and further success is expected because of the relatively unexplored nature of these fungal groups. Antifungal and antiinsectan agents are of potential practical value to society in agriculture and medicine, and can also be valuable as tools to assist in discovery of new modes of action. Findings from this project are also expected to contribute to fundamental scientific knowledge in other disciplines, including fungal ecology, taxonomy, biodiversity, crop/food science, and evolutionary biology.",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,"Background:  The ingestion of food antigens plays an essential role in the development of eosinophilic esophagitis (EE) as total removal of dietary antigens by using an amino acid-based oral formula improves clinical symptoms and esophageal histology in 98% of patients with EE within a month.  EE is thought to be mediated by both immunoglobulin (IgE) and non-IgE-mediated food allergy.  The majority of patients with EE (50%-80%) are atopic based on the co-existence of EE with atopic dermatitis, allergic rhinitis, and/or asthma.  In addition, approximately two-thirds of EE patients have food allergen-specific IgE based on immediate hypersensitivity skin tests or measurement of allergen specific IgE in blood.  Approximately 75% of EE subjects had increased total IgE levels.  Approximately two-thirds of children with EE have positive immediate hypersensitivity skin tests to at least one food allergen.  The mean number of positive food immediate hypersensitivity skin tests ranges from 3-6 positive tests per subject with EE.  The most common foods reported to be positive in EE by skin immediate hypersensitivity skin test included common food allergens (i.e., peanut, egg, milk, soy, wheat) as well as beans, rye, and beef.  Dietary therapy is considered an effective therapy in children diagnosed with EE.Objective/Hypothesis:  Although studies of the genetics of EE are in their infancy, the importance of genes to the development of EE has been demonstrated in studies showing an important association of EE with a single-nucleotide polymorphism (SNP) in the eotaxin-3 gene, a chemokine gene important to eosinophil chemotaxis into tissues such as the esophagus.  In this proposal, we hypothesize that in EE there is a gene polymorphism (transforming growth factor beta 1, or TGF-b1) environment (IgE food sensitization) interaction that contributes to increased IgE-mediated TGF-b expression in the esophagus and increased esophageal remodeling in a subset of EE subjects.  As esophageal stricture formation is an important complication of remodeling in EE (6%-12% of children; 33% of adults), resulting in food impactions and emergency room visits, identifying genetic polymorphisms in TGF-b in EE may allow the early identification of food sensitized children at risk for the development of this significant complication of EE.Specific Aims:  The focus of the genetic studies in EE we have proposed has two specific aims, namely:  (1) Do food-sensitized EE subjects with the TGF-b TT genotype have increased levels of esophageal expression of TGF-b and pSmad?  (2) Do food-sensitized EE subjects with the TGF-b TT genotype have increased levels of remodeling?Study Design:  We will characterize SNPs in a candidate gene of esophageal remodeling (TGFb) in patients with EE and food sensitization patients with EE and no food sensitization (n=381) matched for age, gender, and ethnic background.  Levels of esophageal remodeling and expression of TGF-b and pSMAD will be quantitated in esophageal biopsies.Impact:  This study focuses on increasing our understanding of a gene (TGF-b) environment (food IgE sensitization) associated with remodeling and stricture formation in the esophagus in EE.  If this gene environment interaction contributes to esophageal remodeling and esophageal stricture formation, their identification may lead to biomarkers to detect patients at risk of this complication, as well as potential novel therapies.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29,"This project will address several issues related to identifying and mitigating constraints that are limiting more widespread adoption of diverse no-till rotations in the States of South Dakota, North Dakota, and Nebraska. There is a policy/marketing component that will survey farmers in all three States and define quantitatively factors that producer's identify as those keeping them from using diverse crop rotation no-till systems. A second component will involve animal scientist that will explore the potential use of diverse crops for livestock feed. These projects will specifically consider peas as feed for dairy and range cattle, pea forage for growing beef cattle, and cold-pressed oilseed (camelina) meal as a source of protein and energy in swine diets. Utilizing the products of these crops locally or on the farm minimizes transportation costs. The last component will consider the potential of optimizing the inter-crop fallow periods. Treatments will evaluate the potential of using inter-crop fallow periods to grow cover-crops that utilize the excess water to compete with weeds, sequester or fix nitrogen, enhance microbial activity, and encourage beneficial insects. The potential of using these crops as a forage resource will also be examined. These systems will be evaluated across the moisture gradient of the humid and arid parts of the Northern Great Plains. Plant breeders will evaluate cultivars and germplasm of oats, rye, millet, and legumes for their potential as a inter-crop cover crop.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
30,"Crops compete with weeds. The goal in all production systems is to tip the competitive balance to favor the crop over the weed. The choice of crop variety is of utmost importance in this battle. If a variety is  competitive  it will emerge well under stressful conditions, capture moisture, light, and available nutrients, suppress weeds, and be tolerant of insect pests and diseases. For centuries plant breeders have been selecting for varieties that have the highest yields under pest-free and nutrient-rich conditions. Organic farmers need varieties that perform well under their production systems which may differ in nutrient availability and pest pressure compared with conventional systems. In conventional production systems navy bean cultivars yield more than black bean cultivars. However, black beans produced greater yields than navy beans in organic trials. These yield differences in dry bean class and variety may in part be due to differences in nitrogen fixation and uptake by bean root systems. Nitrogen availability in organic systems is largely dependent on the crop rotation, including the planting of cover crops. Red clover is a common cover crop which when tilled into the soil supplies an available form of nitrogen for the following crop. Rye and oilseed radish are not legumes, but both may increase nitrogen availability to dry beans by mineralization of nitrogen during the summer months. By researching the incorporation of cover crops into organic dry bean production systems we will determine which cover crop (or lack thereof) supports the nodulation and uptake of nitrogen for optimum seed yield in organic dry bean production systems. Including cover crops prior to planting dry beans may help in weed suppression. Some cover crops such as cereal rye suppress germinating weed seedlings due to release of allelopathic compounds. However, weed suppression by these compounds is short-lived and therefore producers must manage emerging weeds by other means, including rotary hoeing and cultivation. The vigor of the dry bean variety is very important because it is difficult to cultivate weeds when the crop is not growing vigorously. Furthermore, cover crop residues may assist or hinder weed management by mechanical methods in the weeks following dry bean planting. On-farm trials will provide much needed information on how to manage weeds in cover crop/no cover crop residue situations in organic dry bean production. Organic dry bean producers must also manage insect and disease pests. In this regard cover crops can be either a help or a hindrance. For example,  Colonel  oilseed radish is a well known variety that suppresses nematode pests. On the other hand, if beans are planted too close to the incorporation of a cover crop insects like seed corn maggot can become a problem. Western bean cutworm is a relatively new pest that is of concern to all dry bean producers. It is currently unclear what role dry bean variety and cover crops play in negating or enhancing the infestation of this pest.",0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
31,"Vast areas of semiarid rangelands in the western U.S. are severely disturbed, frequently burned, increasingly eroded, and subsequently infested with troublesome weeds such as cheatgrass, medusahead rye, and others. Reseeding these disturbed rangelands with genetically improved plant materials that are competitive enough (seedling establishment and persistence) to replace existing undesirable vegetation is often the most plausible and economically feasible way to reclaim such sites. With the increased emphasis on establishing a biologically diverse ecosystem of native and introduced plant materials on these disturbed sites, there is a need for improved native grasses and legumes that can compete with invasive weeds. Within the native grasses, little effort has focused on their breeding, selection, and cultivar development. Until improved native plant materials have been developed that are competitive with invasive weeds, easy to establish, and persistent, it is critical to continue to improve introduced plant materials with increased seedling vigor and drought and defoliation tolerance with increased persistence. Failure to do so will result in increased fire frequency, loss of soil structure, increased soil erosion, and economically unproductive rangelands. Attaining the objectives will generate improved and economically available plant materials that will provide rangeland and pasture managers with critically important plants required to improve forage availability, renovate disturbed areas, reduce soil erosion, and generally improve water quality.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,"Since the inception of the State of ND in 1889, agriculture has been the foundation of the state's economy. Data collected by the author (Shaik, S 2007a) from historical census of agriculture and the National Agricultural Statistical Services reveals that the number of farms in North Dakota has declined from 74,400 in 1910 to 30,300 in 2006. The corresponding acreage amount of farms in North Dakota increased from 28,427 thousand acres to 39,400 thousand acres leading to an increase in farm size from 382 acres to 1,300 acres. A century ago, North Dakota was overwhelmingly a wheat state; today the leading crops are oil crops. According to North Dakota Agricultural Statistical Service publication, the state ranks first in the production of barley, durum wheat, spring wheat, all dry edible beans, pinto beans, navy beans, sunflower, canola, flaxseed, oats, dry edible peas. It ranks second in all wheat, lentils and honey, third in sugar beets and rye; fourth in potatoes, and tenth in soybeans. The farm receipts increased from 0.257 billion nominal dollars in 1924 to 3.98 billion nominal dollars in 2006. During the same time period, the crop and livestock receipts increased from 0.197 and 0.60 billion nominal dollars to 3.089 and 0.897 billion nominal dollars respectively. These changes in North Dakota due to technological improvements, farm programs, farm crop insurance programs and public investments will be quantified for the fourteen (including the 2008 farm bill) major farm bills since 1933. The project will collect, construct and analyze original farm-level, county-level, state-level, and regional-level data utilizing statistical econometric, mathematical programming and/or simulation data to provide conclusions of the stated objectives. This project will also develop a ND agriculture sector database for the future researchers and the state.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
33,"Winter annual cover crops, winter rye (Secale cereale) and hairy vetch (Vicia villosa roth.), can reduce weed density and build soil health in organic production systems. There is considerable interest in integrating cover crops and reduced tillage with organic vegetable production; but few studies have been conducted in regions with short growing seasons and cool soils such as the upper Midwest. We evaluated no-tillage production of tomato, zucchini, cauliflower, and bell pepper planted into winter rye, hairy vetch, and a winter rye-hairy vetch mixture that were mechanically suppressed with a roller-crimper at two locations in Minnesota. Average marketable yields of tomato, zucchini, and bell pepper in the cover crops were reduced 58-87%, 27-75% and 62-92%, respectively, compared to a no-cover control. Winter rye and the mixture reduced average annual weed density at St. Paul by 96% for 8-10 weeks after rolling (WAR) and hairy vetch mulch had 80% control for 2-8 WAR; while at Lamberton, there was no consistent effect of cover treatments on weed populations. Winter rye and the mixture had higher average residue biomass (5.3 and 5.7 Mg&#8901;ha-1) than hairy vetch (3.0 Mg&#8901;ha-1) throughout the season while hairy vetch consistently had higher tissue N concentration. Cover crop mulches reduced soil temperature by 2.9 degrees to 5.7 degrees C compared to a no-cover control for 4-5 weeks after planting which delayed vegetable growth and could have contributed to poorer yields in the cover crop mulches. In addition, low levels of soil N (<10 mg N kg-1) in the top 15 cm in under all cover crop mulches likely resulted in nutrient deficiency symptoms and reduced vegetable yields. Spring rolled winter annual cover crops show promise for controlling annual weeds in organic no-tillage systems, but there is need to reduce the impact of the rolled over crops on the yield of organic vegetables in the upper Midwest.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
34,"Objective(s): 1) Develop integrated multi-tactic weed management programs which will include cover crops, cultural practices, and bio-herbicides for reduced-tillage production systems. 2) Determine the ecological mechanisms by which crop and soil management impact crop and weed establishment and growth processes.Approach:   A multi-tactic approach will be developed for reduced-tillage corn production that combines the optimum hairy vetch-rye cover crop mixture for suppressing weeds with poultry litter injection that supplements nitrogen required by the crop, but localizes it in space and time to minimize utilization by weeds. Soil properties, mulch characteristics, and weed sizes will be determined that optimize the postemergence destruction of weeds with a high-residue cultivator, minimize disturbance of the surface residue, and maximize soybean yield. Methods will be developed to augment and purify naturally-produced bacterial phytotoxins and test their efficacy as a postemergence herbicide. Basic research will be conducted to increase our understanding of weed suppression by cover crop mulches in relation to potentially allelopathic compounds leached into the soil and their duration of soil activity. Basic research also will be conducted to determine the effect of soil organic matter on mitigating the competitive effects of weeds on crops.",0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
35,"The primary goal of this project is to determine if the interaction between grasses and their fungal symbionts follows predictions from mutualism theory. To accomplish this goal, the investigators will determine if an asexual fungal symbiont is a stronger mutualist than a sexual one. Both can live within Canada wild rye grass. The sexual and asexual symbionts will be assessed for the amount of herbivore resistance they provide to their host through alkaloid production. The project will employ molecular genetic and analytical chemistry approaches to assess the regulation and expression of the fungal genes responsible for alkaloid production. To complement these physiological approaches, the investigators will determine the degree of genetic diversity in populations of Canada wild rye and its asexual and sexual symbionts across a broad geographic range, from Texas to Minnesota. Furthermore, field and mesocosm experiments will be performed to determine how endophytes affect plant fitness within an ecosystem level context. The project will contribute to the fields of symbiosis and community ecology as well as result in the training of 26 undergraduate students, approximately 30% of whom will be from groups typically underrepresented in science, technology, engineering and mathematics. Students will work as part of a multidisciplinary team, learning to develop hypotheses, design and conduct experiments, analyze data, and report their findings. Collaboration between the labs at Hope College and Indiana University-Kokomo will be fostered through joint annual meetings. The impact of the proposed research will be extended by publishing the scientific findings in ecological peer-reviewed journals and by presentations at national scientific meetings. Moreover, basic scientific knowledge gathered through this research will contribute to the understanding and management of fungal endophytes in forage grasses, where they can cause considerable economic loss due to harmful effects of alkaloids on livestock.",0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
