,TEXT,0,1,2,3,4,5,6
274,"Insect pests contribute to revenue losses directly by either reducing rice yield and/or quality of the grain, or indirectly by reducing stand density and/or by delaying crop maturity. Thus, a knowledge of pest biology and strategies for management are an essential part of rice production. Field methods will be used to investigate the impact of insect pests on rice, the establishment of thresholds for treatment, and methods for chemical, cultural, and biological control of insect pests. Information gained from this project on rice insects will be make Arkansas rice growers more competitive, be a value to growers in other rice producing states, and globally an interest to other rice producing countries that share common insect pests with the United States. Arkansas; Biological; Biology; Cereals; Chemicals; Country; density; Insect Control; Insecta; interest; Knowledge; Methods; Production; Rice; tool; United StatesTOOLS AND STRATEGIES FOR THE MANAGEMENT OF INSECT PESTS OF RICE",1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.999999
275,"International trade and competitive impacts stemming from changes in domestic agricultural and economic policies, combined with continued reforms in trade treaties and agreements, will be major factors influencing the continued competitiveness of the Southern agricultural sector. The Southern region is an important contributor to U.S. agricultural production, processing and exports. The region is the major supplier of cotton, peanuts, poultry, pecans, tobacco, cane sugar, rice, winter vegetables and citrus fruits and an important contributor to the production of grains, soybeans, feeder cattle, poultry, pork and dairy products. Addressing these issues is important for agricultural producers, policy makers, farm organization leaders, agribusiness firms, rural communities, and related constituencies in order for them to have the information necessary for informed decision making and policy design. Address; Agreement; Agriculture; Arachis hypogaea; Cattle; Cereals; Citrus Fruit; Dairy Products; Decision Making; design; Domestic Fowls; economic impact; Economic Policy; Farming environment; Gossypium; International; Peanuts - dietary; Pecans; Policies; Policy Maker; Process; Production; Rice; Rural Community; Soybeans; stem; sugar; Tobacco; Treaty; VegetablesECONOMIC IMPACTS OF INTERNATIONAL TRADE AND DOMESTIC POLICIES ON SOUTHERN AGRICULTURE",1e-06,1e-06,0.999999,1e-06,1e-06,0.999999,0.999999
276,"Identification insect and related arthropod pests, including newly introduced species, is a critical first step in risk assessment and determining the need for quarantine procedures and new management strategies. The same technologies that serve the needs of collection based systematic research projects also serve the agricultural community by providing an information infrastructure for tracking and documenting pest species distributions, and predicting ecological associations in new areas of occurrence. Even in well studied areas such as eastern U.S., species that turn out to be new to science are discovered. In these cases the species' relationships, as determined through taxonomic study, are useful in predicting biological associations, including host plants and other aspects of natural history. This project will provide essential support roles to agricultural scientists by providing technical expertise for identifying species from difficult species complexes (e.g., Mexican rice borer) or novel technical descriptions of undescribed life history stages (e.g., first description of first instar larvae of the important biocontrol lady beetle, Diomus terminatus). All of these types of studies involve investigations of life histories that are key to understanding potential risks and benefits of new or inadequately studied species. Inventory research under this project will enhance understanding of ecological associations in forested and coastal ecosystems of the southeastern U.S. Specific area of investigation include beetles associated with dead wood substrates in Louisiana and the southern Appalacian Mountains, beetles of Great Smoky Mountians National Park, and insects associated with Spartina grass marshlands in coastal Louisiana. These studies will provide useful baseline data for understanding the value of dead wood in these forests and the potential impacts of insects on management of Spartina in coastal restoration initiatives. Specialized systematic research under this project will provide training to a new generation of insect systematists and document novel findings about the global diversity of inadequately studied insect taxa, their phylogenetic relationships, and historical biogeography. Agriculture; Area; Arthropods; base; Benefits and Risks; Biocontrols; Biological; Collection; Communities; Complex; Data; Ecosystem; Equipment and supply inventories; forest; Generations; Insecta; Investigation; Larva; life history; Louisiana; Mexican; Museums; Natural History; novel; Order Coleoptera; Phylogenetic Analysis; Plants; Poaceae; Procedures; Quarantine; Research; Research Design; Research Infrastructure; Research Project Grants; restoration; Rice; Risk Assessment; Role; Science; Scientist; Staging; Taxon; Technical Expertise; Technology; Training; Wood materialSYSTEMATICS RESEARCH IN THE LOUISIANA STATE ARTHROPOD MUSEUM (LSAM)",0.9997186650215637,1e-06,0.9965793304046338,1e-06,1e-06,1e-06,0.999999
277,"International trade and competitive impacts stemming from changes in domestic agricultural and economic policies, combined with continued reforms in trade treaties and agreements, will be major factors influencing the continued competitiveness of the Southern agricultural sector. The Southern region is an important contributor to U.S. agricultural production, processing and exports. The region is the major supplier of cotton, peanuts, poultry, pecans, tobacco, cane sugar, rice, winter vegetables and citrus fruits and an important contributor to the production of grains, soybeans, feeder cattle, poultry, pork and dairy products. Addressing these issues is important for agricultural producers, policy makers, farm organization leaders, agribusiness firms, rural communities, and related constituencies in order for them to have the information necessary for informed decision making and policy design. To accomplish these goals, the supply response model for peanuts will be estimated to evaluate the impacts of the agricultural policies on U.S. peanuts and their competitiveness in global markets. In addition, a simulation model will be utilized to assess changes in U.S. domestic policies including macroeconomic factors on the economic viability and competitiveness on 19 U.S. representative peanut farms. Econometric, simulation and spatial equilibrium models will be used to address potential impacts from trade agreements. In addition, export demand models will be developed and estimated to analyze import behavior of peanuts in major importing countries. Important provisions from the DOHA round of WTO will be incorporated into the models to analyze potential impacts. Similar methods will be used to analyze the effects of regional and bilateral trade agreements on U.S. peanuts. The outcome of this research project is expected to have positive consequences for several groups associated with Southern agriculture. First, through the work of this project; producers and agribusinesses would have timely, reliable information on which to base crucial economic decisions. Second, policy-makers would have access to information from this project upon which to base important domestic and trade policy decisions. In addition, the improved competitiveness of the southern agricultural industry is expected from the availability of research results and recommendations which are expected to strengthen the employment base and consequently to increase the income levels in the Southern States. Additional outputs from this project are Journal Articles, Books and Book Chapters, Professional Papers, and Conferences Organized. The outcomes or projected impacts will be: Better ability to understand and predict changes resulting from changes in trade agreements; Better ability to understand and predict changes resulting from changes in domestic policy; and More clientele exposure to trade research and information. Access to Information; Address; Agreement; Agriculture; Arachis hypogaea; base; Behavior; Bilateral; Book Chapters; Books; Cattle; Cereals; Citrus Fruit; Country; Dairy Products; Decision Making; design; Domestic Fowls; economic impact; Economic Policy; Economics; Employment; Equilibrium; Exposure to; Farming environment; Goals; Gossypium; improved; Income; Industry; International; journal article; Macroeconomic Factors; Marketing; Methods; Modeling; models and simulation; Outcome; Outcomes Research; Output; Paper; Peanuts - dietary; Pecans; Policies; Policy Maker; Process; Production; Recommendation; Research; Research Project Grants; response; Rice; Rural Community; simulation; Soybeans; stem; sugar; symposium; Tobacco; Treaty; Vegetables; WorkECONOMIC IMPACTS OF INTERNATIONAL TRADE AND DOMESTIC POLICIES ON SOUTHERN AGRICULTURE",1e-06,1e-06,0.999999,1e-06,1e-06,0.999999,0.999999
278,"Hundreds of European beeches in the Northeast have been killed by of Phytophthora sp. causing girdling cankers, and about 40 percent of remaining trees show symptoms. P. cactorum and P. citricola cause most of the disease. Recovery of the pathogens in the rhizosphere with conventional baiting has been poor, and we wonder where else they survive and how they move from tree to tree when introduced beech are often separated by miles of non-host land. Inoculations indicate that maple, birch and ash are susceptible but we have only found naturally-infected maple in our surveys. In greenhouse tests, with a few grains of colonized rice as inoculum, P. citricola kills one-year-old beech and we suspect it may do likewise the field. There is precedent for the role of Phytophthora sp. as pathogens of competitive progeny with Prunus spp, and the failure of otherwise shade tolerant beech seedlings to survive beneath parent trees has us wondering if Phytophthora sp are residents of the beech rhizosphere, beneficial to parent trees early on. Expanded soil baiting efforts, root excavation, and close monitoring of the fate of seedlings under the trees should allow us to resolve that question and to identify infection courts. Preliminary treatments of cankers with phosphite fungicide trunk drenches have been encouraging, but not consistent. Colleagues elsewhere have had better luck with phosphites as preventative treatments and we propose to test them for that purpose on beech. 1 year old; Acer; Beech; Betula Genus; Cereals; court; Disease; European; Industrial fungicide; Infection; Killings; Monitor; Parents; pathogen; Phosphites; Phytophthora; Plant Roots; Prunus; Recovery; Rice; Role; Seedling; Soil; Surveys; Symptoms; Testing; TreesPHYTOPHTHORA SPP. CAUSING EUROPEAN BEECH DECLINE",1e-06,0.999999,0.999999,1e-06,1e-06,9.206976860927904e-06,0.999999
279,"International trade and competitive impacts stemming from changes in domestic agricultural and economic policies, combined with contintued reforms in trade treaties and agreements, will be major factors influencing the continued competitiveness of the Southern agriculture sector. The Southern region is an important contributor to U.S. agricutlural production, processing and exports. The region is a major supplier of cotton, peanuts, poultry, pecans, tobacco, cane sugar, rice, winter vegetables and citrus fruits and a major producer of grains, soybeans, feeder cattle, poultry, pork, and dairy products. Addressing these issues is important for agricultural producers, policy makers, farm organization leaders, agribusiness firms, rural commmunities, and related constituencies in order for them to have the information necessary for informed decision making and policy design. The outcomes/impacts of this project are expected provide timely, reliable information on which to base crucial economic decisions by these stakeholders. Improved decision making by producers, consumers, agribusiness firms, rural communities and public officials will be expected to result in improved competitiveness of the food and agricultural sector in the Southern region, strenghtening the employment base and consequently increasing the income levels in the Southern States. Address; Agreement; Agriculture; Arachis hypogaea; base; Cattle; Cereals; Citrus Fruit; Dairy Products; Decision Making; design; Domestic Fowls; economic impact; Economic Policy; Economics; Employment; Farming environment; Food; Gossypium; improved; Income; International; Outcome; Peanuts - dietary; Pecans; Policies; Policy Maker; Process; Production; Rice; Rural; Rural Community; Soybeans; stem; sugar; Tobacco; Treaty; VegetablesECONOMIC IMPACTS OF INTERNATIONAL TRADE AND DOMESTIC POLICIES ON SOUTHERN AGRICULTURE",1e-06,1e-06,0.999999,1e-06,1e-06,0.999999,0.999999
280,"International trade and competitive impacts stemming from changes in domestic agricultural and economic policies, combined with continued reforms in trade treaties and agreements, will be major factors influencing the continued competitiveness of the Southern agricultural sector. The Southern region is an important contributor to U.S. agricultural production, processing and exports. The region is the major supplier of cotton, peanuts, poultry, pecans, tobacco, cane sugar, rice, winter vegetables and citrus fruits and an important contributor to the production of grains, soybeans, feeder cattle, poultry, pork and dairy products. Addressing these issues is important for agricultural producers, policy makers, farm organization leaders, agribusiness firms, rural communities, and related constituencies in order for them to have the information necessary for informed decision making and policy design. Research conducted within the proposed project will primarily address SAAESD Priority Area Goal 1, AN AGRICULTURAL SYSTEM THAT IS HIGHLY COMPETITIVE IN THE GLOBAL ECONOMY. Research will specifically address needs pertaining to sub-goals: G. Competitiveness in international markets; and J. Public policy & economics of agricultural production systems. Address; Agreement; Agriculture; Arachis hypogaea; Area; Cattle; Cereals; Citrus Fruit; Dairy Products; Decision Making; design; Domestic Fowls; economic impact; Economic Policy; Economics; Farming environment; Goals; Gossypium; International; Marketing; Peanuts - dietary; Pecans; Policies; Policy Maker; Process; Production; Public Policy; Research; Rice; Rural Community; Soybeans; stem; sugar; System; Tobacco; Treaty; VegetablesECONOMIC IMPACTS OF INTERNATIONAL TRADE AND DOMESTIC POLICIES ON SOUTHERN AGRICULTURE",1e-06,1e-06,0.999999,1e-06,1e-06,0.999999,0.999999
281,"This goal of this project is to understand the basic mechanisms underlying fungal growth, development, and pathogenicity using the most advanced molecular genetic, genomic, and proteomic tools available. Using the most advanced tools, we are working to characterize genes and metabolic process that can be exploited to manage fungal disease of plants, insure the safety of food supplies, and enhance the use and efficiency of the bio-base product industry. This project is broken into three sections - protein chips, chromosomal organization, and plant cell wall degrading enzyme studies. Each is briefly described below. In this modern age, a major challenge is to understand control of each gene and the targets of each. This could not be more true for understanding the molecular basis of fungal pathogenicity. The genome sequence of many fungi is now available, as are growing data sets of large-scale studies. We can learn a lot from studying what genes are turned on and off at different time points in development, however the ultimate objective is to be able to decipher the underlying networks controlling these fluxuations. In this project, we will use high throughput proteomic approaches to identify key factors regulating pathogenicity in the rice blast pathogens as well as identify and characterize the subsets of genes they regulate. The fungal genus Alternaria is comprised of many species but is most well known as containing many notoriously destructive plant pathogens. There are over 4,000 Alternaria/host associations recorded ranking it 10th among nearly 2,000 fungal genera based on the total number of host records. Many pathogenic species of Alternaria are prolific toxin producers, which facilitates their killing lifestyle. Genes that code for these toxins in the Alternaria alternata lineages are carried on small, conditionally dispensable chromosomes (CDCs). This project seeks to generate a draft genome sequence assembly from six toxin cluster-containing CDCs and subsequently use that sequence to gain insights into the evolution of host specificity, the transfer of genes, genome structure, and virulence factors for this agronomically important fungal lineage. Plant wall polysaccharides offer unique potential to grow biomass to meet our increasing energy, food, and feed industry needs. Xylans are a large family of polysaccharides essential for the structural integrity of plant cell walls, as well as important substrates for industrial products such as biofuel. Due to the complex structure of xylans, their biodegradation involves the action of a cocktail of xylan-degrading enzymes. In the recent years the enzymes that hydrolyze the backbone of xylans, have attracted research because of the increase in their use in the flour bread-making processes and the application for the pre-bleaching of pulps. These powerful enzymes are produced by a variety of bacteria and fungi and are indeed are fairly ubiquitous in nature where they are used in the breakdown of biomass and carbon cycling. This study will clone and characterize three xylanases from plant pathogenic fungi for possible use in the early steps of bio-base production. Age; Alternaria; Bacteria; base; Bio-Base; Biodegradation; Biomass; Blast Cell; Bread; Carbon; Cell Wall; Chromosome Structures; Chromosomes; Code; Complex; Data Set; Dental Pulp; Development; Enzymes; Evolution; Family; feeding; Flour; Food Energy; Food Supply; fungus; Gene Targeting; Gene Transfer; Genes; Genome; genome sequencing; Genomics; Goals; Growth and Development function; Industrial Product; Industry; insight; Killings; Learning; Life Style; meetings; Metabolism; Molecular; Molecular Genetics; Nature; novel; pathogen; Pathogenicity; Plant Diseases; Plants; Polysaccharides; Process; Production; Protein Microchips; Proteomics; Records; Research; Rice; Safety; Specificity; Structure; Time; tool; Toxin; Vertebral column; Virulence; Virulence Factors; Work; XylansADVANCED STUDIES OF THE BASIS OF FUNGAL VIRULENCE AND THE DISCOVERY OF NOVEL ENZYMES FOR INDUSTRIAL APPLICATIONS",1e-06,0.999999,1e-06,1e-06,1e-06,0.999999,1e-06
282,"International trade and competitive impacts stemming from changes in domestic agricultural and economic policies, combined with continued reforms in trade treaties and agreements, will be major factors influencing the continued competitiveness of the Southern agricultural sector. The Southern region is an important contributor to U.S. agricultural production, processing and exports. The region is the major supplier of cotton, peanuts, poultry, pecans, tobacco, cane sugar, rice, winter vegetables and citrus fruits and an important contributor to the production of grains, soybeans, feeder cattle, poultry, pork and dairy products. Addressing these issues is important for agricultural producers, policy makers, farm organization leaders, agribusiness firms, rural communities, and related constituencies in order for them to have the information necessary for informed decision making and policy design. Outcomes or projected Impacts of this project will include, but not limited to the following.Better ability to understand and predict changes resulting from changes in trade agreements. Better ability to understand and predict changes resulting from changes in domestic policy. More clientele exposure to trade research and information. The outcomes of this research project are expected to have positive consequences for several groups associated with Southern agriculture. First, through the work of this project; producers and agribusinesses would have timely, reliable information on which to base crucial economic decisions. Second, policy-makers would have access to information from this project upon which to base important domestic and trade policy decisions. In addition, the improved competitiveness of the southern agricultural industry is expected from the availability of research results and recommendations which are expected to strengthen the employment base and consequently to increase the income levels in the Southern States. Access to Information; Address; Agreement; Agriculture; Arachis hypogaea; base; Cattle; Cereals; Citrus Fruit; Dairy Products; Decision Making; design; Domestic Fowls; economic impact; Economic Policy; Economics; Employment; Exposure to; Farming environment; Gossypium; improved; Income; Industry; International; Outcome; Outcomes Research; Peanuts - dietary; Pecans; Policies; Policy Maker; Process; Production; Recommendation; Research; Research Project Grants; Rice; Rural Community; Soybeans; stem; sugar; Tobacco; Treaty; Vegetables; WorkECONOMIC IMPACTS OF INTERNATIONAL TRADE AND DOMESTIC POLICIES ON SOUTHERN AGRICULTURE",1e-06,1e-06,0.999999,1e-06,1e-06,0.999999,0.999999
283,The research will best be used to understand the activity of herbicides on common weeds in rice and the economical use of the herbicides in rice production. Herbicide drift is a major problem in rice production and we need to get a better grasp on how deterimental this herbicide drift is to a rice crop when applied at different growth stages. grasp; Growth; Herbicides; Production; Research; Rice; StagingWEED MANAGEMENT IN RICE,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.999999
284,"International trade and competitive impacts stemming from changes in domestic agricultural and economic policies, combined with continued reforms in trade treaties and agreements, will be major factors influencing the continued competitiveness of the Southern agricultural sector. The Southern region is an important contributor to U.S. agricultural production, processing and exports. The region is the major supplier of cotton, peanuts, poultry, pecans, tobacco, cane sugar, rice, winter vegetables and citrus fruits and an important contributor to the production of grains, soybeans, feeder cattle, pork and dairy products. Addressing these issues is important for agricultural producers, policy makers, farm organization leaders, agribusiness firms, rural communities, and related constituencies in order for them to have the information necessary for informed decision making and policy design. If this research project were not done there would be several negative consequences for Southern Agriculture. First, producers and agribusinesses would not have timely, reliable information on which to base crucial economic decisions. Second, policy-makers would lack information upon which to base important domestic and trade policy decisions. In addition, rural communities would face a declining job base and a decrease in income levels as the competitiveness of the southern agricultural industry declined. Address; Agreement; Agriculture; Arachis hypogaea; base; Cattle; Cereals; Citrus Fruit; Dairy Products; Decision Making; design; Domestic Fowls; economic impact; Economic Policy; Economics; Face; Farming environment; Gossypium; Income; Industry; International; Occupations; Peanuts - dietary; Pecans; Policies; Policy Maker; Process; Production; Research Project Grants; Rice; Rural Community; Soybeans; stem; sugar; Tobacco; Treaty; VegetablesECONOMIC IMPACTS OF INTERNATIONAL TRADE AND DOMESTIC POLICIES ON SOUTHERN AGRICULTURE",1e-06,1e-06,0.999999,1e-06,1e-06,0.999999,0.999999
285,"Development of resource efficient native or non-invasive adapted plant material is an important component in sustainable landscape implementation. Plants that require less irrigation, are adapted to local or regional soil types and climate, and require fewer inputs such as fertilizers or chemicals are needed to meet the demands of sustainable landscape requirements. Genotypes are often selected for ease of production or other criteria rather than adaptability to diverse planting sites or environments. There is a need to develop plant material that is regionally adapted to Arkansas and the surrounding environs and can be successfully grown and marketed by local producers using sustainable practices. While many regions of Arkansas claim an abundant and high quality water supply, non-point source pollution potential and future water demands in both urban and rural areas will increase. Controversies such as ongoing non-point source pollution litigation over the Illinois River watershed in Northwest Arkansas will likely increase in the future. Efficient water use in residential and urban areas throughout the United States remains a major concern (St. Hilaire et al., 2008) A major goal in sustainable landscape practices is utilizing locally available materials to reduce transportation costs and fuel expenditures. Another advantage of using locally sourced materials is the benefit to local economies derived from production, marketing, and transportation of by-products made from regionally produced products such as rice. Composted rice hulls or parboiled rice hulls (PBH) have been found to be a suitable substitute in greenhouse production of bedding plants reducing production costs by replacing sphagnum peat moss or perlite, costly materials that must be transported great distances (Evans, 2008; Gachukia and Evans, 2008). To date, while some research exists on the use of poultry litter in plant production; little research has investigated the potential of other locally available products, such as biofuel by-products, for use in the production phase of landscape plant material (Marble et al., 2008). Another goal of sustainable landscaping is the use of native or non-invasive regionally adapted plant material for both public and private planting projects. In addition to vegetation&#39;s primary role in soil stabilization, erosion control, light and sound barriers, landscaped areas can contribute to pollution remediation, carbon sequestration, and address socio-economic quality of life issues. Plant material generally used in such projects is often from a genetic source of either unknown provenance or not fully regionally adapted to Arkansas sites and climate. Effects of degraded air quality, mainly elevated ozone levels, are well documented for the more important timber species grown in the United States, but little understood in many ornamental species, both native and introduced (Broadmeadow, 2008; Peine, 1999). Guidelines are needed to select native or regionally adapted plants tolerant to ozone damage for use in urban areas, or in areas along heavily trafficked roadways, such as interstates. Address; Air; Area; Arkansas; Beds; Carbon; Chemicals; Climate; Compost; cost; Domestic Fowls; Environment; Expenditure; Fertilizers; Future; Genetic; Genotype; Goals; Guidelines; Illinois; Irrigation; Light; Litigation; Marketing; meetings; Methods; Ozone; Phase; Plants; Pollution; Production; Quality of life; remediation; Research; Resource Development; Rice; Rivers; Role; rural area; Site; socioeconomics; Soil; sound; Source; Sphagnum Moss; trafficking; Transportation; United States; urban area; Water; Water SupplySUSTAINABLE LANDSCAPE METHODS FOR ARKANSAS",1e-06,1e-06,0.999999,0.999999,0.9993076615805111,0.999999,0.999999
286,"Nanoscale science, engineering and technology (nanotechnology) have great potential for application to the food and agricultural system. The novel physical, chemical, and biological properties of systems with structural features in the length scale for nanotechnology (1-100 nanometers) can allow the development of a new understanding of biological and physical phenomena in agricultural and food systems. In addition, nanotechnology allows scientists to measure, control, and manipulate matter at the nanoscale to change those properties and functions to the benefit of these systems. Polymeric nanoparticles developed at LSU can potentially be used as controlled delivery and release devices for bioactive components (i.e. vitamins and antioxidants) in biomedical, cosmetic, food, and pharmaceutical applications. Nanoparticles can be designed to deliver the antioxidant/vitamin to the specific site of action with minimal degradation of the bioactive component during delivery. The antioxidant/vitamin is then potentially released in a controlled manner by controlling the degradation profile of the polymer, or by using  smart  polymers which interact with the cell environment (temperature, pH, enzymes, ionic strength, and other) in a predictable way. The impact of the technology is vast. Bioactive food components have been associated with the prevention and/or treatment of chronic diseases such as cancer, coronary heart disease, diabetes, hypertension, and osteoporosis. Successful encapsulation and delivery of bioactive components (i.e. vitamin E) extracted from plant materials (i.e. rice bran) in polymeric nanoparticles can bring new revenues to the food, pharmaceutical, and cosmetics industries. Agriculture; Antioxidants; bioactive food component; Biological; Biosensor; Cells; Chemicals; Chronic Disease; Coronary heart disease; Cosmetics; design; Development; Devices; Diabetes Mellitus; Engineering; Environment; Enzymes; Food; Hypertension; Industry; Ionic Strengths; Length; Malignant Neoplasms; Measures; nanometer; nanoparticle; nanoscale; Nanotechnology; novel; Osteoporosis; Pharmacologic Substance; Plant Extracts; Polymers; Prevention; Property; Rice; Scientist; Site; System; Technology; Temperature; Vitamin E; VitaminsNANOTECHNOLOGY AND BIOSENSORS (NCDC201)",0.999999,1e-06,1e-06,1e-06,0.999999,2.0259451683507774e-06,1e-06
287,"Nitrate is the most commonly found pollutant in Wisconsin's ground water and may be a problem in surface waters. When present in high concentrations, nitrate in drinking water can be toxic to infants under 6 months and may contribute to human and livestock health problems. The Wisconsin Department of Natural Resources has estimated that the water from 10% of Wisconsin wells exceeds the state public health standard for drinking water. Legumes are distinguished by their unique property of symbiotic nitrogen fixation in association with bacteria called Rhizobia. This symbiosis provides one of the major sources of available nitrogen in the biosphere and produces, every year, a quantity of available nitrogen that is equivalent to the amount synthesized by the fertilizer industry throughout the entire world. In the US alone, legumes are grown on over 80 million acres, where they fix approximately 6 million metric tons of nitrogen worth an estimated $4.5 billion. The aim of this project on DRPs in Medicago truncatula is to understand the molecular mechanisms leading to the establishment of this nitrogen-fixing symbiosis in order to avoid, in the long term, drawbacks associated with the intensive use of chemical nitrogen fertilizers, such as the greenhouse effect and water pollution by nitrates. Legumes are one of the most important families of plants worldwide. Together with cereals, legume species have been fundamental to the development of modern agricultural systems, with soybean and rice in Asia and maize and beans in the Americas. Legumes are also the third largest family of flowering plants. On a worldwide basis, this plant family contributes 33% of humankind's protein intake, while also serving as an important source of fodder and forage for animals, and of edible and industrial oils. In response to the need for a tractable genetic system in legumes, scientists have developed M. truncatula as a model species. Of particular significance, M. truncatula is amenable to efficient molecular, genetic and reverse-genetic analyses, unlike the major crop legumes. Recently, the Nitraginc Company has commercialized a mix of Nod factors and Rhizobia under the name of OptimizeTM LCO Promoter TechnologyTM for soybean, peanut and alfalfa. The effect of this product on the yield can be correlated with the stimulation of root development. We intend to develop the use of Medicago truncatula as a model plant to study biological and agronomic issues important to legumes such as biomass yield and, in the long term, to develop improved legume crops for sustainable food, feed and Biofuel production. Therefore, this proposal is relevant to meeting the national strategic Goal 4 (Improve the Nation's Nutrition and Health) and Goal 5 (Protect and Enhance the Nation's Natural Resource Base and Environment) established by the REE Mission Area and the USDA CSREES. This project is also relevant to Wisconsin Goals 5 and 6 for research on more sustainable agricultural production that provides improved environmental protection and economically viable communities but also for research on enhanced productivity for food and bio-fuel crops in a sustainable manner. Agriculture; Alfalfa; Americas; Angiosperms; Animals; Arachis hypogaea; Area; Asia; Bacteria; base; bean; Biological; Biomass; Cereals; Chemicals; Communities; Development; drinking water; Dynamin; Environment; Environmental Protection; Fabaceae; Family; feeding; Fertilizers; Food; Genetic; genetic analysis; Goals; Greenhouse Effect; ground water; Health; Human; improved; Industrial Oils; Industry; Infant; Infection; Intake; Livestock; Maize; Medicago truncatula; meetings; Metric; Mission; Modeling; Molecular; Molecular Genetics; Names; Natural Resources; Nitrates; Nitrogen; Nitrogen Fixation; nutrition; Peanuts - dietary; Plant Model; Plant Roots; Plants; pollutant; positional cloning; Production; Productivity; Property; Proteins; Research; response; Rhizobium; Rice; Scientist; Source; Soybeans; Surface; Symbiosis; System; Water; Water Pollution; WisconsinFUNCTIONAL ANALYSIS OF THE PLANT DYNAMIN, DRP1, DURING RHIZOBIUM INFECTION IN MEDICAGO TRUNCATULA",1e-06,0.999999,0.999999,0.999999,0.999999,0.999999,0.999999
288,"Rice is an important plant commodity in Louisiana. It is planted on over 400,000 acres, with a total value of over $200 million dollars, annually. The major insect pests of rice in Louisiana are the rice water weevil, the rice stink bug, and a complex of insects that bore into rice stems. Insect pests can cause yield losses of 30% or more in Louisiana, and cost-effective insect management practices are crucial to maintaining the economic viability of rice production in Louisiana. The goal of this project is the development and implementation of cost-effective and sustainable management programs for insect pests of Louisiana rice. Currently, the management programs for insects in rice rely heavily on insecticides of the pyrethroid type. For rice water weevils, rice stink bugs, and stem borers, there is an continuing need for the evaluation of alternatives to pyrethroids that are more effective and less damaging to the environment, and evaluation of alternative insecticides is an important objective of this proposal. Moreover, alternative insecticides must be evaluated with respect to their impact on crawfish production, a major aquacultural commodity in Louisiana that is produced in intimate association with rice. For the rice water weevil, prior work has shown that certain cultural practices such as planting date and timing of flooding can have a major influence on insect populations, and further work is proposed to evaluate the effectiveness of a widely used cultural practice, draining. For the rice stink bug, experiments are needed to determine whether the current threshold for use of insecticides is too low, and whether the use of the current threshold is resulting in unnecessary insecticde applications. Finally, for both stem borers and rice water weevils, there is a need to evaluate different rice varieties for resistance to these insects, and to cooperate with breeders to develop varieties of rice that possess greater levels of resistance. The proposed research should result in management programs that are more effective, less costly, less damaging to the environment and non-target crawfish, and more sustainable than current management programs. Adoption of improved management programs will result in more profitable rice and crawfish production and in less damage to the environment. Adoption; Arthropods; Astacoidea; Complex; cost effective; Development; Economics; Effectiveness; Environment; Evaluation; Floods; Goals; improved; Insecta; Insecticides; Louisiana; Oryza sativa; Plants; Population; Practice Management; Production; programs; pyrethroid; Research; research study; Resistance; Rice; stem; Time; Water; Weevils; WorkDEVELOPMENT OF IMPROVED MANAGEMENT PROGRAMS FOR ARTHROPOD PESTS OF RICE (ORYZA SATIVA L.) IN LOUISIANA",1e-06,1e-06,1e-06,0.999999,9.96587850283883e-06,3.535412522002512e-06,0.999999
289,"Obj1-3. Mosquitoes are widely recognized as nuisance pests,contributing not only to a decreased quality of life, but posing a public health risk as vectors of disease pathogens such as malaria, yellow fever, encephalitis, West Nile and dog heartworm. Insecticide resistance in mosquitoes is increasing and is becoming a world-wide problem. Our studies will focus on biological agents mermethid and trichomycete associations with mosquito larvae in natural and artificial habitats. Knowledge of these symbiotic associations may provide new tools to be developed to help control mosquitoes in Arkansas. Obj.4. Arkansas cattle production results in over 27 million of dung pats per day. Undegraded excrement can smother vegetation and create an area where cattle cannot graze, thereby limiting available pasture forage. Our study is the first in Arkansas to identify an assemblage of pasture-inhabiting dung beetles, and to examine seasonal activity. Obj.5. Insect pests of stored grains attack grain quality, thereby decreasing profitablity to the producer and end product to the consumer. This study will monitor the population dynamics of various insects that can infest stored rice. Affect; Area; Arkansas; Biological Products; Biology; Cattle; Cereals; companion animal; Culicidae; Dirofilaria immitis; Disease Vectors; Ecology; Encephalitis; Habitats; Human; Insect Control; Insecta; Insecticide Resistance; Knowledge; Larva; Livestock; Malaria; Monitor; Mosquito Control; Order Coleoptera; pathogen; Population Dynamics; Production; Quality of life; Rice; Risk; tool; West Nile virus; Yellow FeverBIOLOGY, ECOLOGY AND CONTROL OF INSECTS AFFECTING LIVESTOCK, COMPANION ANIMALS, HUMANS AND THEIR BELONGINGS",1e-06,0.00012873724669272416,1e-06,1e-06,0.999999,0.999999,0.999999
