,PROJECT_ID,PROJECT_TERMS,PROJECT_TITLE,DEPARTMENT,AGENCY,IC_CENTER,PROJECT_NUMBER,PROJECT_START_DATE,PROJECT_END_DATE,CONTACT_PI_PROJECT_LEADER,OTHER_PIS,CONGRESSIONAL_DISTRICT,DUNS_NUMBER,ORGANIZATION_NAME,ORGANIZATION_CITY,ORGANIZATION_STATE,ORGANIZATION_ZIP,ORGANIZATION_COUNTRY,BUDGET_START_DATE,BUDGET_END_DATE,CFDA_CODE,FY,FY_TOTAL_COST,FY_TOTAL_COST_SUB_PROJECTS,ABSTRACT
105,579693, Aphids; Biological; Biomass; Bionomics; Data; density; Disease; economic impact; Geographic Locations; Goals; Grant; gulf coast; insect disease; Insecta; large scale production; Lesion; Mexican; Modification; Nematoda; Plant Leaves; Plant Roots; Plants; pressure; Production; programs; Research; research study; response; Rice; Saccharum; Security; Surveys; System; The Sun; Virus,MANAGING INSECT PESTS AND DISEASES IN MULTI-USE LANDSCAPES OF BIOENERGY AND CONVENTIONAL CROPPING SYSTEMS IN THE GULF COAST,USDA,NIFA,,2011-67009-30132,9/1/2010,8/31/2012,"REAGAN, THOMAS E.","SHOWLER, ALLAN T;  HOY, JEFFREY W ",6.0,783201833,LOUISIANA STATE UNIV AGRICULTURAL CENTER,BATON ROUGE,LA,70803-0100,UNITED STATES,,,10.311,2010,999460.0,,"With plentiful rainfall, abundant land, and mild winters, the U.S. Gulf Coast is among the geographic regions with the highest potential for production of dedicated cellulosic bioenergy crops, especially energy cane and high biomass sorghum. The two most destructive crop pests in the region are Mexican rice borer and sugarcane borer, which also attack graminaceous bioenergy crops. Other threatening pests include root knot and lesion nematodes, and the sugarcane aphid, which transmits sugarcane yellow leaf virus. The expected large-scale production of bioenergy crops will significantly impact the abundance of different plant inhabiting insects and diseases, and will require modification of existing pest management programs. The overall goal of this research is to build a landscape-wide pest management program that will mitigate insect pest and disease pressures and damage to bioenergy crops in interaction with conventional crops in the U.S. Gulf Coast region. Critical data on the biological, ecological, and economic impact of major pests and diseases will be obtained through the proposed research. Program activities include landscape-wide plant and pest phenological surveys, multi-crop field and greenhouse bionomics experiments, and pest density/yield response studies. The results will be integrated into an analysis and forecast system that provides the capability to identify optimal pest management strategies. By enhancing bioenergy and conventional cropping system compatibility, the program will help achieve goals of the Energy Independence and Security Act of 2007. As part of the on-going Sun Grant Regional Biomass energy system, Co-PDs are already developing energy canes for cellulosic production."
106,579739, Address; Affect; Aphids; Biomass; Biotechnology; Cell Wall; Charcoal; Chemicals; Disease; Ethanol; falls; fungus; Goals; improved; Insecta; Lignin; Link; Mastication; Metabolism; Modification; Molecular; pathogen; Plants; Play; Predisposition; Process; Research; Resistance; Role; sucking,THE IMPACTS OF LIGNIN MODIFICATION ON FUNGAL PATHOGEN AND INSECT INTERACTIONS IN SORGHUM FOR CELLULOSIC AND THERMAL BIOENERGY,USDA,NIFA,,2011-67009-30026,9/1/2010,8/31/2012,"SATTLER, SCOTT EDWARD","FUNNELL-HARRIS, DEANNA F.;  PEDERSEN, JEFFREY F.;  PROM, LOUIS K;  DOWD, PATRICK FRANCIS;  HUANG, YINGHUA",4.0,837350560,U.S. AGRICULTURAL RESEARCH SERVICE,FORT COLLINS,CO,80526-8119,UNITED STATES,,,10.311,2010,973130.0,,"Sorghum is a proposed crop for bioenergy uses. Lignin is the compound present in nearly all plant cell walls; it makes cell walls rigid and hard. Thus, modifying the amount of lignin in biomass crop such as sorghum is a major target for improving these crops for bioenergy uses. For thermal conversion processes, increasing lignin content is desired, because lignin has higher energy content than other biomass components. For cellulosic ethanol, reducing lignin content is desired, because lignin blocks the breakdown of biomass components used to make biofuels. Lignin has long been thought to play a critical role in protecting plants from both fungal pathogens and insects. However, there is little known about how lignin modifications in sorghum or other bioenergy feedstocks will affect the plant protection against fungi and insects. brown midrib (bmr) sorghum lines will be used to reduce lignin content. Biotechnology will be used to increase lignin content. Surprisingly, our findings indicated bmr6 and bmr12 plants have increased resistance to some fungal pathogens. The research outlined herein will address to what extent modifying lignin content in sorghum will affect whether plant are susceptible to fungal or insect pests. We will determine the effects these modifications have on three insects: a sucking insect greenbugs, an aphid species, and chewing insects fall armyworms and corn earworms. Likewise, we will determine whether lignin modification affects the susceptibility of sorghum to three fungal pathogens that cause sorghum stalk rot, charcoal rot and anthracnose, which important and economically significant disease in sorghum. We will determine how plant which are significant more or less susceptible than normal sorghum changed in there chemical composition in order to improve bioenergy crops. The overall goal is to link steps in lignin metabolism to molecular changes and increased or decreased susceptible to these fungal pathogens or insects."
107,579752, Affect; Antifungal Agents; Area; Colletotrichum; Complex; Disease; Evaluation; Farming environment; fungus; Goals; Maize; Methods; novel; pressure; Process; Production; Seasons; Tissues,EVALUATION AND MITIGATION OF ANTHRACNOSE DISEASE PRESSURE DUE TO THE INTRODUCTION OF SORGHUM FOR FEEDSTOCK PRODUCTION,USDA,NIFA,,2011-67009-30017,9/1/2010,8/31/2013,"CHOPRA, SURINDER","ROTH, GREGORY; GAFFOOR, SHIDAD IFFA ",5.0,003403953,PENNSYLVANIA STATE UNIVERSITY-UNIV PARK,UNIVERSITY PARK,PA,16802-1505,UNITED STATES,,,10.311,2010,999109.0,,"Anthracnose is a fungal disease complex affecting both sorghum and maize. As more area comes under sorghum cultivation, maize and sorghum will be increasingly grown in close proximity or in fields previously sown with the other crop. This would result in both novel and increased disease pressures. The use of no-till farming methods would exacerbate the problem since these fungi are better able to survive on exposed debris. It is thus important that we evaluate the abilities of the native strains to colonize the non-host species and cause disease in immediate and surrounding areas. Colletotrichum graminicola and Colletotrichum sublineolum are able to infect and colonize sorghum and maize tissue sufficiently to increase disease pressure in the following season. Our goal is to have a better understanding of this process and to utilize the naturally occurring antifungal compounds in the sorghum plant body to minimize this impact. The project will develop sorghum lines that are less amenable to fungal colonization and survival."
108,579825, Address; Agriculture; Biomass; Carbon; Computer Simulation; Economics; Fossil Fuels; Goals; greenhouse gases; improved; Laboratories; Life Cycle Stages; meetings; Modeling; Nutrient; Outcome; Production; Relative (related person); Reliance; Research; research study; Rotation; Security; Soil; System,IMPACTS OF BIOMASS SORGHUM FEEDSTOCK PRODUCTION ON CARBON SEQUESTRATION AND GREENHOUSE GAS EMISSIONS IN THE SOUTHCENTRAL REGION,USDA,NIFA,,2011-67009-30050,9/1/2010,8/31/2013,"HONS, FRANK","OSUJI, GODSON ONUMAJURU;  MJELDE, JAMES; WIGHT, JASON",17.0,078592789,TEXAS A &amp; M UNIVERSITY,COLLEGE STATION,TX,77845-4321,UNITED STATES,,,10.311,2010,995100.0,,"The U.S. Energy Independence and Security Act of 2007 mandates production of renewable fuels: 9 billion gallons/year currently, increasing to 36 billion/year by 2022. This increase will require an estimated 50 million acres of cropland, greatly intensifying demands on sustainable agricultural systems. To help meet these goals, conversion of high biomass sorghum into biofuels shows great promise. A negative outcome of biofuel production, however, would be to address near-term problems (over reliance on imported fossil fuels), while creating or aggravating longer-term problems (reduction in the productive capacity of soils). Field experiments, studies under laboratory conditions, and computer modeling will be used to accomplish our overall goal of developing advanced crop production systems utilizing improved nutrient management, crop rotation, and decreased soil tillage, among other practices, to increase carbon sequestration, mitigate greenhouse gas (GHG) emissions, and improve the sustainability of biomass sorghum feedstock production in the south central region. The integration of field and laboratory experiments and modeling will allow us to identify the relative importance of the different factors that influence biomass sorghum yield and quality, nutrient cycling, carbon sequestration, GHG emissions, and economic viability. The proposed research will accomplish these objectives and allow us to determine the carbon footprint of biomass sorghum production through a life cycle (cradle to grave) analysis."
109,579839, Address; base; Biomass; Capital; Carbon; Chemicals; climate change; cost; Economics; Electricity; Farming environment; Fertilization; Fertilizers; Gases; greenhouse gases; Harvest; Housing; improved; Income; Insurance; Measures; Modeling; Nitrogen; opportunity cost; Plants; Practice Management; Production; Recovery; repaired; Seeds; Soil; System; Taxes; Transportation,CARBON SEQUESTRATION AND NITROGEN CYCLING FOR GREEN HOUSE GAS MITIGATION BY SOUTHEASTERN US ANNUAL AND PERENNIAL ENERGY CROPS,USDA,NIFA,,2011-67010-20075,9/1/2010,8/31/2012,"SINGH, BHARAT P.","MAHAPATRA, AJIT K;  SINGH, HARI PRATAP;  LOWRANCE, RICHARD R;  HUBBARD, ROBERT K.;  MANI, SUDHAGAR; SAINJU, UPENDRA M.;  ANDERSON, WILLIAM; LIU, XUANLI",2.0,073459083,FORT VALLEY STATE UNIVERSITY,FORT VALLEY,GA,31030-4313,UNITED STATES,,,10.311,2010,970968.0,,"Sustainable production systems for napiergrass, energycane, forage sorghum and sweet sorghum will be devised. Long and short term soil quality and climate change consequences of the production of the four feedstocks will be measured. The project will address ways to reduce high moisture content of harvested biomass, an important constraint in the storage and transportation. A spreadsheet based economic assessment model will be developed for each energy crop for comparison and assessment in the southeastern region. Estimate of the cost of production will be obtained by factoring the input cost (seed, fertilizer, chemicals, fuel and lube, electricity, repairs, other variable cash expenses and allocated overhead (hired labor, opportunity cost of unpaid labor, capital recovery of machinery, opportunity cost of land, taxes and insurance, and general farm overhead). To this estimate, cost of transporting feedstock to the biofuel production plant will be added. The gross value of per planted acre will be calculated by subtracting costs from income generated by feedstock. These efforts will develop (1) best management practices for a sustainable biomass practices biomass production system for the southeast, (2) reduce greenhouse gas emission, (3) promote C sequestration, (4) improve soil quality, and (5) reduce the rate of N fertilization."
110,579850, Agricultural Crops; Agricultural Development; Agriculture; Agrochemicals; Biomass; Carbon; Cereals; cost; Development; Equipment; Expenditure; Farming environment; Fertilizers; Food; Fossil Fuels; Fostering; greenhouse gases; Growth; Habits; Harvest; improved; Mississippi; Monitor; Nutrient; Plant Roots; Policies; Populus deltoides; Production; Relative (related person); Rotation; Site; Soil; Soybeans; Surface; System; Water,CARBON SEQUESTRATION AND GREENHOUSE GAS EMISSIONS ASSOCIATED WITH CELLULOSIC BIOENERGY FEEDSTOCK PRODUCTION ON MARGINAL AGRICULTURAL LANDS,USDA,NIFA,,2011-67010-20078,9/1/2010,8/31/2014,"BLAZIER, MICHAEL ALLEN","WEST, CHARLES P.;  LIECHTY, HAL O.;  WANG, JIM J;  BRYE, KRISTOFOR R;  PELKKI, MATTHEW H ",6.0,783201833,LOUISIANA STATE UNIV AGRICULTURAL CENTER,BATON ROUGE,LA,70803-0100,UNITED STATES,,,10.302999999999999,2010,973339.0,,"Switchgrass and cottonwood have high potential for sequestering C when managed as cellulosic biofuel feedstocks. Relative to conventional agricultural crops used for biofuel production, switchgrass and cottonwood have low nutrient and agricultural chemical requirements, which foster minimal fossil fuel expenditures associated with farm equipment. Additionally, switchgrass and cottonwood have high annual biomass growth rates, which promote C sequestration in biomass. Due to the deep, dense rooting habit of switchgrass and expansive rooting of cottonwood, these species may also foster long-term C storage in soils. For a comprehensive understanding of the potential of switchgrass and cottonwood management systems to sequester C, fluxes of C associated with these cropping/management systems need to be monitored throughout multiple harvesting cycles on a variety of sites. Monitoring of C sequestration and fluxes necessitates monitoring of : (1) above- and below-ground biomass C, (2) long-term storage forms of C in soil, (3) greenhouse gas emissions, and (4)  carbon costs  of feedstock production associated with fossil fuel emissions of equipment used in management and harvest activities. The objective of this proposed project is to monitor these phenomena throughout several harvesting cycles of switchgrass and the first harvesting cycle of cottonwood grown as monocultures and agroforests. We will also compare C sequestration and greenhouse gas emission of switchgrass and cottonwood cropping systems to that associated with a soybean-grain sorghum rotation in order to elucidate the potential impacts of the conversion of conventional cropping systems to biofuel feedstock production systems on C sequestration. This study would likely provide needed information for the development of agricultural policies associated with biofuel feedstock production in the Lower Mississippi Alluvial Valley (LMAV). This project has the potential to yield several improvements in the long-term sustainability of U.S. agriculture and food systems. Development of viable management systems for growing cottonwood and switchgrass crops for biofuel production on marginal soils of the LMAV will allow productive soils to remain in conventional agriculture to sustain food production capability of the region. Producing switchgrass and cottonwood in the LMAV could reduce nutrient transport in surface and subsurface waters due to the relatively low fertilizer needs of these crops and the lack of annual tillage and reestablishment that occurs with the annual crops currently grown on these soils. Adding switchgrass and cottonwood to the landscape of the LMAV can also contribute to improving C sequestration capacity of the region because switchgrass and cottonwood have higher C sequestration potential than conventional agricultural crops."
111,580098, Affect; Africa; Animals; base; Cereals; Consumption; Development; Environment; feeding; fitness; Food; Gene Transfer; Generations; Genes; Genetic; Growth; Herbicides; Human; Hybrids; improved; Inbreeding; India; interest; Knowledge; Mediating; Nutritional; Pollen; Population; Probability; Relative (related person); Research; Resources; Risk; Science; Seeds; Technology; trait; Transgenic Organisms,CROP-WILD GENE FLOW IN SORGHUM AND RELATIVE FITNESS OF THE SHATTERCANE X SORGHUM F2 POPULATION.,USDA,NIFA,,2010-33522-21658,8/1/2009,7/31/2011,"LINDQUIST, JOHN","PEDERSEN, JEFF; BERNARDS, MARK",1.0,555456995,UNIVERSITY OF NEBRASKA LINCOLN,LINCOLN,NE,68588-0430,UNITED STATES,,,10.2,2010,300000.0,,"Grain sorghum is an important food and feed crop throughout the world. The reduced digestibility of sorghum seed relative to other grains makes it a less efficient resource, even though it is highly adapted to growth in semiarid environments common to Africa, India, and the Southern and Western Great Plains of the USA. There has been considerable interest in modifying the quality traits of grain sorghum using transgenic technology to enhance its nutritional value to both humans and animals raised for human consumption. Development of sorghums with improved digestibility traits is highly desirable, but using transgenic technology to accomplish this is implicitly risky because there are several related species capable of interbreeding with sorghum, and it is not clear whether those traits will make weedy relatives even weedier. There has been no research conducted to determine how likely these traits will be transferred (gene flow) to the weedy relative called shattercane, or if they were transferred, how they would affect subsequent generations of the weed (potential weediness). Lack of such knowledge is an important problem because it limits our fundamental understanding of gene transfer and potential hybridization between grain sorghum and shattercane. This limits our ability to assess the potential risks of introducing genetically modified grain sorghum into US agroecosystems. The proposed research will provide regulators the information needed to make science based decisions about several issues that may arise as a result of deploying genetically modified sorghum. Specifically, the proposed research will provide the baseline research to predict the probability of pollen-mediated gene flow from grain sorghum to shattercane and the potential for sorghum genes (traits) to become stable in the wild population. Our pollen-mediated gene flow results also will provide valuable information for identifying the appropriate isolation distance for managing the genetic purity of hybrid and elite inbred lines of grain sorghum. Finally, our results will be useful for developing good stewardship practices to minimize the escape of herbicide tolerant sorghums currently being developed using non-transgenic technologies."
112,580118, Biochemical Pathway; Biomass; Carbon; Carbon Dioxide; cost; Dependence; Development; Droughts; Energy Supply; Equilibrium; Food; forest; Gases; Generations; Genomics; Goals; Harvest; improved; land use; lignocellulose; Oils; Process; Production; QTL Genes; Research; Source; Technology; trait; Transportation,GENOMICS OF ENERGY SORGHUM BIOMASS ACCUMULATION,USDA,NIFA,,2010-67009-21507,9/1/2009,8/31/2014,"MULLET, JOHN E.",,17.0,078592789,TEXAS A &amp; M UNIVERSITY,COLLEGE STATION,TX,77845-4321,UNITED STATES,,,10.31,2010,1000000.0,,"The increasing cost of energy, dependence on imported oil, finite oil and gas reserves, and concern about CO2 emissions, has created a national need to improve U.S. energy supply and specifically the production of biofuels from biomass. The USDA and DOE are assessing and implementing technologies that will increase production of energy/fuel from biomass. To accomplish this goal, it will be necessary to produce, harvest, and process up to 1 billion tons of biomass from a range of sources including crop and forest residues and dedicated bioenergy crops such as switchgrass, Miscanthus and energy sorghum. Therefore, the proposed research is focused on the need to generate a large and sustainable supply of biomass at a sufficiently low cost to make biofuels generation from lignocellulose sustainable and profitable. The development of high yielding bioenergy crops such as energy sorghum will decrease the acreage required for biomass production, minimize food vs. biofuels land use trade-offs, reduce feedstock transportation costs and the cost of biomass per dry ton, while increasing biofuels carbon balance and sustainability. The specific goals of this project are to identify genes, QTL and biochemical pathways that modulate biomass yield and composition traits in energy sorghum, a promising drought tolerant bioenergy crop."
113,580201, Biomass; Carbon; Cereals; cost; day length; Developmental Process; Droughts; Flowers; Genes; genome sequencing; Genotype; Goals; Growth; Habits; Hybrids; improved; Industry; Lead; Link; Maize; Marketing; meetings; Nitrogen; Nutrient; Phase; Photoperiod; Physiological; Plants; Process; Production; Relative (related person); reproductive; Research Infrastructure; Seedling; Seeds; stem; sugar; System; Time; trait; Transgenes,"FUNCTIONAL ANALYSIS OF REGULATORY NETWORKS LINKING SHOOT MATURATION, STEM CARBON PARTITIONING, AND NUTRIENT UTILIZATION IN SORGHUM",USDA,NIFA,,2010-67009-21665,9/1/2009,8/31/2013,"MOOSE, STEPHEN","MOEBS, CHARLES PAUL;  BROWN, PATRICK JAMES ",15.0,041544081,UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,URBANA,IL,61801-3620,UNITED STATES,,,10.31,2010,1000000.0,,"Important traits for enhanced bioenergy crops are perennial versus annual growth habit, sensitivity to day length (photoperiod), flowering time, carbon partitioning between plant and seeds, and nutrient use efficiency. Each of these traits are impacted by the rate and timing of shoot maturation, the developmental process that controls the progression from the seedling to vegetative and then reproductive phases of growth. Increased expression of one key shoot maturation gene in maize, the Glossy15 gene, delays flowering and reduces grain yields, but also leads to greater accumulation of total biomass and stalk sugars relative to current commercial corn grain hybrids. Furthermore, the nitrogen requirements to maximize total biomass are much less for the hybrids with higher Glossy15 expression. The Glossy15 transgene can thus convert corn grain hybrids to a bioenergy crop similar to sweet or forage sorghums. Sorghum is a crop of global importance and is especially attractive as a versatile bioenergy feedstock, due to its high biomass yields and drought tolerance. In addition, because Sorghum is an annual with an existing agronomic infrastructure and seed industry, it could be readily scaled to flexibly meet market demands. The Sorghum genome sequence has recently become available, enabling the transfer of information developed in related species such as maize to Sorghum improvement. The specific goal of this project is to determine if changes in the Glossy15 gene system of Sorghum might contribute to current physiological differences among grain, sweet and biomass Sorghums, and whether the Sorghum Glossy15 gene can be used to convert superior Sorghum grain hybrids to cultivars enhanced for bioenergy production. Collectively, our results may lead to improved sorghum cultivars optimized for sustainable, low-cost production of biomass for lignocellulosic processing. Because Sorghum is a seeded annual crop that is already widely grown in the U.S. and world, it should be possible for any improved Sorghum genotypes produced in this project to be readily deployed as a sustainable bioenergy feedstock."
114,580207, Address; Alkaloids; Aminopterin; Asimina; Awareness; Biomass; Communities; Consumer Participation; Contusions; Dental Pulp; Economics; Educational workshop; Environment; farmer; Farming environment; Food Safety; Fruit; fruits and vegetables; Gifts; improved; Kentucky; Marketing; Measures; meetings; member; Methods; Monitor; Plants; Process; Production; Quality of life; Resources; Restaurants; Seeds; Skin; Societies; Surveys; Tobacco; Training,A MOBILE KITCHEN FOR FRUIT AND VEGETABLE PROCESSING TRAINING AND EXTENSION INITIATIVES FOR PAWPAW AND SORGHUM SYRUP,USDA,NIFA,,2010-38821-21522,9/1/2009,8/31/2014,"POMPER, KIRK WILLIAM","LOWE, JEREMIAH; STRANG, JOHN; PARKER, MICHAEL L.;  PERRY, ROBERT R.;  CRABTREE, SHERI; WOODS, TIMOTHY A.;  COTTRELL, TOM",6.0,071317788,KENTUCKY STATE UNIVERSITY,FRANKFORT,KY,40601-2355,UNITED STATES,,,10.2,2010,300000.0,,"Small and limited resource farmers make up 75% of the farms in Kentucky and surrounding states. Small and limited resource farmers need new high-value niche crops and value-added products for improved long-term economic stability. Commercial processing of fruits and vegetables can increase profit margins through the creation of value-added marketing opportunities for farmers. Two crops, pawpaw (pulp) and sweet sorghum (syrup), can be grown organically and have great value-added product potential. Growers of these and other crops need food safety training and kitchens to commercially process value-added products. Additionally, pawpaw pulp processing has additional food safety concerns with processing, which include broken seed alkaloid contamination, pulping of unripe fruit, and bacterial contamination through broken skin. Pawpaw and sweet sorghum processing should be also done on farm to avoid fruit bruising/biomass issues. A mobile kitchen will be purchased for fruit and vegetable commercial processing, training workshops, and use by farmers, to build institutional extension capacity to address the above issues. With commercial processing training, value-added products, including pawpaw pulp and sorghum syrup, will be sold at restaurants, grocery stores, gift shops, and to gourmet chefs. Additional acreage of pawpaw and sweet sorghum will be planted by small and limited resource farmers which will be grown using either organic or sustainable culture methods. Small and limited resource farmers in Kentucky and the SE U.S., many of whom are or have been growing tobacco, will grow high-value niche crops for value-added commercial processing and improved long-term economic stability. Safe local crop production and value-added processing will enhance local communities, improve quality of life, and improve food safety. Organic production methods will protect the environment. Grower participation and consumer awareness will be measured for pawpaw and sweet sorghum crops through the UK Produce Marketing and Planting Intentions Survey, and UK and NCSU Horticulture and Ag agent surveys and monitoring the number of pawpaw and sweet sorghum products at farmers markets at the start and end of the project period. The number of new members in growers associations will be surveyed (e.g., APGA, OAK). The number of pawpaw and sweet sorghum growers and product sellers will be surveyed in organic, fruit, and marketing sections at the annual Kentucky State Horticultural Society Meetings."
115,580218, Area; Carbohydrates; Climate; Ethanol; Evaluation; Farming environment; Goals; industry partner; Institutes; Institution; Juice; Oklahoma; Process; Production; Research; Research Personnel; Testing; Universities,EVALUATION OF IN-FIELD PRODUCTION OF ETHANOL FROM SWEET SORGHUM,USDA,NIFA,,2010-38821-21570,9/1/2009,8/31/2013,"LATIMORE, MARK","MAHAPATRA, AJIT K",2.0,073459083,FORT VALLEY STATE UNIVERSITY,FORT VALLEY,GA,31030-4313,UNITED STATES,,,10.2,2010,299286.0,,"Sweet sorghum is a potential renewable energy crop for ethanol production. This high carbohydrate producer crop can be cultivated on marginal lands, has low input requirements and is adapted to nearly all temperate climates. This research will test a process that involves decentralized in-field production of ethanol from sweet sorghum, where the juice would be pressed, collected, stored, and fermented on the farm. The goal is to devise an integrated, well-characterized, technically and economically favorable process for the conversion of sweet sorghum into fuel ethanol. The project will benefit and expand the capacity of Fort Valley State University researchers in the area of biofuel/bioenergy. It will also provide an opportunity for cooperation among researchers from an 1890 institute (FVSU), an 1862 institution (Oklahoma State University), USDA-ARS and industry partners."
116,580798, Alfalfa; Algorithms; base; Biomass; Bromus; Cellulose; cost; Dental Pulp; Ethanol; Evaluation; Fabaceae; feeding; Goals; Harvest; Herbicides; Hybrids; injured; Lignin; Location; Methodology; Millet; Modeling; North Dakota; Plants; Poaceae; Production; programs; Research Personnel; research study; rib bone structure; Seasons; Site; Solid; sugar; Sweet Clover Plant; Transportation; Universities; Work,"RENEWABLE ENERGY AND PRODUCTS, ND",USDA,NIFA,,2010-34622-20794,12/15/2008,2/15/2012,"LYM, RODNEY",,0.0,803882299,NORTH DAKOTA STATE UNIVERSITY,FARGO,ND,58102-3400,UNITED STATES,,,10.206,2010,930668.0,,"The Renewable Energy and Products project at North Dakota State University consists of researchers from six departments working together to evaluate the most efficient methodology, crops, and production practices to produce ethanol for fuel. A study conducted at five locations across the state that included irrigated and non-irrigated sites found that tall wheatgrass and grass mixtures that contained tall wheatgrass provided superior quality for ethanol production compared to several other species evaluated including switchgrass. Tall wheatgrass also contained higher cellulose and had lower lignin amounts which would increase ethanol production efficiency. In a separate study, grass plots harvested every other year produced approximately 25% less biomass yield than grasses harvested annually. Several experiments were seeded in spring 2009 to evaluate the potential biomass yield of kenaf, sunnhemp, sorghums, and millets. Initial results found sorghum and kenaf have the potential to produce above 10 ton/acre of dry matter in one season and could be used as annual feedstocks for cellulosic ethanol production in ND. A study to evaluate production potential of 22 varieties of sorghum that included BMR (Brown Mid Rib) hybrids was conducted at two locations in ND. The BMR character confers reduced lignin content which increases digestibility with a resulting increase in ethanol production. Unfortunately, varieties that contained the BMR character had less biomass production than the same variety without BMR. Studies are in progress to evaluate to yield potential of grass and grass legume mixtures compared to grasses grown alone. The long-term goal is to produce more biomass and thus more ethanol per acre with reduced inputs. Examples of mixtures include intermediate and tall wheatgrass, wheatgrass, alfalfa and sweet clover, or basin and alti wildrye. Sugarbeet pulp is used as a feedstock for ethanol production. A solids fed batch approach has shown that loadings up to 12% solids allowed near maximum yields with increased sugar concentrations for subsequent ethanol conversion compared to higher or lower percentages. Invasion of cool season perennial grasses into established switchgrass fields has become a serious problem and decreases potential ethanol production. A total of four pre-emergent and 23 post-applied herbicides have been evaluated for efficacy on switchgrass, quackgrass, and smooth bromegrass. Of these nine were chosen for further evaluation for weed control in an established switchgrass field. Pyroxulam, sulfosulfuron, and aminocyclopyrachlor provided the best smooth bromegrass control while sulfometuron and propoxycarbazone were most effective for quackgrass control. None of these herbicides injured switchgrass. An empirical model based on a mathematical programming algorithm was developed to determine the optimal number, location, and size of cellulose ethanol plants in North Dakota to maximize the use of biomass produced in the state. The goal is to minimize transportation costs of biomass to the plant and of ethanol from the plant to blending facilities."
117,580840, Address; Area; Breeding; Cereals; design; Disease; Droughts; Economics; Environment; feeding; Food; Food Industry; Genetic; Gluten; graduate student; Industrial Product; Industry; innovation; International; Marketing; Nitrogen; outreach; Policies; Policy Developments; Policy Research; Positioning Attribute; Postdoctoral Fellow; Process; Production; programs; Research; Resources; Scientist; Students; System; Technology Transfer; Training; trend; United States; Universities; Visit; Water,GREAT PLAINS SORGHUM IMPROVEMENT AND UTILIZATION CENTER,USDA,NIFA,,2010-34370-20966,1/1/2009,12/31/2009,"PRASAD, VARA","BALTENSPERGER, DAVID D.;  MISRA, SUKANT KUMAR ",2.0,929773554,KANSAS STATE UNIVERSITY,MANHATTAN,KS,66506-1100,UNITED STATES,,,10.206,2010,930668.0,,"Grain sorghum is a major crop in those areas of the United States (US) that generally are too hot and dry for other summer crops. Grain sorghum is the third most important cereal crop grown in the US and the fifth most important cereal crop grown in the world. The US is currently positioned as the number one producer and exporter of sorghum on the world market. Despite the importance of this crop for producers in drought prone environments and the many new opportunities for sorghum utilization in the bioenergy, bioproducts and food industries, particularly gluten-free foods, relatively little public or private resources are being invested in research on genetic improvement, production, or innovative use of the various types of sorghum. The trend towards less research and technology transfer efforts on sorghum threatens the economic stability of sorghum producers and fails to capitalize on the unique opportunities of this crop. Currently, a comprehensive regional program does not exist to address the genetic, agronomic, processing, policy/trade, marketing, and educational issues as they relate specifically to the sorghum industry. The Grain Plains Sorghum Improvement and Utilization Center (GPSIUC) is a multi-university, multi-disciplinary project designed to focus on the genetic improvement, production, and utilization of sorghum. This program integrates systems approaches from genetics through policy and strategic marketing of high-quality feed, food or industrial products to increase profitability and maintain viability of all segments of the US sorghum industry in an increasingly competitive international market. The program will provide research and policy/industry outreach on sorghum (feed, food, and renewable fuel) that have direct implications for US industries and consumers. Currently, GPSIUC has groups of scientists addressing basic genetics, breeding and crop improvement, new weed control options, drought tolerance, water use efficiency, nitrogen use efficiency, pests and diseases, bioenergy production systems, utilization for new food products, and marketing policy development. The GPSIUC has also established network of scientists both nationally and internationally to undertake collaborative research programs on sorghum. In addition, the center also provides training to undergraduate students, graduate students, postdoctoral fellows and visiting scientists to help promote and enhance sorghum research and industry."
