PROJECT_ID,PROJECT_TERMS,PROJECT_TITLE,DEPARTMENT,AGENCY,IC_CENTER,PROJECT_NUMBER,PROJECT_START_DATE,PROJECT_END_DATE,CONTACT_PI_PROJECT_LEADER,OTHER_PIS,CONGRESSIONAL_DISTRICT,DUNS_NUMBER,ORGANIZATION_NAME,ORGANIZATION_CITY,ORGANIZATION_STATE,ORGANIZATION_ZIP,ORGANIZATION_COUNTRY,BUDGET_START_DATE,BUDGET_END_DATE,CFDA_CODE,FY,FY_TOTAL_COST,FY_TOTAL_COST_SUB_PROJECTS,ABSTRACT
582039, Adoption; Avena sativa; Awareness; base; bean; Brassica rapa; Buckwheat; Clover; Collaborations; Disease; Farming environment; Guidelines; Health; improved; interest; meetings; Nutrient; Oats; pathogen; Plant Roots; pressure; prevent; Production; Productivity; Publishing; Recycling; Rye cereal; Severities; Soil; Training; Vegetables; Vicia; web site; Wheat; Work,PRIORITIZING COVER CROPS FOR IMPROVING ROOT HEALTH AND YIELD OF VEGETABLES IN THE NORTHEAST,USDA,NIFA,,2009-41530-05552,9/1/2008,8/31/2010,"ABAWI, GEORGE S.","PETZOLDT, CURTIS; LAMONDIA, JAMES",22.0,872612445,CORNELL UNIVERSITY ITHACA,ITHACA,NY,14850-2820,UNITED STATES,,,10.5,2009,33265.0,,"There has been an increased awareness in recent years of the many benefits of replenishing lost organic materials from soil. Many studies have been conducted to show the benefits of cover crops in preventing erosion, recycling nutrients, increasing organic matter and improving soil quality in general. However, only few studies have focused on the effect of specific cover crops on the common vegetable root rot pathogens and the losses of their diseases in the northeast. This study will focus primarily on assessing the efficacy of selected cover crops (wheat, clover, oat, sudex, rye/vetch, radish, buckwheat, rapeseed) in reducing the severity of root diseases under varying disease pressure regimes as well as their impact on soil health parameters and productivity. Replicated field trials will be conducted in experimental fields and also in collaboration with interested vegetable growers. Snap bean will be used as the main indicator crop in comparing the effects of the different cover crops, thus enabling us to replicate conditions encountered on farms in the northeast. For educational training, demonstration trials will be established in commercial fields during the third year using the most promising cover crops identified. At the end of the project we will publish a ranking of cover crops based on their ability to manage root diseases and improve specific soil health constraints. Results will be made available to stakeholders by incorporating them into vegetable production guidelines, websites, fact sheets, and presentations at local and regional meetings. Grower adoptions of developed guidelines on cover crop use will be assessed following the completion of the proposed work."
582061, Administrator; arm; Awareness; Cataloging; Catalogs; Chromosomes; Collection; Color; Communities; Cytogenetics; Disease; Fusarium; Gene Pool; Gene Transfer; Genes; Genetic; genetic analysis; genetic resource; Genome; Germ; graduate student; Head; improved; Institution; International; Kansas; Mosaic Viruses; Newsletter; Physical Chromosome Mapping; Plant Leaves; Postdoctoral Fellow; Production; Publishing; Research; Resistance; Resources; Scientist; Seeds; stem; Training; trait; Universities; Visit; Wheat,WHEAT GENETICS RESOURCE CENTER AT KANSAS STATE UNIVERSITY,USDA,NIFA,,2009-34209-19912,9/1/2008,8/31/2009,"GILL, BIKRAM S",,2.0,929773554,KANSAS STATE UNIVERSITY,MANHATTAN,KS,66506-1100,UNITED STATES,,,10.2,2009,223749.0,,"The WGGRC has a mandate to conserve world's gene pool of wheat; evaluate useful genes and facilitate their transfer to wheat as improved germ plasm; conserve and develop cytogenetic stocks to facilitate genetic analysis and gene transfers; identify and catalogue wheat genes and facilitate their deployment for sustainable and profitable crop production; train undergraduate, graduate students, postdoctoral fellows, and visiting scientists; and promote and enhance awareness of genetic resources' conservation and utilization needs and potentials to agricutural and academic administrators and professionals, producers, and consumers. The WGGRC has established a national and international network of scientists to undertake a collaborative research effort on collection, conservation, and utilization of the world's germ plasm of wheat. The Center's scientists publish the Annual Wheat Newsletter summarizing wheat improvement research from all the leading institutions of the world. Currently, WGGRC efforts are focused on genetic transfers from the tertiary gene pool for developing new germ plasm for resistance to Fusarium head scab, wheat streak mosaic virus, barley yellow dwarf mosaic virus, leaf rust and stripe rust. Haynaldia villosa contains many useful agronomic traits and is resistant to a large number of wheat diseases including stem rust. We are introgressing the entire genome of H. villosa into wheat as whole- or part-arm genetically compensating translocations. We are constructing a physical map of chromosome 3A as a wheat genetics community resource to access many genes on that chromosome including a tillering and a red seed color genes. The germ plasm collection now stands at 10,484."
582063, Adoption; base; Carbon; Cereals; Environment; Evaluation; farmer; Farming environment; Fertilizers; Genetic; Goals; Herbicides; Knowledge; Link; Livestock; meetings; Methodology; Methods; Nitrogen; Outcome; Plants; Process; Production; Research; Research Personnel; Role; Soil; Technology; Testing; trait; Wheat,PRACTICAL PERENNIALS: PARTNERING WITH FARMERS TO DEVELOP A NEW TYPE OF WHEAT CROP,USDA,NIFA,,2009-51300-05513,6/1/2009,12/31/2010,"SNAPP, SIEGLINDE","SWINTON, SCOTT M",8.0,193247145,MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,48824-1046,UNITED STATES,,,10.212,2009,1049674.0,,"Our major outcomes will be the adoption of new perennial cultivars, and use in producing organic grain, new products and to support organic livestock production. Enhanced knowledge of the experimentation process is our goal, both new PR methods being more broadly understood and used by researchers and extension educators, and farmer capacity to conduct on-farm research. Scientific understanding of the processes involved in soil carbon sequestration will be advanced through the research station based trials, where we will be documenting the role of perennial plant traits vs annual plant traits under organic and conventional (with nitrogen fertilizer and herbicide inputs) management. Information will also be generated on genetic by environmental interaction of new perennial grain varieties tested under a wide range of environments in the PR methodology of systematically linked on-farm and research station trials. To reach these outcomes of advancements in knowledge and in farmer-relevant technologies, an iterative cycle of planning meetings, activities and evaluation of progress is planned"
582083, Access to Information; Agriculture; base; Biomass; Censuses; Cereals; County; design; Family; farmer; Farming environment; Food Industry; Growth; Hour; improved; Income; Information Resources Management; interest; Kentucky; Knowledge; Marketing; medical specialties; Organic Food; Outcome; Phase; Play; Potential Energy; Production; Research; Research Personnel; Research Project Grants; Role; skills; Source; Soybeans; success; symposium; System; Tobacco; Universities; Vegetables; web site; Wheat,"NEW CROP OPPORTUNITIES, KY, PHASE X",USDA,NIFA,,2009-34419-19891,8/15/2008,10/14/2010,"HOUTZ, ROBERT L.","DILLON, CARL; SANFORD, DAVID VAN ",6.0,939017877,UNIVERSITY OF KENTUCKY,LEXINGTON,KY,40546-0057,UNITED STATES,,,10.206,2009,487059.0,,"Agricultural production is an important part of Kentucky's economy, and tobacco has played a major role. Many of Kentucky's family farms have been highly dependent upon tobacco as a primary source of income. But the number of farms growing tobacco in Kentucky declined 72% from nearly 30,000 in 2002 to 8,112 in 2007. The market value of tobacco sold in Kentucky in 2008 was $382 million, down from $674 million in 2000. Many of Kentucky's farms are small, averaging 164 acres, compared to the U.S. average of 418 acres. There were 85,300 farms in the state in 2008. According to the 2007 census, 67 percent of all Kentucky farms sold less than $10,000 worth of agricultural products. Interest in alternative crops, including horticultural enterprises, has risen dramatically. This interest continues to increase because of the tobacco quota buyout. Horticultural crops offer Kentucky growers potential alternatives. A number of farms have successfully initiated commercial vegetable enterprises. Other farms are seeing the potential success of horticultural crops, but many lack the technical knowledge and management skills for immediate success with these production/marketing systems. Kentucky's grain producers are searching for ways to improve the market value of the crops they grow. Examples of potential specialty grain types include edamame (green vegetable soybean) and soft white winter wheat. An emphasis on bioenergy has increased the need for research on a variety of crops that have potential for energy production, including hulless barley, sweet sorghum, and biomass crops such as switchgrass. Growth in the organic food industry has led to a need for research on organic production of both horticultural and grains crops. This project is designed to develop and deliver Kentucky farmers the knowledge they need to assess new crop opportunities. Eleven horticulture and specialty grains projects will be conducted by researchers at the University of Kentucky as part of this overall New Crop Opportunities, KY, project. The New Crop Opportunities Center will feature a Web site for 24-hour access to information on new crops for Kentucky, including the horticultural and specialty grains crops that are the focus of the Center's research. Center staff will answer questions from Extension agents and farmers, and will distribute new crop information at field days and conferences. The Center will facilitate the packaging of information from its research and other sources for dissemination. The expected outcomes/impacts of this project will be an increase in knowledge among Kentucky farmers and county extension agents about production and marketing systems for a variety of new crops. This increase in knowledge should allow farmers to make informed decisions about which new crops to try, and how to market those crops, based on information available on the Center's research projects, as well as through its crop and marketing profiles. Anticipated benefits include greater profitability for Kentucky's farmers as they successfully transition to a variety of crops that are new to them."
582091, combat; Disease; disorder control; fungus; Industrial fungicide; pathogen; Play; Race; Role; stem; Virulent; Wheat,PREPARING FOR THE INCURSION OF UG99 AND RELATED RACES OF THE WHEAT STEM RUST PATHOGEN INTO THE US,USDA,NIFA,,2009-37610-19862,9/1/2008,8/31/2011,"OZKAN, ERDAL","ZHU, HEPING; DERKSEN, RICHARD",15.0,071650709,OHIO STATE UNIVERSITY RESEARCH FOUNDATION,COLUMBUS,OH,43210-1016,UNITED STATES,,,10.217,2009,29974.0,,"If TTKS and other virulent races of the wheat stem rust fungus are introduced into the US, adequate control of this disease may become a challenging task for wheat growers. Efficient and effective application of fungicides will play a key role in combating this disease."
582097, Adoption; Agriculture; Animals; Beds; Biological; Businesses; Communities; Companions; Consumer Preferences; Decision Making; design; Development; Economics; Environment; farmer; Fertilizers; Food; Grapes; Industry; Marketing; Measures; Methods; Michigan; outreach; Performance; Plants; Procedures; Production; Research; Resources; Soil; Structure; System; Techniques; Technology; Time; Vegetables; Wheat; willingness to pay; Wine; Work,SUSTAINABLE AGRICULTURE 2009: DEVELOPING SUSTAINABLE AGRICULTURE AND FOOD SYSTEMS,USDA,NIFA,,2009-34333-19796,7/15/2008,7/14/2010,"HAMM, MICHAEL","CONNER, DAVID SCOTT;  SMALLEY, SUSAN B ",8.0,193247145,MICHIGAN STATE UNIVERSITY,EAST LANSING,MI,48824-1046,UNITED STATES,,,10.206,2009,244716.0,,"This project will investigate systems and technologies to enhance farmers' decision making with regard to soil and pest management, crop selection and marketing. It includes four proposed segments, each of which guides farmers' adoption of more sustainable practices. One project segment investigates the agronomic performance of perennial wheat in organic production systems, verifying its potential for crop diversification and delivery of mutiple benefits including decreased soil erosion and fertilizer use and provision of animal forage. The second segment investigates an array of sustainable wine grape management techniques including cover cropping and companion planting, measuring the impacts on soil and pest management for a crop of increasing importance to the state. The third segment seeks to utilize southwest Michigan's extensive greenhouse industry resources, originally established for bedding plants, to produce organic vegetables, focusing on biological pest management strategies. The final segment assesses market demand for foods grown with more sustainable methods, measuring consumer preferences and willingness to pay for products with various sustainability attributes. All four projects build upon previous work and are structured to provide tangible, practical benefits to farmers, feasibility of application, and include outreach strategies which engage a broad array of Michigan stakeholders. The range of agricultural products, approaches and procedures to be researched reflects Michigan's great agricultural diversity, as well as the needs of farmers who are concerned about their impact on the environment, their relationships with their customers and community and the economic viability of their businesses. This research is designed to enhance the capacity for development of more sustainable agriculture and food systems. These projects are of a scope that their objectives are achievable within the time and resources allocated."
582104, Agriculture; base; Biocontrols; Biological; Brassica; Chemicals; Cyst; economic impact; Education; Idaho; Laboratories; Life Cycle Stages; Liquid substance; Methods; Nematoda; Organism; pathogen; Potato; Prevention; Production; programs; Research; Resistance; Seeds; Sinapis; United States; Wheat,"POTATO CYST NEMATODE, ID",USDA,NIFA,,2009-34621-20113,9/1/2008,2/28/2011,"KUHL, JOSEPH C",,1.0,075746271,UNIVERSITY OF IDAHO,MOSCOW,ID,83844-0001,UNITED STATES,,,10.206,2009,325368.0,,"The potato cyst nematode (Globodera pallida) is a new pest of potato production fields in southern Idaho and potential impact on potato-based agricultural economies is significant. This project will investigate biological and chemical approaches to controlling G. pallida and develop educational program for potato producers in southern Idaho on control and prevention of G. pallida. The first objective involves evaluating the use of biofumigants from the genus Brassica and Sinapis to reduce G. pallida cyst viability by using seed meal and liquid extracts. The second objective is to isolate and identify possible biocontrol organisms from G. pallida cysts. The third objective is to evaluate potato germplasm for resistance to G. pallida. The fourth objective is to evaluate potential trap crops for G. pallida. The fifth objective is to develop potato grower education programs to minimize threat of infestation by G. pallida. The sixth objective is to evaluate an extract from a pathogen of wheat as a potential control method for G. pallida. The seventh objective is to continue research on the life cycle of G. pallida to insure adequate production of G. pallida cysts in laboratory and greenhouse to supply the cysts needed for the other objectives of this project. By combining several approaches to control G. pallida, a management plan for G. pallida will be developed that would increase the potential for elimination of G. pallida from Idaho production fields and minimize the economic impact on potato production based agricultural economies of the western United States."
582132, Address; Adopted; Arachis hypogaea; Area; cost effectiveness; Decision Aid; density; Development; Ecology; Economics; Environment; Goals; Gossypium; Habitats; Health; holistic approach; Human; improved; Injury; Insecta; Insecticides; Lead; Location; Maps; Methods; Peanuts - dietary; Pesticides; Plants; Population; Practice Management; prevent; programs; Risk; Sampling; Savings; Seasons; Source; South Carolina; Soybeans; sucking; Time; trend; United States; Wheat; Work,FARMSCAPE ECOLOGY OF STINK BUGS AND THE DEVELOPMENT OF ENVIRONMENTALLY FRIENDLY CONTROL STRATEGIES,USDA,NIFA,,2009-34103-19813,8/1/2008,7/31/2010,"REAY-JONES, FRANCIS","GREENE, JEREMY",3.0,042629816,CLEMSON UNIVERSITY,CLEMSON,SC,29634-0001,UNITED STATES,,,10.2,2009,139711.0,,"The management of stink bugs on all field crops currently relies on scouting and the use of insecticides. Frequency of insecticide applications to manage sucking bugs (stink bugs and plant bugs) in cotton has increased from 1/ha in 1992 to 3/ha in 2005. To reverse this trend in cotton and other crops, improved control strategies of stink bugs are needed, which require a better understanding of the ecology of the main stink bug species. This work will (1) provide key information on the ecology of the main stink bug pests and their natural enemies in the Southeast, and (2) evaluate a method for substantially reducing insecticide use to manage stink bugs in cotton, a major susceptible crop in the Southeast United States. To determine the qualitative and quantitative changes in populations at the spatial scale of the farmscape, both stink bugs and their natural enemies will be sampled on their main crop hosts (cotton, soybeans, corn, peanuts and wheat) and alternate host plants. A holistic approach to stink bug management is needed, as these insects develop on a sequence of hosts and crops throughout the season. The spatial and temporal dynamics of stink bugs and their natural enemies across the farmscape in both South Carolina and Georgia will be studied (objective 1), which will lead to improved sampling as a function of within field location and surrounding vegetation. GPS coordinates of fields and sampling locations will allow the use of geostatistical methods. A major concept of studying stink bugs at the farmscape scale is to consider simultaneously the source and sink effects of a variety of habitats and crops. The second objective will evaluate in-field border applications of insecticide in cotton to manage stink bugs. We know that stink bugs infest cotton fields from the edge first, and then move towards the interior of the field. Rather than applying insecticides over the entire field, applications will be made only for border populations upon first signs of damage, which may prevent the need to treat the entire field. Stink bug densities and associated injury to cotton bolls will be recorded throughout the season. The pesticide savings would be important from the perspective of reducing active ingredient applications, reduced time to make applications, and finally conserving natural enemies by not treating the entire field. The cost effectiveness of this management strategy will be assessed. This project will address two priority areas defined by the Southern Region Information Exchange Group for Integrated Pest Management (IPM) (SERA003-IPM) in 2007: (1) Managing sucking bugs using ecological approaches, (2) Development of decision aids for management of pests for all crops. The objectives of this multistate proposal with an integrated approach fit well with the goal of the National IPM Program as presented in the IPM Road Map:  to improve the economic benefits of adopting IPM practices and to reduce potential risks to human health and the environment caused by the pests themselves or by the use of pest management practices. "
582135, Agriculture; base; Cereals; Complement; cost; cost effective; Data; Development; Disease; disease diagnosis; Disease Management; Economics; Environment; Epidemic; Genetic; Growth; Guidelines; Harvest; Health; Human; improved; Industrial fungicide; Lead; Life; Maintenance; Modeling; novel; pathogen; Performance; Plant Leaves; Plants; Population; Price; Production; programs; prophylactic; Recommendation; research study; Resistance; Resort; response; Rotation; Seasons; sound; Soybeans; Staging; System; Time; Update; web based interface; Wheat,IMPROVING DISEASE MANAGEMENT IN WHEAT THROUGH NOVEL DISEASE AND ECONOMIC THRESHOLD MODELS,USDA,NIFA,,2009-34103-19866,9/1/2008,8/31/2009,"PAUL, PIERCE ANDERSON","WISE, KIERSTEN; ESKER, PAUL; CONLEY, SHAWN",15.0,071650709,OHIO STATE UNIVERSITY RESEARCH FOUNDATION,COLUMBUS,OH,43210-1016,UNITED STATES,,,10.2,2009,112591.0,,"Soft red winter wheat is a critical component of a corn-soybean-wheat rotational system that is important for sustainable agriculture in the North Central region. However, the maintenance of wheat in the rotation is very cost-dependent. Hence, cost-effective pest management through IPM will be critical for sustainable wheat production in the North Central region. Foliar fungicides have been critical components of integrated disease management in wheat for many years and are usually recommended in integrated disease management programs to complement other strategies when conditions are favorable for disease development. Over the past few years, however, producers have increasingly resorted to prophylactic use of fungicides, an approach that is contrary to sound IPM principles. Foliar fungicides are increasingly being applied earlier than recommended, and at lower-than-recommended rates and application volumes. These practices, in addition to being harmful to humans and the environment, could lead to the development of fungicide resistance in pathogen populations, reducing the useful life of this valuable component of IPM. Many justifications have been given for resorting to non IPM-based approaches to foliar fungicide use in wheat, including the prospect of substantial yield increases due to enhanced plant performance and plant health, and the control of secondary diseases. However, none of these claims have been substantiated by replicated trials. In addition, Stakeholders and extension educators revealed that producers still struggle with correct wheat growth stage identification, disease diagnosis and quantification, and are uncertain as to value and relevance of existing foliar fungicide application thresholds. These are at the very core of IPM-based fungicide recommendations. Misdiagnosis and inaccurate disease quantification may lead to untimely and unnecessary use of fungicides. Current fungicide timing and thresholds are based on results from past studies conducted with older cultivars with lower yield potential and fungicides with modes of action and pre-harvest intervals that are different from those of currently recommended fungicides. We will conduct field experiments and extension programs to develop and disseminate new and updated wheat disease management guidelines. Emphasis will be placed on identification of foliar diseases and wheat growth stages and determination of economic fungicide decision thresholds. Genetic resistance with be used in combination with fungicides in inoculated (with Stagonospora leaf blight) and non-inoculated plots to generate disease epidemics of different intensities and corresponding grain yield responses. Models will be developed to estimate disease-related yield loss and to predict in-season yields. Parameters from yield loss and yield prediction models will be used in combination with fungicide efficacy data, application cost, and grain price to develop fungicide decision thresholds. Decision charts and an interacted web-based interface will be developed to enhance implementation of these thresholds."
582204, Address; Agriculture; Avena sativa; bean; Beta vulgaris; Cereals; Climate; combat; Diagnostic; Disease; Disease Outbreaks; Education; Electronics; Entomology; Fabaceae; Family; farmer; Flax; Fusarium; Head; Helianthus species; Herbicides; indexing; Industrial fungicide; Industry; Insecticides; Lentils - dietary; Modeling; North Dakota; Oats; outreach; Pesticides; Pisum sativum; Plants; Potato; Practice Management; Production; programs; Questionnaires; Reporting; Research; Resources; Seasons; Services; Soybeans; statistics; Surveys; tool; Wheat,NORTH DAKOTA EIPM COORDINATION PROJECT PROPOSAL,USDA,NIFA,,2009-41534-05450,9/1/2008,8/31/2013,"MCMULLEN, MARCIA","KNODEL, JANET J.;  RANSOM, JOEL K.;  KINZER, KASIA; KALB, THOMAS J. ",0.0,803882299,NORTH DAKOTA STATE UNIVERSITY,FARGO,ND,58102-3400,UNITED STATES,,,10.306,2009,106788.0,,"ND has critical needs and for IPM information: Those needs include the following: 30,000 family farmers produce grain, legume, and oilseed crops on > 25 million acres. ND is number one in US production of 10 crops - durum wheat and hard red spring wheat, barley, oats, flax, all dry edible beans, dry edible peas, lentils, sunflower, and canola - is third in sugar beet, fourth in potato, and ninth in soybean (ND Ag. Statistics No. 77, 2008). The value of all crops ranges from $ 4 to $ 6.5 billion/year (ND Ag. Statistics No. 77, 2008). Pest problems may severely impact yield and quality any given year, threatening the economy of the state and region, and export capacity. Examples: Fusarium head blight of wheat and barley resulted in several billion dollars loss to the state's economy from 1993-2005 (Nganje et. al., 2004; McMullen, 2005); other pests impact crops each year (Sugarbeet Research and Extension Report, http://www.sbreb.org; ND Crop and Pest Report (http://www.ag.ndsu.nodak.edu/aginfo/entomology/ndsucpr/index.htm). ND producers use pesticides as one management tool to combat pest outbreaks. For example, in 2004, 45.4% of cropland was sprayed with herbicides, 2.3% with insecticides, and 5.4% with fungicides (Pesticide Use and Pest Management Practices Survey in ND, 2004). This survey also showed that ND producers increased their use of IPM practices, such as use of field scouting and forecasting models, between 2000 and 2004 surveys. ND has a short growing season and a harsh winter climate. Citizens place high value on urban plantings which can survive the winter and which are relatively free of pest problems. A recent electronic questionnaire about urban IPM needs, sent to extension educators in 8 states of the High Plains region, including ND, indicated that almost 40% of their pest questions. This IPM project addresses those critical needs, by coordinating a statewide IPM program, providing collaborative efforts in pest management education across two states for two key crops, wheat and soybean, by demonstrating the value of integrated strategies for controlling a key disease of wheat, Fusarium head blight, by supporting the valuable resource of the NDSU Diagnostic Lab that services agriculture, homeowners, and the ornamental industry, and by increasing the outreach capabilities of the Urban IPM programs."
582234, Address; Alfalfa; Area; base; bean; Cereals; Colorado; County; Development; Diagnostic; Education; Entomology; Fabaceae; Goals; Lead; Maps; Monitor; Montana; Nebraska; North Dakota; Online Systems; Outcome; Pathology; Pesticides; Plants; Potato; Printing; programs; Reporting; Resources; Science; Secure; Secure; Seeds; skills; South Dakota; Specialist; System; Training; Wheat; wiki; Wyoming,MONTANA IPM EXTENSION PROJECT,USDA,NIFA,,2009-41534-05447,9/1/2008,8/31/2013,"JACOBSEN, BARRY JAMES","MANGOLD, JANE; BURROWS, MARY",0.0,625447982,MONTANA STATE UNIVERSITY - BOZEMAN,BOZEMAN,MT,59717-0001,UNITED STATES,,,10.5,2009,106000.0,,"The Montana Extension IPM Coordination Program will be lead by Dr. Barry J. Jacobsen, MT IPM Program Coordinator, Extension Plant Pathology Specialist. Co-project directors include: Dr. Kevin Wanner, Extension Entomology Specialist; Dr. Fabian Menalled, Extension Weed Science Specialist; Dr. Jane Mangold, Extension Rangeland Weed Specialist; and Dr. Mary Burrows, Extension Plant Pathology Specialist. The program will include continuation of stakeholder inputs (county agents, commodity groups and agribusiness), county-based IPM demonstrations, and development of statewide IPM educational support projects. Project focus will be on: IPM in Agronomic Crops (wheat, barley, seed legumes); IPM in High Value, High Input-Intensively Managed Crops (seed potatoes, sugarbeets, dry beans); IPM Support for Pest Diagnostic Facilities; Consumer and Urban IPM; and IPM Partnerships in Wide-Area Pest Monitoring and Reporting Systems. These program foci are built on the skills of the IPM team and state needs in terms of pest problems, technical assistance and IPM education. IPM will be incorporated into all Master Gardening and pesticide applicator training. The overall goals will be driven by the National Road Map for IPM. Specific new directions will include building a IPM Partnerships in Wide-Area Pest Monitoring and Reporting Systemsfor Montana crops (cereal grains, potatoes, dry beans, alfalfa, sugarbeets) and expanding the High Plains IPM Guide to include turf and ornamentals, more crops, weed management and diagnostic aids such as Lucid keys. The High Plains IPM Guide will be developed in a secure ?Wiki-like? format cooperatively with IPM specialists in Colorado, Wyoming, Western Nebraska, North Dakota and South Dakota. Outcomes will include new IPM educational print and web based resources and their utilization by target audiences and enhanced understanding of IPM by all audiences addressed"
582258, Address; Adoption; Applied Research; Area; base; Behavior; Client; County; Decision Making; Faculty; Funding; Goals; Gossypium; improved; Individual; Institution; Knowledge; Monitor; multidisciplinary; Outcome; outreach; programs; Publications; Recording of previous events; Research; Resources; Schools; Soybeans; Tennessee; tool; Training Programs; Universities; Wages; Wheat,EIPM-CS COORDINATION PROPOSAL FOR THE UNIVERSITY OF TENNESSEE EXTENSION,USDA,NIFA,,2009-41534-05424,9/1/2008,8/31/2015,"STEWART, SCOTT","VAIL, KAREN M",2.0,133891015,UNIVERSITY OF TENNESSEE,KNOXVILLE,TN,37996-4540,UNITED STATES,,,10.5,2009,194747.0,,"This EIPM-CS Coordination Proposal submitted by the University of Tennessee will support outreach and applied research programs related to three emphasis areas: IPM in agronomic crops to include corn, soybean, wheat and sorghum; IPM in high value, intensively managed crops to include cotton; and IPM in schools. UT Extension has a long history of providing multidisciplinary and interactive IPM programs in these emphasis areas, among others. Funding received will primarily support the salaries of Extension faculty and support staff. These individuals are integral to coordinating, developing and disseminating IPM programs for Tennessee in cooperation with stakeholder groups, other UT faculty and colleagues from other institutions. The proposed activities directly support the goals stated in the IPM roadmap by promoting sustainable and safe IPM practices to stakeholders such as county-based Extension agents, growers, independent consultants, as well as various school-group associations. Specific activities include the coordination of numerous training programs at the local, regional and national level. Publications and on-line resources will be developed to support these efforts. Applied research will address critical pest management issues occurring in Tennessee and regionally. Research and pest monitoring activities are intended to improve the decision-making of IPM practitioners by providing recent and relevant information about pest occurrence and control strategies. The primary, expected outcome of the proposed activities is the increased knowledge and adoption of IPM in field crops and schools. Assessment tools are proposed to evaluate impact such as changes in client behaviors and to determine the value of our programs to end-users."
582263, Address; Agriculture; Americas; Area; Bite; Bread; Cattle; Cereals; Collaborations; Culicidae; design; Development; Disease; Disease Vectors; Entomology; Evaluation; Faculty; fly; foodborne illness; human disease; Kansas; Meat; multidisciplinary; Pathology; Plants; Positioning Attribute; Production; programs; Research Personnel; Soybeans; System; Ticks; West Nile virus; Wheat,EXTENSION IPM COORDINATION PROGRAM FOR KANSAS,USDA,NIFA,,2009-41534-05402,9/1/2008,8/31/2015,"PHILLIPS, THOMAS W","SLODERBECK, PHILLIP E.;  BAUERNFEIND, ROBERT J.;  UPHAM, WARD",2.0,929773554,KANSAS STATE UNIVERSITY,MANHATTAN,KS,66506-1100,UNITED STATES,,,10.5,2009,100000.0,,"Kansas is considered part of the  bread basket  of America. Our grain, forage and meat production is critical to the economy of the state and has great impact on the nation and the world. Highlights for 2007 agricultural production in Kansas were over 10 million acres of wheat worth over $1.7 billion (2nd in the Nation), 3.7 million acres of corn worth $2 billion (8th in the Nation) and 6.4 million cattle and calves (3rd in the Nation). The Extension-IPM Coordination project addresses coordination, design, development, implementation and evaluation of Extension IPM programs. The Kansas program is multidisciplinary, including extension faculty and applied researchers from departments of entomology, plant pathology, agronomy and horticulture. No formal collaborations outside K-State are proposed. In addition to supporting a professional IPM Coordinator position the three emphasis areas targeted in the project, and specific crops or systems in each are: 1) IPM in Agronomic Crops, including wheat, corn, sorghum, soybeans and others crops; 2) Consumer and Urban IPM systems, specifically consumer-related ornamental horticulture and the Master Gardener programs; and 3) IPM for Pests of Humans and Disease Vectors, specifically biting flies, mosquitoes, ticks, spread of food-borne illnesses and medically important human disease such as West Nile Virus and various tick-transmitted diseases."
