,PROJECT_ID,PROJECT_TERMS,PROJECT_TITLE,DEPARTMENT,AGENCY,IC_CENTER,PROJECT_NUMBER,PROJECT_START_DATE,PROJECT_END_DATE,CONTACT_PI_PROJECT_LEADER,OTHER_PIS,CONGRESSIONAL_DISTRICT,DUNS_NUMBER,ORGANIZATION_NAME,ORGANIZATION_CITY,ORGANIZATION_STATE,ORGANIZATION_ZIP,ORGANIZATION_COUNTRY,BUDGET_START_DATE,BUDGET_END_DATE,CFDA_CODE,FY,FY_TOTAL_COST,FY_TOTAL_COST_SUB_PROJECTS,ABSTRACT
25,580857, Address; Africa; Area; Biological Preservation; Cereals; design; Developing Countries; Development; Educational workshop; Equipment; Food; Food Chain; food science; food security; Food Technology; Funding; Future; graduate student; Housing; International; international center; Mali; Marketing; Millet; Modeling; Process; Production; Research; Resources; Safety; Senegal; technology development; Testing; Training; Universities; urban area; USAID; Work,INTERNATIONAL CENTER FOR FOOD TECHNOLOGY DEVELOPMENT TO EXPAND MARKETS,USDA,NIFA,,2010-38941-20798,8/1/2009,7/31/2014,"NIELSEN, S. SUZANNE","HAMAKER, BRUCE R",4.0,072051394,PURDUE UNIVERSITY,WEST LAFAYETTE,IN,47907-2024,UNITED STATES,,,10.5,2010,702000.0,,"Funds will support the initiation of a new Center, THE INTERNATIONAL CENTER FOR FOOD TECHNOLOGY DEVELOPMENT TO EXPAND MARKETS, housed within the Department of Food Science at Purdue University. With limited resources, model projects will be initiated to identify best practices for future efforts. In Senegal, we will collaborate on a project designed to expand the use of sorghum grain in Africa. In Mali, we will build upon a current project funded by USAID/Mali to expand markets for sorghum and millet through entrepreneurial-level mechanized processing of grains to high quality, market competitive products. Our model will be to build on this project through technology development, refinement of a process, and providing the expertise for training at local workshops in the Bamako urban area. A Malien graduate student currently at Purdue Food Science will participate in this project and will work on extruded products appropriate for the Malien market. In the three- year proposed project, collaborative models will be developed and tested. This unique Center will involve efforts within and across universities, national and international research centers, private organizations and industrial food and equipment companies as they relate to advancing food security by reducing food losses and enhancing markets for new and traditional processed (i.e., value-added) foods. No other international center focuses on this important area. Its founding will finally bring together the total food chain and strengthen singular efforts that are currently underway in this area. The Center, now with a long-term commitment, will address needs in food production, product preservation, and safety that relate to market development to grow local economies in developing countries. This will complete the food chain from production to consumer."
26,593394, Animals; beef; Cattle; cost; Cynodon; Diet; Equus caballus; Evaluation; Feeds; Florida; Genotype; Grasslands; Hybrids; Livestock; Measures; Nutritive Value; operation; Pennisetum; Performance; Plants; Poaceae; Production; Seasons; System; Testing,EVALUATION OF NEW FORAGE GERMPLASM WITH POTENTIAL FOR USE IN FLORIDA LIVESTOCK SYSTEMS,USDA,NIFA,,0216705,10/1/2009,9/30/2013,"SOLLENBERGER, L.",,,002236250,UNIVERSITY OF FLORIDA,GAINESVILLE,FL,32611-0110,UNITED STATES,,,10.203,2010,,,"Florida beef and dairy production systems contribute over $1 billion annually to the state?s economy. In addition, there are over 300,000 horses in Florida with an associated cash flow of $1.25 billion per year. Forage is a major component of the diet of all livestock in the state. Planted pastures occupy approximately 3.5 million acres and native grasslands (includes forestland that is grazed) another 6 million acres. In spite of their large contributions to the state?s economy, limitations remain among forages currently utilized in Florida. Bahiagrass, which is grown on approximately 2.5 million acres for forage, produces 85% of its yield during the period from April through September. Lack of cool-season production results in greater need for supplement feeds and increased cost to livestock producers. Bahiagrass also is relatively low in digestibility and this limits performance of animals consuming bahiagrass herbage. Bermudagrass, though highly desirable for hay production, requires high inputs and may not tolerate close, repeated grazing by horses. More persistent types would benefit horse owners. Warm-season annual grasses like sorghum and pearl millet are quite high in nutritive value, but they must be reseeded every year and they are difficult to manage under grazing. An alternative forage that is better suited for grazing yet also has high nutritive value would be an important advance, particularly if it was a perennial. Limpograss is becoming very important to beef cattle producers in South Florida, but new genotypes with greater persistence and increased digestibility would benefit livestock operations. Thus, there is a need for continued evaluation of potential new forage species and genotypes for Florida forage-livestock systems. This project will assess digestibility and grazing tolerance of bahiagrasses selected for greater cool-season production, measure yield and nutritive value of seeded bermudagrass compared to traditional hybrids, test Mulato brachiariagrass for adaptation and performance in North Florida, and assess grazing tolerance and digestibility of new breeder?s lines of limpograss."
28,596187, Agriculture; Area; base; Biological; Climate; Colorado; Desert Climate; Development; Droughts; Economics; Environment; Ethanol; Fabaceae; Farming environment; Fertility; Food; Genetic; Growth; improved; Irrigation; Kansas; Marketing; Millet; Monitor; Nebraska; Nitrogen Fixation; novel; Oils; Outcome; Plants; Precipitation; Price; Production; programs; Research; Rotation; Rural; Seasons; Seedling; Seeds; Soil; South Dakota; statistics; System; trait; United States; Water; Wheat; Wyoming,DEVELOPING ALTERNATIVE CROPS FOR WESTERN NEBRASKA,USDA,NIFA,,0224059,11/1/2010,10/31/2015,"SANTRA, D. K.",,,555456995,UNIVERSITY OF NEBRASKA LINCOLN,LINCOLN,NE,68588,UNITED STATES,,,10.203,2011,,,"Semi-arid climate of western Central Great Plains of the USA (western Nebraska and Kansas; eastern Colorado and Wyoming; and south-western South Dakota) is one of the most challenging environments for profitable crop production in the USA because of short growing season, dry climate, limited precipitation, high elevation, and occasionally severe hail. Majority of cropland is dryland and winter wheat is the major crop in this area. Diversifying crops in the farm can enhance the economic viability of producers and provide new market alternatives. Therefore, alternative crops that are suitable for dryland and limited irrigation production are important for sustainable farming in the region. Proso millet is the best alternative crop in the region due to its less water requirement and well adaptability. However, proso acreage is limited due to its primary use as birdseed and extreme price volatility in the market. Alternative use of proso millet (e.g. fuel, food) would increase its value and acreage. Because of narrow germplasm base of proso millet cultivars, genetic improvement of existing varieties and development of new proso millet variety with novel traits for new use will be critical. Camelina is an old oilseed crop newly introduced to the semiarid west of the United States and it is a promising spring-sown rotation crop in the region due to its excellent seedling frost tolerance and short-duration. A number of unique traits (e.g. low input crop, improved drought tolerance and water use efficiency, high oils ~35% content, limited culinary uses etc.) make camelina as a high-potential oilseed crops for biodiesel feedstock compared to other oilseed crops. There is limited research on developing improved camelina varieties well adapted to the western Nebraska. Annual forages are well adapted to the semiarid Northern Great Plains environments. Replacing summer fallow with annual forages may be an effective cropping system for improving soil quality and increasing economic returns. Annual legume with forage potential is desirable because it can be used as forage as well as to improve soil fertility through biological nitrogen fixation but currently no such annual legume is available that is well adapted in the region. Outcomes/Impacts: It is anticipated that several new cultivars will be released from this program with improved adaptation and value for regional producers. Progress related to growth in alternative crop production in the region will be monitored by Nebraska Department of Agriculture Statistics. An ethanol-based market of proso millet has the potential to enhance the regional economy, to minimize its market volatility, and to increase wheat yield. Production of large acreage of oil-seed in the region will encourage development of local bio-diesel plant. All these efforts will help making agriculture in northern High Plains sustainable, which indirectly will sustain rural economy in Nebraska."
29,596705, Accounting; Acids; Agriculture; Alkalies; Animal Feed; Attention; Bio-Base; Birds; carbohydrate structure; Colorado; Country; economic impact; Enzymes; European Economic Community; guar gum; literature survey; Marketing; meter; Methods; Millet; Molecular Weight; Monosaccharides; Polymers; Polysaccharides; Printing; Process; Production; Property; Research; Seeds; Source; Starch; Textiles; Wheat,BIO-BASED POLYMERS FOR TEXTILE APPLICATIONS,USDA,NIFA,,0225560,7/1/2011,6/30/2013,"MILLER, N.",,,149546160,COLORADO STATE UNIVERSITY,DENVER,CO,80203-1148,UNITED STATES,,,10.203,2011,,,"Polysaccharides are defined as a class of high-molecular weight polymeric carbohydrate structures, formed of repeating monosaccharide units. Examples of unmodified polysaccharides are starch of corn, wheat, gum arabica, gum tragcanth and gum guar. Modified products may be carboxymethylated polysaccharides or polysaccharides hydrolyzed by acids, alkalis or enzymes. In addition to being renewable and sustainable, agriculturally sourced bio-based polysaccharides and modified products obtained from them have the potential and properties to satisfy all requirements for good polymeric textile printing thickening agents. Because they are also widely available, they are economical as well. By 2015, worldwide production of printed textiles is projected to be more than 30 billion square meters. Traditional textile printing methods such as direct printing, resist printing and discharge printing account for more than 90% of the global market for printed textiles. Therefore, the potential market and hence economic impact of agricultural products as polymeric bio-based thickening agents is immense. The proposed project will study agriculture products for their potential to be used as natural polymeric thickeners in textile printing applications. For the two year duration of this project, focus will be aimed towards polysaccharide sources that are abundant in Colorado and the western region of the country. These include wheat, corn, sorghum and proso millet. Additionally, literature survey indicated little or no research on sorghum and proso millet as potential sources for bio-based polymers in textile processing and therefore particular attention will be directed towards these agriculture products. Nationally, Colorado ranks 1st in production of the proso millet crop. The most common market for proso millet is bird seed and animal feed. Finding alternative additional markets for such agriculture products will be potentially more profitable than current uses such as animal feed and bird seed."
31,13717, Affect; Animals; Bacteria; Biocompatible Materials; Chromatin Structure; Chromosome Breakage; Chromosome Positioning; Chromosomes; Communities; Data; Databases; Development; DNA; DNA Double Strand Break; DNA Repair; DNA Sequence; Education and Outreach; endodeoxyribonuclease SceI; Engineering; Environmental Risk Factor; Enzymes; Event; Future; Genbank; gene function; General Population; Generations; Genetic; Genome; Genome Stability; Genomics; graduate student; Human; insertion/deletion mutation; insight; interest; Lead; light intensity; Location; Maintenance; Maize; microbial; Mutation; Natural Selections; Nature; novel; Organism; Outcome; Ozone; Participant; Peer Review; Pennisetum; Plant Genome; Plants; Poaceae; Postdoctoral Fellow; Process; Publications; Relative (related person); repaired; Research; Research Personnel; research study; Resources; Rice; Scientist; Seeds; Site; Stress; Students; System; Time; Training; Transgenic Organisms; Transgenic Plants; Ultraviolet Rays; undergraduate student; Universities; Variant; Viral; web site; Work,ANALYSIS OF GENETIC AND ENVIRONMENTAL INPUTS INTO ACCURATE AND INACCURATE DOUBLE STRAND BREAK REPAIR IN PLANTS,NSF,NSF,,1127079,1/1/2012,12/31/2014,"BENNETZEN, JEFFREY",,10.0,619003127.0,UNIVERSITY OF GEORGIA,ATHENS,GA,30602-5016,UNITED STATES,,,47.074,2012,588133.0,,"PI:  J. L. Bennetzen (University of Georgia)Plants containing engineered chromosome breakage constructs will be used as a study system to investigate the nature of inaccurate repair of double strand DNA breaks (DSB), and the genetic or environmental factors that affect the nature of inaccurate repair. DSB repair, in all organisms from bacteria to plants and animals, is highly accurate.  This accuracy is necessary to allow chromosomes to be replicated and passed on to subsequent generations of progeny because these breaks are so frequent and are lethal if unrepaired.  However, inaccurate repair of DSB does occur, leading to small deletions, insertions or other outcomes at the break site.  Some previous studies have suggested that the relative sizes and frequencies of the inaccurate DSB repair events may vary from species to species, and that this variance might be responsible for differences in the rate at which genomes change size and for differences in their rate of sequence change.  This project will use a regulated DSB system, involving the enzyme I-SceI expressed off a transgenic construct in plants that are then crossed to other plants that have a cutting site for I-SceI.  The progeny of this cross have been shown, in preliminary experiments, to undergo DSB at the I-SceI site, and to sometimes have inaccurate repair at that site.  The I-SceI site in many of these progeny plants will be DNA sequenced by the investigators to see what kind of deletions, insertions, et cetera, are found at the cleavage site.  This work is being done in four grass species (maize, pearl millet, rice, and sorghum), with very different genomic sizes and genomic stability, to see if this influences the nature or frequency of inaccurate DSB repair.  The I-SceI sites are also integrated at various different chromosomal locations in different plants, so one can investigate chromosome position effects on repair outcomes.  Finally, the investigators will determine the nature of inaccurate DSB repair at different times in development, under different environmental stresses (e.g., high UV light intensity or high ozone levels) and in genetic backgrounds that have known mutations in DNA repair processes or chromatin structure.  Taken together, these studies will provide insights into how plant genomes evolve, and particularly how DSB repair participates in this process, to generate the natural diversity on which natural selection acts. This research will provide a powerful approach, and numerous novel insights, for understanding how genomes change.  This will lead to a better understanding of how genetic diversity can be interpreted and influenced by biologists.  The many direct participants in the project, especially the postdoctoral fellow, graduate student and undergraduate students, will receive direct training in a multi-disciplinary approach to a core question in modern genetics:  how do genomes change, and what effect does that change have on current and future function of genes in that genome.  The description of the project and of the results will be available at a web site that will be created for this project, with a presentation style that makes the information digestible for all levels of interested parties, from K-12 students, to the general public, to active research scientists.  Raw data and the most advanced results will also be provided in public-accessible databases (e.g., GenBank for sequence information and peer-reviewed publications for detailed analysis), including the project web site.    Biological materials (seeds of transgenic plants, constructs for the I-SceI approach, etc.) will be available from the PI's lab until the time that some more permanent maintenance resource can be identified.   Understanding DNA variation, particularly the mechanisms and rates/outcomes, is vital for any mature understanding of genetics or genomes, and is shared by animal, human, plant, fungal, viral and microbial researchers, so it is expected that the training, outreach and data enrichment components of this project will benefit the broadest scientific community and general public."
32,50153, Affect; African; Agriculture; Angiosperms; Cells; Cereals; comparative; Complement; Computer Simulation; defense response; Development; Diet; Fabaceae; farmer; Food; Gene Expression Profile; improved; Infection; insight; Maize; member; Millet; Movement; novel; Outcome; Parasites; Plants; Productivity; Proteins; Race; Research Training; Resistance; Resources; response; Rice; Security; Seeds; Structure; Students; System; Virulence; Work,EAGER: STRIGA VIRULENCE EFFECTORS: KEYS TO HALTING PARASITIC WITCHWEEDS,NSF,NSF,,1213059,8/15/2012,7/31/2014,"TIMKO, MICHAEL P",,5.0,65391526.0,UNIVERSITY OF VIRGINIA CHARLOTTESVILLE,CHARLOTTESVILLE,VA,22904-4195,UNITED STATES,,,47.074,2012,299019.0,,"Parasitic angiosperms are noxious and persistent pests in farmers' fields and serious constraints to crop productivity. The  witchweeds , members of the genus Striga, are particularly devastating since their primary hosts include the major cereals (maize, sorghum, rice and millet) and grain legumes that are dietary staples worldwide. How parasitic weeds and Striga species in particular recognize their potential hosts and overcome the innate defense systems are not known. Using the interaction of cowpea (Vigna unguiculata), an important food and forage legume, with Striga gesnerioides, this project seeks to identify parasite-derived effectors and virulence proteins that enter host cells, specifically altering their structure and function and suppressing the defense response mechanism at various levels, enabling infection and parasite ingress to occur. Novel, in planta functional screens will be used to identify candidate effectors from Striga that are directly or indirectly recognized by race-specific resistance proteins in cowpea leading to activation of a hypersensitive response at the point of infection and associated downstream defense responses. These functional screens are complemented by comparative transcriptome sequencing in compatible and incompatible host-parasite association and in silico analysis aimed at identifying candidate virulence effectors through race-specific gene expression signatures. The outcomes of this project will provide novel insights into the mechanisms by which parasitic angiosperms identify and parasitize their hosts and how hosts block such attack. The negative impact of parasitic plants on crop productivity increases globally each year and their potential for affecting domestic agriculture looms larger as the movement of seed resources expands globally. The outcomes of this work will contribute directly to the development of strategies to improve crop security by providing targets for manipulating pest resistance responses of crop plants. In addition these studies provide new educational, research, and training opportunities for US students on the African continent."
34,578561, Adoption; Advisory Services; Africa; Agency for International Development; Car Phone; Communication; Country; farmer; food security; Funding; Goals; improved; Income; interest; International; Mali; Millet; nutrition; programs; Research; Research Support; Technology; United States,"INTSORMIL/EXTENSION PARTNERSHIP: INFORMATION AND COMMUNICATION TECHNOLOGY (ICT) EXTENSION AND ADVISORY SERVICES IN MALI, WEST AFRICA",USDA,NIFA,,2012-38862-19560,9/1/2011,8/31/2015,"COTTON, DAN","GAMBLE, KEVIN",1.0,555456995,UNIVERSITY OF NEBRASKA LINCOLN,LINCOLN,NE,68588-0009,UNITED STATES,,,10.5,2012,1305.0,,"The International Sorghum and Millet (INTSORMIL) Collaborative Research Support Program(CRSP) is funded by the United States Agency for International Development (USAID) with the purpose of supporting international sorghum and millet research in twenty countries including Mali in West Africa. Its goals are to improve nutrition and food security, and to increase the income of farmers who produce these two crops. It shares its research findings through a number of educational programs conducted in concert with its in-country partners. Given the nearly 100% adoption of mobile phone technology within Mali, INTSORMIL was interested in determining the potential uses for this technology to enhance its educational programming efforts."
35,588249, Arachis hypogaea; Cynodon; Ethanol; Genetic Enhancement; genetic technology; Genotype; Hybrids; improved; Measures; Molecular Genetics; molecular marker; Peanuts - dietary; Pennisetum; Poaceae; Population; Production; Seasons; Techniques; trait,GENETIC ENHANCEMENT AND MANAGEMENT OF WARM SEASON GRASS SPECIES FOR FORAGE AND ALTERNATIVE USES,USDA,ARS,,ARS-0423675,9/18/2012,1/29/2013,"ANDERSON, WILLIAM F",,1.0,,CROP GENETICS AND BREEDING RESEARCH,TIFTON,GA,31793,UNITED STATES,,,10.001,2012,,,"Objective(s): To develop and evaluate bermudagrass, napiergrass, pearl millet, and rhizoma peanut for forage production and for alternative uses in the southeastern U.S.; to enhance bioenergy production from warm-season grasses; and to apply molecular genetic technology to improve grass species adapted to the southeastern U.S.Approach: Develop and select improved populations and germplasms of bermudagrass for forage, bioenergy, and turf; develop and select improved populations and germplasms of napiergrass for forage and bioenergy; develop and select improved populations, inbreds, and hybrids of pearl millet for forage, bioenergy, and wildlife; and select improved rhizoma peanut germplasms for forage.Evaluate genotype and production effects on ethanol production from pearl millet;assess genotypic differences in bermudagrasses, napiergrass, and pearl millet forconversion to fermentable product or through thermochemical techniques to syngas;and improve selection efficiency for superior forage and cellulosic feedstocks.Measure genetic diversity within bermudagrass, napiergrass, and pearl millet using molecular markers; and identify associations of molecular markers in bermudagrass and pearl millet with traits important for forage or alternative uses."
37,476285, Address; Agriculture; American; Animals; Archaeology; Area; Attention; base; Calculi; Camping; Ceramics; China; Chinese People; Cities; Collection; Communication; Communities; Data; Data Collection; Development; Documentation; Environment; Goals; Grant; Human; Institution; land use; Learning; Life; Location; Maps; Measures; Methods; Millet; Morphologic artifacts; Occupations; Pattern; Plants; Play; Population; Population Sizes; Publishing; Recording of previous events; Reporting; Research; Research Methodology; Rice; Rivers; Role; Rural; Site; Societies; Staging; Supervision; Surface; Surveys; System; theories; Time; tool; Urbanization,DOCTORAL DISSERTATION IMPROVEMENT GRANT: GUAN RIVER VALLEY REGIONAL FULL-COVERAGE SURVEY,NSF,NSF,,1247931,12/15/2012,11/30/2013,"KOWALEWSKI, STEPHEN A","WANG, YANXI",10.0,4315578.0,UNIVERSITY OF GEORGIA,ATHENS,GA,30602-5016,UNITED STATES,,,47.075,2013,25200.0,,"Under the supervision of Dr. Stephen A. Kowalewski, Yanxi Wang will conduct an archaeological survey in the Middle Guan River valley in Nanyang, China. This study will map, describe, collect and date artifacts from the earliest human occupation, at least 8000 years ago, up to historic time. The ground surface of the Guan River valley is stable and free of vegetation in the winter months, which allows the project to find and date most of the ancient cities, towns, villages, and temporary camps occupied during its long history. The goal is to reconstruct the settlement and population history. Ms. Wang wishes to understand how China''s agricultural system and rural and urban life developed. This is relevant for understanding the origins and later development of agriculture, urbanization, and land-use and landscape history in the regionThe study area is situated at the geographical transition of millet-growing North China and rice-growing South China. The Middle Guan River valley has received little archaeological attention, considering its rich cultural heritage and its geopolitically strategic location in the development of Chinese history. In contrast to some of the archaeologically better-known parts of China, with loess plains and broad river valleys, the Guan River and its nearby upland hills has a more diverse natural environment, which probably played an important role especially in the early development of the Neolithic way of life - the first villages and the development of an economy based on domesticated plants and animals. The project will use full-coverage pedestrian survey as the major data collection method to achieve the research goal. Regional survey, which is much less costly and more protective of cultural heritage compared to excavation, will help record archaeological sites and environmental conditions, and produce collections of ceramics, stone tools, and other artifact types. This information will be used to create settlement pattern maps by time period. Combined with documentation of historic and modern population, agriculture, and other land-use practices, the survey will provide data measuring prehistoric population size, and assess the temporal changes in the relationship between community, environment, and agricultural economy. The survey will provide information at the appropriate long-term and broad spatial scale necessary to address how human societies responded to the impacts generated by agriculture and maintained agricultural systems from incipient to more intensive and developed stages. Results will be published as a report in Chinese and English, and then a more detailed report in the form of doctoral dissertation. The project will provide valuable but unfamiliar Chinese archaeological data to Western audiences. It will bridge the gap between the research methods and theories in Chinese archaeology and North American archaeology and enhance communication between research institutions. More importantly, it will also help the Chinese and English public learn about the diversity and complexity of ancient China and the past of human society."
39,588296, Aflatoxins; Alleles; Aspergillus flavus; base; Biochemical; falls; feeding; Genes; Genetic; improved; Inbreeding; Insecta; Laboratories; Maize; Mastication; Molecular; Pennisetum; Physiological; Physiological Processes; Population; Predisposition; Production; Quantitative Trait Loci; Resistance; resistance mechanism; Screening procedure; Source; Stress; sucking; Techniques; trait; Weevils,GENETIC IMPROVEMENT OF MAIZE AND PEARL MILLET FOR RESISTANCE TO INSECTS AND AFLATOXIN,USDA,ARS,,ARS-0424351,2/6/2013,5/19/2013,"NI, XINZHI",,1.0,,CROP GENETICS AND BREEDING RESEARCH,TIFTON,GA,31793,UNITED STATES,,,10.001,2013,,,"Objective(s): 1. Identify new sources of germplasm with resistance to Aspergillus flavus/aflatoxin contamination, and to multiple earfeeding insect damage.2. Determine biochemical and physiological bases and associated key phenotypic traits conferring resistance/susceptibility to chewing and piercing-sucking insects in corn and pearl millet germplasm.3. Identify quantitative trait loci associated with reduced aflatoxin accumulation in corn.4. Develop maize germplasm with desirable agronomic traits and reduced aflatoxinaccumulation and increased resistance to ear-feeding insects for use in the Coastal Plain region.Approach: In comparison with molecular (gene to trait, or top-down) approach, a trait to gene (bottom-up) approach will be taken for this project. Diverse (exotic and temperate) germplasm will be screened under field conditions for resistance to aflatoxin and insect pests (i.e., corn earworm, fall armyworm, maize weevil, and stink bugs). Field-proven germplasm entries will be further evaluated for key unique phenotypic traits in relation to resistance mechanisms and underlying genetics using both conventional and molecular techniques. Following rigorous field and laboratory screenings, selected germplasm will be further examined for biochemical and physiological bases that confer resistance to multiple insect pests and aflatoxin. Insect resistance mechanisms in the selected corn and pearl millet germplasm will be categorized and the biochemical and physiological processes that confer certain insect resistance will be identified. Segregating populations with resistance to aflatoxin contamination and multiple insect damage will be developed. These new populations will serve as the sources of favorable alleles for ultimately developing aflatoxin- and insect-resistant corn inbred lines with elite agronomic traits, which will improve corn production under biotic and abiotic stresses in our region."
40,599403, Affect; Alabama; Area; Attention; Biomass; Canada; cost; Dehydration; Development; Economics; Environmental Wind; Event; experience; Florida; Future; Harvest; Hurricane; Industry; Lignin; Livestock; Millet; Nutrient; Oils; operation; Pennisetum; Photoperiod; Plant Roots; Plants; Poaceae; Production; Rain; Recovery; Research; Saccharum; Seasons; Seeds; severe weather; Soil; Sorghum vulgare; stem; Stress; System,ASSESSING MANAGEMENT FACTORS DETERMINING BIOMASS PRODUCTION AND BIOMASS QUALITY IN NON-SUGARCANE PRODUCING AREAS,USDA,NIFA,,0233513,1/1/2013,12/31/2016,"HAN, K.",,,42123745.0,LOUISIANA STATE UNIVERSITY SHREVEPORT,SHREVEPORT,LA,71115-2301,UNITED STATES,,,10.203,2013,,,"Crops producing a large biomass have been garnering considerable attention as biofuel feedstock. Although annual warm-season grasses require production cost from annual planting, crops such as sweet sorghum (Sorghum bicolor), sweet millet (Pennisetum glaucum), photoperiod sensitive sweet sorghum, and low lignin type summer annuals may retain different aspects of advantage recognizable from perennial type grasses for biomass production. Sorghum and pearl millet species are productive over a wide expanse of the US with considerable differences in growing conditions. This creates a broad range of management options such that optimum planting date, harvest maturity, selection of cultivars, and development of cropping systems, etc. Several interrelated studies are proposed in this proposal to assess management options targeting sustainable biomass production for emerging biofuel industry and also alternatively for livestock operations. Development of nutrient management enhancing biomass production which sustains soil nutrient pools would provide a long term benefit. The high demand on feedstock in the future will require strategies for maintaining soil nutrients to provide consistent biofuel feedstock production. Diversity of feedstock production, especially cultivating crops not sharing a growing season, may expand annual biofuel feedstock availability. As an emerging oil seed producing crop in the US, canola cultivation may become a valuable winter crop component in a double cropping system along with warm-season annual grasses. Although major canola cultivation has been limited to Canada and the northern U.S.A., field trials in Florida and Alabama have indicated greater yield potential because of the longer growing season. In every year since 2007, warm season annual grass cultivations have experienced a certain degree of lodging in LA when a severe weather event occurs particularly during the hurricane season. Probably, lodging will be one of the major problems degrading economic gains from sweet sorghum cultivation, which has not been only seen in LA but also appeared in research from other inland states. Sorghums lodged by heavy rain and strong wind are often under stress from dehydration due to broken stems and exposed roots in the aftermath of severe weather. In winter, warm-season perennial grass harvest can be often delayed because of continuous rain and wet soil conditions. Delayed harvest could result in substantial loss of biomass through broken stems, losing tillers and leaves, and eventually affect the recovery of the biomass and quality. It would be advantageous to assess potential yield and quality loss from various field conditions."
41,599534, base; Breeding; Chromosome Mapping; Country; Development; DNA Markers; DNA Shuffling; Environment; Food Industry; Foundations; Funding; Future; Genetic; genetic linkage; Genetic Research; genetic resource; Genomics; Goals; improved; Industry; Link; Methods; Millet; Molecular; Nebraska; plant genetics; Plants; Production; Research; Resources; Risk; Seasons; tool; trait; United States; Water; Wheat; wild bird,"CONSERVATION, MANAGEMENT, ENHANCEMENT AND UTILIZATION OF PLANT GENETIC RESOURCES",USDA,NIFA,,1000034,5/31/2013,9/30/2017,"SANTRA, D.","ROSE, DE,  ",,555456995.0,UNIVERSITY OF NEBRASKA LINCOLN,LINCOLN,NE,68588,UNITED STATES,,,10.203,2013,,,"Proso millet is the best alternative crop in semiarid dryland winter wheat producing region in western Nebraska and neighboring regions with similar environment because of its low water requirement and short growing season. Nebraska is the second highest producer of proso millet in the United States, and it contributes ~$10 million to ~$50 million wild bird food industry in Nebraska Panhandle. There is little Federal and no foundation or industry research funds available for proso millet and the UNL&#39;s Panhandle Research and Extension Center is the only proso millet breeding center in the country. Proso millet production in the region is solely dependent on six varieties with narrow genetic base, which imposes high production risk. Overall goal of this project is to develop regionally adapted high yielding proso millet varieties through plant breeding and genetic research. Conventional breeding method will be followed for developing varieties. Proso millet germplasm will be characterized for important agronomic traits. Modern genetic tools (DNA markers, genetic map, etc.) will be developed following standard molecular methods. Successful completion of this project will result in development of improved varieties, germplasm, large number of DNA markers, genetic linkage map and DNA markers linked to important traits for future molecular breeding. New improved proso millet varieties will make proso millet industry in Nebraska more resilient. The genomic resources developed during this project will potentially make proso millet breeding method more efficient for developing varieties. New high yielding millet varieties will have potential to contribute even more to Nebraska&#39;s economy."
